Index,Requirement,Ground Truth,Response
6579,"Until (prop_2) and (prop_1) happen at the same time, keep (prop_3) from happening .",!prop_2 U (prop_1 & prop_3),(!prop_3) U (prop_1 & prop_2)
6581,It is always the case that in case that ( prop_2 ) or ( prop_1 ) then the following condition is true : without any delay ( prop_3 ) .,G((prop_1 | prop_2) -> prop_3),G((prop_2 | prop_1) -> X prop_3)
6584,"Whenever ( prop_3 ) , and ( prop_2 ) , then the following condition is true : after sometime in the future before ( prop_1 ) .",G((prop_2 & prop_3) -> FG prop_1),G((prop_3 & prop_2) -> F(prop_1))
6587,Keep revisiting car 3 on your path to eventually reaching building 2,GF car_3 & F building_2,GF car_3 U building_2
6588,whenever ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),G((prop_1 | prop_2) -> (prop_1 | prop_2))
6591,Make sure that at any time (prop_2) or (prop_1) happens and (prop_3) always holds .,(prop_1 | prop_2) & G prop_3,G((prop_2 | prop_1) & G prop_3)
6592,"For each time instant ( prop_3 ) and ( prop_1 ) should be true , or else ( prop_2 ) .",prop_2 | G(prop_1 & prop_3),G((prop_3 & prop_1) | prop_2)
6594,"It is always the case that if ( prop_1 ) , then all of the following conditions hold : at a certain time point in the future before the simulation ends ( prop_2 ) .",G(prop_1 -> FG prop_2),G(prop_1 -> F prop_2)
6595,"Globally , whenever ( prop_1 ) or ( prop_3 ) , then all of the following conditions are true : ( prop_2 ) .",G((prop_1 | prop_3) -> G prop_2),G((prop_1 | prop_3) -> prop_2)
6596,"first, finally, a train has arrived, and then, eventually, a semaphore is red or the engine stops",G!train_has_arrived | F(train_has_arrived & F(engine_stops | semaphore_is_red)),F(train_has_arrived & F(semaphore_is_red | engine_stops))
6597,Ensure that (prop_1),F prop_1,G(prop_1)
6600,repeatedly ( prop_1 ) and ( prop_2 ),G(prop_2 & F prop_1),GF(prop_1 & prop_2)
6602,"If (prop_1) has not occurred yet, then keep waiting until either (prop_2) or (prop_3) happens .",!prop_1 U (prop_2 | prop_3),(!prop_1) U (prop_1 | prop_2 | prop_3)
6603,"after the elevator rises and the escalator moves, at a certain moment a semaphore is yellow",G((elevator_rises & escalator_moves) -> F semaphore_is_yellow),F(elevator_rises & escalator_moves & F semaphore_is_yellow)
6604,go through the red or yellow_room to get to the green_room,F((red_room | yellow_room) & F green_room),(!green_room U (red_room | yellow_room)) & F green_room
6609,The robot must Please change light_west red and then photo the pedestrian on southeast_4th_street.,change_light_west_red U photo_pedestrian_southeast_4th_street,F(change_light_west_red & F photo_pedestrian_southeast_4th_street)
6611,it will not happen that the bar is up or the elevator is open or the motorbike is driven,G!(bar_is_up | elevator_is_open | motorbike_is_driven),!(bar_is_up | elevator_is_open | motorbike_is_driven)
6612,"Always do (prop_2), and if you do (prop_3) then also do (prop_1) .",(prop_3 -> prop_1) & G prop_2,G(prop_2 & (prop_3 -> prop_1))
6614,"When the transition action that ( prop_1 ) happens , then in response ultimately there must be sometime in the future before the end of the execution , at which the transition action that ( prop_2 ) will get observed , and till then ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3)),G(prop_1 -> (prop_3 U prop_2))
6617,"when whenever journey_by flag , do not let_go orange",F journey_by_flag -> !let_go_orange,G(journey_by_flag -> !let_go_orange)
6618,never ( prop_1 ) or at some time ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1) | F(prop_2)
6629,"if hold apple , when possible journey_to flag",hold_apple -> F journey_to_flag,G(hold_apple -> F journey_to_flag)
6632,"always either the car stops or the house collapses implies that absolutely never, both a car stops and an elevator falls",G((car_stops | house_collapses) -> G!(car_stops & elevator_falls)),G(car_stops | house_collapses) -> G(!(car_stops & elevator_falls))
6633,"finally, a train has arrived and, finally, the escalator speeds up and a bridge opens afterwards",G!train_has_arrived | F(train_has_arrived & F(bridge_opens & escalator_speeds_up)),F(train_has_arrived & F(escalator_speeds_up & F(bridge_opens)))
6636,"when at any time collect orange , get_hold_of pear",F collect_orange -> get_hold_of_pear,G(collect_orange -> F get_hold_of_pear)
6637,You must Please change light_north green and then photo the car on south_1st_avenue.,change_light_north_green U photo_car_south_1st_avenue,F(change_light_north_green & F photo_car_south_1st_avenue)
6639,at any time ( prop_1 ) can infer that ( prop_2 ),F prop_1 -> prop_2,G(prop_1 -> prop_2)
6640,whenever ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),G(prop_1 U !F prop_2)
6644,advance_to tree or when possible spend_time_at tree,advance_to_tree | F spend_time_at_tree,GF(advance_to_tree | spend_time_at_tree)
6646,"Whenever idle and pickup the hair-drier are equal, pickup the hair-drier and pickup the skis are equal as well.",G((idle <-> pickup_hair_drier) -> (pickup_hair_drier <-> pickup_skis)),G((idle & pickup_hair_drier) -> (pickup_hair_drier <-> pickup_skis))
6648,never let_go and at any time proceed_to tree,G!let_go & F proceed_to_tree,G(!let_go & proceed_to_tree)
6649,( prop_1 ) until when possible ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2
6651,Stay in park_2 until you photo of monument_13,park_2 U (monument_13 & photo),park_2 U photo
6653,You must Please communicate the safe_rescuer and then deliver_aid the safe_victim.,communicate_safe_rescuer U deliver_aid_safe_victim,F(communicate_safe_rescuer & F deliver_aid_safe_victim)
6655,repeatedly ( prop_1 ) or ( prop_2 ),G(prop_2 | F prop_1),GF(prop_1 | prop_2)
6657,"Keep (prop_3) true forever, or if (prop_1), then make (prop_2) true .",(prop_1 -> prop_2) | G prop_3,G(prop_3) | G(prop_1 -> F prop_2)
6659,at some point in time both the manager handles requests and the bar is down after a bridge closes or the escalator moves,G((bridge_closes | escalator_moves) -> F(bar_is_down & manager_handles_requests)),F((manager_handles_requests & bar_is_down) & (bridge_closes | escalator_moves))
6663,"first, finally, either the elevator falls or the brake is pressed, and then, eventually, a bridge closes",G!(brake_is_pressed | elevator_falls) | F((brake_is_pressed | elevator_falls) & F bridge_closes),F((elevator_falls | brake_is_pressed) & F bridge_closes)
6664,if the escalator moves and the bar is closing then all the time a manager handles requests or a table is old,G((bar_is_closing & escalator_moves) -> G(manager_handles_requests | table_is_old)),(escalator_moves & bar_is_closing) -> G(manager_handles_requests | table_is_old)
6665,at any time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2),FG(prop_1 | prop_2)
6667,If (prop_1) then (prop_2) if and only if (prop_4) then (prop_3) .,(prop_1 -> prop_2) <-> (prop_4 -> prop_3),(prop_1 -> (prop_2 <-> (prop_4 -> prop_3)))
6668,"when whenever venture flag , forever hold_on pear",F venture_flag -> G hold_on_pear,G(venture_flag -> G hold_on_pear)
6673,"it is going to happen that the sensor gathers information and, it will happen that the brake is pressed and the motorbike has stopped afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(brake_is_pressed & motorbike_has_stopped)),F(sensor_gathers_information & F(brake_is_pressed & F(motorbike_has_stopped)))
6674,"(prop_2) doesn't happen, or make sure (prop_1) and (prop_3) both happen .",!prop_2 | (prop_1 & prop_3),(!F prop_2) | (F prop_1 & F prop_3)
6676,"Record unsafe_civilian should always hold, with at most a two-step grace period for recovery.",!G!(record_unsafe_civilian & X record_unsafe_civilian),G(record_unsafe_civilian | X record_unsafe_civilian | XX record_unsafe_civilian)
6677,"If (prop_2) and (prop_3) happen at the same time, then keep this condition until (prop_1) is not true .",(prop_2 & prop_3) U !prop_1,G((prop_2 & prop_3) -> ((prop_2 & prop_3) U !prop_1))
6679,"For all time steps (prop_1), or else if (prop_3), then (prop_2) .",(prop_3 -> prop_2) | G prop_1,G((prop_1 | prop_3) -> prop_2)
6680,if the house is open and a motorbike has started then under no circumstances both the sensor retrieves data and the sensor captures data,G((house_is_open & motorbike_has_started) -> G!(sensor_captures_data & sensor_retrieves_data)),G((house_is_open & motorbike_has_started) -> !(sensor_retrieves_data & sensor_captures_data))
6684,gather apple and never let_go orange,gather_apple & G!let_go_orange,F(gather_apple) & G(!let_go_orange)
6686,"eventually, both a table is old and the bar has to be repaired and, eventually, the train stops or a motorbike has stopped afterwards",G!(bar_has_to_be_repaired & table_is_old) | F(bar_has_to_be_repaired & table_is_old & F(motorbike_has_stopped | train_stops)),F(table_is_old & bar_has_to_be_repaired) & F(train_stops | X motorbike_has_stopped)
6687,On condition that the scenario that ( prop_3 ) does not take place and ( prop_2 ) then the following condition is true : ( prop_1 ) and uninterruptedly this condition will be sustaining till finally ( prop_4 ) .,G((prop_2 & prop_3) -> (prop_1 U prop_4)),(!prop_3 & prop_2) -> (prop_1 U prop_4)
6688,repeatedly ( prop_1 ) or ( prop_2 ),G(prop_2 | F prop_1),GF(prop_1 | prop_2)
6689,"( prop_4 ) happens if and only if ( prop_2 ) happens. Additionally, if ( prop_1 ) happens, then ( prop_3 ) should also happen.",(prop_2 <-> prop_4) & (prop_1 -> prop_3),G(prop_4 <-> prop_2) & G(prop_1 -> prop_3)
6690,( prop_1 ) can infer that don't ( prop_2 ),prop_1 -> !prop_2,G(prop_1 -> !prop_2)
6691,If ( prop_3 ) is equivalent to ( prop_1 ) and also ( prop_2 ) .,prop_2 & (prop_1 <-> prop_3),(prop_3 <-> (prop_1 & prop_2))
6693,"In case that ( prop_2 ) happens and implies ( prop_1 ) and this scenario is continued until ( prop_3 ) is detected , and ( prop_4 ) .",prop_4 & ((prop_2 -> prop_1) U prop_3),((prop_2 & (prop_2 -> prop_1)) U prop_3) & prop_4
6695,at some time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),F(prop_1) & G(!prop_2)
6698,"If ( prop_2 ) is equivalent to ( prop_1 ) , then ( prop_3 ) , and also ( prop_4 ) .",prop_4 & ((prop_1 <-> prop_2) -> prop_3),((prop_2 <-> prop_1) -> (prop_3 & prop_4))
6699,at any time ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),prop_1 U prop_2
6700,"If it is not the case that at some point ( prop_1 ) happens and continues to happen until ( prop_3 ) is detected , then ( prop_2 ) .",!(prop_1 U prop_3) -> prop_2,!(F(prop_1 U prop_3)) -> prop_2
6704,"It is not the case that ( prop_3 ) until ( prop_2 ) happens at some point in the future , which is equivalent to ( prop_1 ) .",prop_1 <-> !(prop_3 U prop_2),(!prop_3 U prop_2) <-> prop_1
6705,move_to trash can can infer that at any time make_contact_with house,move_to_trash_can -> F make_contact_with_house,G(move_to_trash_can -> make_contact_with_house)
6707,Take brochure 3 from table 9 and move it to park 2,F(table_9 & F(p_brochure_3 & F(park_2 & pd))),F(pd & p_brochure_3 & table_9 & F(pd & p_brochure_3 & park_2))
6708,"finally, both a motorbike has stopped and the escalator moves after both the bar has to be repaired and the manager collect claims",G((bar_has_to_be_repaired & manager_collect_claims) -> F(escalator_moves & motorbike_has_stopped)),F((bar_has_to_be_repaired & manager_collect_claims) -> F(motorbike_has_stopped & escalator_moves))
6709,Please (prop_1),F prop_1,prop_1
6711,"at some point in time the engine starts or the elevator falls and, at some point both the sensor gathers information and a motorbike catches fire afterwards",G!(elevator_falls | engine_starts) | F((elevator_falls | engine_starts) & F(motorbike_catches_fire & sensor_gathers_information)),(F (engine_starts | elevator_falls)) & (F (sensor_gathers_information & F motorbike_catches_fire))
6713,"Go to house_4, collect trash_4, and place it at garbage_dump_1",F(house_4 & F(p_trash_4 & F(garbage_dump_1 & pd))),F(house_4 & F(p_trash_4 & F(garbage_dump_1)))
6714,"First (prop_4) unless (prop_1) happens, then make sure to (prop_2) after you have witnessed (prop_3).",(prop_4 U prop_1) -> (prop_2 -> prop_3),(prop_4 U prop_1) & (F prop_1 -> F(prop_3 & F prop_2))
6715,Keep returning to charger 3 as you repeatedly take photos of area 3,GF charger_3 & GF(area_3 & photo),G(photo & area_3 -> F charger_3)
6717,"Either (prop_2) or (prop_1) should happen, or else (prop_3) should be true at all times.",prop_1 | prop_2 | G prop_3,(F (prop_1 | prop_2)) | G prop_3
6718,move through the green or red_room to the blue_room,F((green_room | red_room) & F blue_room),((green_room | red_room) U blue_room)
6720,whenever ( prop_1 ) can infer that always ( prop_2 ),F prop_1 -> G prop_2,G(prop_1 -> G prop_2)
6721,"Always (prop_2), or if you do (prop_1), then you should do (prop_3) .",(prop_1 -> prop_3) | G prop_2,G(prop_2 | (prop_1 -> prop_3))
6722,"If at some point ( prop_1 ) or ( prop_4 ) is detected and continues to happen until ( prop_3 ) is detected , then ( prop_2 ) .",((prop_1 | prop_4) U prop_3) -> prop_2,F((prop_1 | prop_4) & ((prop_1 | prop_4) U prop_3)) -> prop_2
6723,Remain in locality 2 while transporting document 5 from office 4 to office 9,G locality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd))),G((p_document_5 & office_4) U (p_document_5 & office_9)) -> G(locality_2)
6728,"at some point in time either the engine breaks or a car enters and, at a certain moment the bar is down or the motorbike is driven afterwards",G!(car_enters | engine_breaks) | F((car_enters | engine_breaks) & F(bar_is_down | motorbike_is_driven)),F((engine_breaks | car_enters) & F(bar_is_down | X motorbike_is_driven))
6732,forever ( prop_1 ) or at any time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2)
6734,"first, at some point in time both the sensor captures data and the sensor gathers information, and then, in the future a train has arrived",G!(sensor_captures_data & sensor_gathers_information) | F(sensor_captures_data & sensor_gathers_information & F train_has_arrived),F((sensor_captures_data & sensor_gathers_information) & F train_has_arrived)
6735,acquire orange until when possible travel_to trash can,acquire_orange U F travel_to_trash_can,acquire_orange U travel_to_trash_can
6736,"If ( prop_2 ) , or the event that ( prop_1 ) gets detected , then all of the following conditions are true : ( prop_3 ) .",G((prop_1 | prop_2) -> G prop_3),G((prop_2 | prop_1) -> prop_3)
6737,hold orange can infer that stop_by flag,hold_orange -> stop_by_flag,G(hold_orange -> stop_by_flag)
6738,"if a constructor instantiate objects or the bar is up then finally, either the engine stops or the train stops",G((bar_is_up | constructor_instantiate_objects) -> F(engine_stops | train_stops)),(constructor_instantiate_objects | bar_is_up) -> F (engine_stops | train_stops)
6741,"Continuously take pictures of monument 8, but avoid going to monument 8 until you arrive at park 4",GF(monument_8 & photo) & (!monument_8 U park_4),G(photo) & (!monument_8 U park_4)
6742,whenever capture pear means that take pear,F capture_pear -> take_pear,G(capture_pear -> take_pear)
6744,"If (prop_2) and (prop_4) happen at the same time, then wait until (prop_3) and (prop_1) happen at the same time .",(prop_2 & prop_4) U (prop_1 & prop_3),G((prop_2 & prop_4) -> (! (prop_3 & prop_1) U (prop_3 & prop_1)))
6746,"Once get_help has occurred, record the jaywalker on north_9th_avenue will never occur again.",G(get_help -> XG!record_jaywalker_north_9th_avenue),G(get_help -> G(!record_jaywalker_north_9th_avenue))
6747,"It is required that in a future moment ( prop_3 ) and ( prop_1 ) should be equivalent , and that ( prop_2 ) should be always true .",prop_2 & F(prop_1 <-> prop_3),F(prop_3 <-> prop_1) & G(prop_2)
6748,Continuously transport crate 8 from warehouse 4 to store 8 while repeatedly visiting charger 2,GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GF charger_2,G(F(pd & p_crate_8 & store_8) & F(pd & charger_2))
6751,"If (prop_3) finally happens, then make sure both (prop_2) and (prop_1) happen .",F prop_3 -> (prop_1 & prop_2),F prop_3 -> (F prop_1 & F prop_2)
6752,"Either (prop_1) and (prop_3) should happen, or (prop_2) should always be true.",(prop_1 & prop_3) | G prop_2,(F(prop_1 & prop_3)) | G(prop_2)
6753,move the robot from the red_room to the green or red_room to the big blue_room,F((green_room | red_room) & F blue_room),F((red_room & F(green_room | blue_room)))
6755,"Globally , whenever there will be a certain time instant in the future before the execution ends , at which ultimately ( prop_1 ) , until then ( prop_3 ) then there must be finally a time in the future before the execution ends , after which in the future till the execution ends ( prop_2 ) .",G((prop_1 U prop_3) -> FG prop_2),G(F(prop_3 U prop_1) -> F(G prop_2))
6757,forever ( prop_1 ) and at any time ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & G(prop_2)
6762,"If at some point ( prop_2 ) happens and continues to happen until ( prop_3 ) is detected , and also ( prop_1 ) , or else ( prop_4 ) .",prop_4 | (prop_1 & (prop_2 U prop_3)),F(prop_2 & (prop_2 U prop_3) & prop_1) | prop_4
6763,Always ensure that ( prop_1 ) is true if and only if both ( prop_2 ) and ( prop_3 ) are true at the same time.,(prop_2 & prop_3) <-> G prop_1,G(prop_1 <-> (prop_2 & prop_3))
6764,"If ( prop_4 ) or ( prop_1 ) happens and continues to happen until ( prop_2 ) is detected , then the scenario is equivalent to ( prop_3 ) .",prop_3 <-> ((prop_1 | prop_4) U prop_2),((prop_4 | (prop_1 U prop_2)) -> prop_3)
6768,"first, it will happen that either a train is crossing or the elevator rises, and then, in the future both a table has been moved and a motorbike is driven",G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & F(motorbike_is_driven & table_has_been_moved)),F((train_is_crossing | elevator_rises) & F(table_has_been_moved & motorbike_is_driven))
6769,If ( prop_1 ) then ( prop_2 ) globally and ( prop_3 ) .,prop_3 & G(prop_1 -> prop_2),prop_1 -> (G prop_2 & prop_3)
6770,when possible ( prop_1 ) or always ( prop_2 ),F(prop_1 | G prop_2),F(prop_1) | G(prop_2)
6771,While ( prop_1 ) or ( prop_3 ) then the condition that ( prop_2 ) .,G((prop_1 | prop_3) -> !F prop_2),G((prop_1 | prop_3) -> prop_2)
6772,always both a sensor retrieves data and the sensor captures data implies that it will not happen that either the escalator is blocked or a car starts,G((sensor_captures_data & sensor_retrieves_data) -> G!(car_starts | escalator_is_blocked)),G((sensor_retrieves_data & sensor_captures_data) -> !(escalator_is_blocked | car_starts))
6773,"It is always the case that if ( prop_1 ) , then the following condition is true : for each time instant in the future before the simulation ends the transition action that ( prop_2 ) must finally take place at a certain time instant during the subsequent 33 time units .",G(prop_1 -> GF prop_2),G(prop_1 -> F prop_2)
6774,never ( prop_1 ) until never ( prop_2 ),G(!prop_1 U G!prop_2),(!prop_1) U (!prop_2)
6775,"In the case there will be ultimately a certain time instant during the subsequent 24 time units , at which the transition action that ( prop_2 ) will be observed then there ought to be a certain moment in the future before the execution ends , at which ( prop_3 ) , before ( prop_1 ) .",G(F prop_2 -> (prop_3 U prop_1)),F(prop_2) -> F(prop_3 U prop_1)
6780,forever ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1) | prop_2
6781,"if at any time ( prop_1 ) , when possible ( prop_2 )",F prop_1 -> F prop_2,G(prop_1 -> F prop_2)
6785,don't ( prop_1 ) or at some time ( prop_2 ),!(prop_1 | F prop_2),!prop_1 | F prop_2
6789,"On condition that ( prop_2 ) , or ( prop_4 ) , then all of the following conditions hold : ( prop_3 ) and ( prop_1 ) .",G((prop_2 | prop_4) -> (prop_1 & prop_3)),(prop_2 | prop_4) -> (prop_3 & prop_1)
6790,"Either keep (prop_3) finally, or if (prop_2), then make sure (prop_1) .",(prop_2 -> prop_1) | F prop_3,F prop_3 | (prop_2 -> G prop_1)
6791,"at any time a table has been moved and, at the same time, the engine stops and the sensor captures data",G(engine_stops & sensor_captures_data & table_has_been_moved),F(table_has_been_moved & engine_stops & sensor_captures_data)
6792,at some time ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | GF prop_2),F prop_1 | G prop_2
6793,Avoid going to garage 1 until you take a picture as you take a picture of landmark 5,(!garage_1 U photo) & F(landmark_5 & photo),(!garage_1) U (photo & landmark_5)
6795,Ensure you keep revisiting charging station 9 as you repeatedly move crate 4 from warehouse 5 to mall 4,GF charging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd))),GF(charging_station_9)
6797,"It is always the case that when the scenario that ( prop_3 ) happens , then starting without any delay ( prop_1 ) , and ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> X(prop_1 & prop_2))
6798,"Until (prop_3) or (prop_2), keep (prop_1) not happening .",!prop_3 U (prop_1 | prop_2),(!prop_1) U (prop_3 | prop_2)
6799,"At some point in the future, (prop_1) should happen, and either (prop_2) or (prop_3) should also happen.",(prop_2 | prop_3) & F prop_1,F(prop_1 & (prop_2 | prop_3))
6803,at some point both the constructor instantiate objects and the semaphore is red after a semaphore is yellow,G(semaphore_is_yellow -> F(constructor_instantiate_objects & semaphore_is_red)),F(semaphore_is_yellow & F(constructor_instantiate_objects & semaphore_is_red))
6805,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2))
6807,whenever ( prop_1 ) and do not ( prop_2 ),F(prop_1 & !prop_2),G((prop_1 & !prop_2))
6808,going_to tree can infer that when possible visit flag,going_to_tree -> F visit_flag,G(going_to_tree -> F visit_flag)
6809,"During the interval that ( prop_1 ) , or ( prop_3 ) then ( prop_2 ) .",G((prop_1 | prop_3) -> F prop_2),G((prop_1 | prop_3) -> prop_2)
6811,Either keep (prop_1) equivalent to (prop_2) or make sure (prop_3) eventually happens .,(prop_1 <-> prop_2) | F prop_3,G(prop_1 <-> prop_2) | F prop_3
6812,"Either (prop_3) or (prop_4) happens, or else (prop_1) happens until (prop_2) .",prop_3 | prop_4 | (prop_1 U prop_2),(F prop_3 | F prop_4) | (prop_1 U prop_2)
6813,whenever both the elevator is blocked and the escalator is blocked then in any case a manager handles requests and the house collapses,G((elevator_is_blocked & escalator_is_blocked) -> G(house_collapses & manager_handles_requests)),G((elevator_is_blocked & escalator_is_blocked) -> (manager_handles_requests & house_collapses))
6814,"If (prop_3), then make (prop_1), and (prop_2) and (prop_4) both happen .",prop_2 & prop_4 & (prop_3 -> prop_1),G(prop_3 -> F(prop_1 & F(prop_2 & prop_4)))
6816,"sooner or later a train has arrived and, at some point both the semaphore is yellow and a bridge closes afterwards",G!train_has_arrived | F(train_has_arrived & F(bridge_closes & semaphore_is_yellow)),F(train_has_arrived) & F(semaphore_is_yellow & F(bridge_closes))
6822,"first, eventually, either the engine stops or a train is crossing, and then, sooner or later the engine breaks or the semaphore is yellow",G!(engine_stops | train_is_crossing) | F((engine_stops | train_is_crossing) & F(engine_breaks | semaphore_is_yellow)),F((engine_stops | train_is_crossing) & F(engine_breaks | semaphore_is_yellow))
6824,every time the train has been launched and the bar is closing after the bar has to be repaired and the bridge opens,G((bar_has_to_be_repaired & bridge_opens) -> G(bar_is_closing & train_has_been_launched)),G((train_has_been_launched & F(bar_has_to_be_repaired & F(bridge_opens & bar_is_closing))))
6825,whenever ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | GF prop_2),G(prop_1 | GF prop_2)
6826,As soon as the event that ( prop_2 ) gets detected and ( prop_1 ) then all of the following conditions are true : starting without any delay ( prop_3 ) and ( prop_4 ) .,G((prop_1 & prop_2) -> (prop_3 & prop_4)),G((prop_2 & prop_1) -> X(prop_3 & prop_4))
6827,"if whenever grab flag , whenever migrate_to tree",F grab_flag -> F migrate_to_tree,G(grab_flag -> G(migrate_to_tree))
6828,"If (prop_3) and (prop_1), then wait until (prop_2) is not true .",(prop_1 & prop_3) U !prop_2,G((prop_3 & prop_1) -> (!prop_2 U prop_2))
6829,"If ( prop_1 ) is equivalent to ( prop_2 ) , then ( prop_3 ) should not happen .",(prop_1 <-> prop_2) -> !prop_3,G((prop_1 <-> prop_2) -> !prop_3)
6831,if the engine breaks and the bar is closing then it will not happen that the engine starts or the train is crossing,G((bar_is_closing & engine_breaks) -> G!(engine_starts | train_is_crossing)),G((engine_breaks & bar_is_closing) -> !(engine_starts | train_is_crossing))
6833,whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G((prop_1 & prop_2) -> (prop_1 & prop_2))
6834,"when ( prop_1 ) , ( prop_2 )",prop_1 -> prop_2,G(prop_1 -> prop_2)
6835,"If (prop_4) is observed, keep it until (prop_3), but also check for (prop_1) and (prop_2) .",prop_1 & prop_2 & (prop_4 U prop_3),G(prop_4 -> (prop_4 U prop_3)) & F(prop_1 & prop_2)
6836,"In case that ( prop_1 ) and ( prop_2 ) , then all of the following conditions hold : ultimately at a certain time instant in the future before the end of the execution the event that ( prop_3 ) .",G((prop_1 & prop_2) -> F prop_3),(prop_1 & prop_2) -> F prop_3
6837,"Either finally make (prop_2) happen, or make sure that (prop_1) is equivalent to (prop_3) .",(prop_1 <-> prop_3) | F prop_2,F prop_2 | G (prop_1 <-> prop_3)
6838,drop orange until at any time go_to trash bin,drop_orange U F go_to_trash_bin,drop_orange U go_to_trash_bin
6839,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2))
6845,when possible ( prop_1 ) and forever ( prop_2 ),F(prop_1 & G prop_2),F(prop_1) & G(prop_2)
6846,always ( prop_1 ) and at some time ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & F(prop_2)
6847,"If photo injured_person holds, then in the next step avoid the nearest_debris persists until delivering aid to the safe_victim holds, or else avoid the nearest_debris holds forever.",photo_injured_person -> X((avoid_nearest_debris U deliver_aid_safe_victim) | G avoid_nearest_debris),G(photo_injured_person -> X((avoid_nearest_debris U deliver_aid_safe_victim) | G avoid_nearest_debris))
6849,"Whenever neither record the cyclist on east_8th_street nor change light_north green holds, change light_south red eventually holds.",G(!(change_light_north_green & record_cyclist_east_8th_street) -> F change_light_south_red),G(!record_cyclist_east_8th_street & !change_light_north_green -> F change_light_south_red)
6850,"Either ( prop_3 ) or ( prop_1 ) should not happen , and ( prop_2 ) .",prop_2 & !(prop_1 | prop_3),(!prop_3 | !prop_1) & prop_2
6852,"If (prop_3) is equal to (prop_1), then (prop_2) is not true .",(prop_1 <-> prop_3) -> !prop_2,(prop_3 & prop_1) -> !prop_2
6854,seize apple until whenever pass_by house,seize_apple U F pass_by_house,seize_apple U pass_by_house
6855,"Go to table 8, pick up brochure 2, and deliver it to table 1",F(table_8 & F(p_brochure_2 & F(pd & table_1))),F(table_8 & F(p_brochure_2 & F(table_1)))
6856,go_by waste bin or never drop apple,go_by_waste_bin | G!drop_apple,F go_by_waste_bin | G !drop_apple
6857,"each time the house is open then after the house collapses, it will happen that the car starts",G(house_is_open -> G(house_collapses -> F car_starts)),G(house_is_open -> F(house_collapses -> F car_starts))
6858,"first, at some point the train has arrived, and then, finally, both a house collapses and the house is open",G!train_has_arrived | F(train_has_arrived & F(house_collapses & house_is_open)),F(train_has_arrived & F(house_collapses & house_is_open))
6861,Continuously take pictures of landmark_21 at regular intervals,GF(landmark_21 & photo),G(photo & landmark_21)
6863,"first, sooner or later the engine breaks or a semaphore is yellow, and then, it will happen that the train has arrived",G!(engine_breaks | semaphore_is_yellow) | F((engine_breaks | semaphore_is_yellow) & F train_has_arrived),F((engine_breaks | semaphore_is_yellow) & F train_has_arrived)
6864,repeatedly ( prop_1 ) until ( prop_2 ),G(F prop_1 U prop_2),GF(prop_1) U prop_2
6866,"If (prop_1) is always true, then (prop_2) should be equivalent to (prop_3) .",G prop_1 -> (prop_2 <-> prop_3),G(prop_1) -> G(prop_2 <-> prop_3)
6870,(prop_2) until (prop_1). Then (prop_3).,(prop_2 U prop_1) -> prop_3,(prop_2 U prop_1) & F(prop_3)
6872,"If ( prop_3 ) leads to ( prop_4 ), or if ( prop_1 ) is equivalent to ( prop_2 ).",(prop_3 -> prop_4) | (prop_1 <-> prop_2),(G(prop_3 -> F prop_4)) | (G(prop_1 <-> prop_2))
6873,always ( prop_1 ) or always ( prop_2 ),G(prop_1 | G prop_2),G(prop_1) | G(prop_2)
6876,"Globally , when ( prop_4 ) or ( prop_3 ) then ( prop_1 ) and then this scenario ought to remain until there exists a time in the future , at which eventually ( prop_2 ) .",G((prop_3 | prop_4) -> (prop_1 U prop_2)),G((prop_4 | prop_3) -> (prop_1 U F prop_2))
6877,"If (prop_1) and (prop_2) occur, then make sure (prop_3) happens next, and vice versa .",(prop_1 & prop_2) <-> F prop_3,G((prop_1 & prop_2) <-> X prop_3)
