source;APs;original NL;original LTL;Spot LTL;lifted_LTL
warehouse.jsonl;"['""pickup(keyboard)""', '""search(bird)""', '""search(giraffe)""']";If every search the bird is eventually followed by search the giraffe, then pickup the keyboard must occur infinitely often.;"G ( ""search(bird)"" -> F ""search(giraffe)"" ) -> G F ""pickup(keyboard)""";"G(""search(bird)"" -> F""search(giraffe)"") -> GF""pickup(keyboard)""";G(ap_1 -> Fap_2) -> GFap_0
warehouse.jsonl;['get_help'];Get help should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""get_help"" & X ""get_help"" ) )";!G!(get_help & Xget_help);!G!(ap_0 & Xap_0)
warehouse.jsonl;"['get_help', '""search(dining_table)""']";In this task, search the dining_table, then get_help.;"( ""search(dining_table)"" U ""get_help"" )";"""search(dining_table)"" U get_help";ap_1 U ap_0
warehouse.jsonl;"['get_help', 'idle', '""deliver(keyboard,loading_dock)""']";If deliver the keyboard to the loading_dock holds, then in the next step get_help persists until remaining still holds, or else get_help holds forever.;"""deliver(keyboard,loading_dock)"" -> X ( ( ""get_help"" U ""idle"" ) | G ""get_help"" )";"""deliver(keyboard,loading_dock)"" -> X((get_help U idle) | Gget_help)";ap_2 -> X((ap_0 U ap_1) | Gap_0)
warehouse.jsonl;"['""search(bird)""', '""deliver(apple,loading_dock)""']";Either deliver the apple to the loading_dock or search the bird happens infinitely often.;"G F ""deliver(apple,loading_dock)"" | G F ""search(bird)""";"GF""deliver(apple,loading_dock)"" | GF""search(bird)""";GFap_1 | GFap_0
warehouse.jsonl;"['""search(laptop)""']";From some point onwards, search the laptop never occurs again.;"F G ! ""search(laptop)""";"FG!""search(laptop)""";FG!ap_0
warehouse.jsonl;"['""search(baseball_bat)""', '""pickup(aeroplane)""']";Both pickup the aeroplane and search the baseball_bat hold at every step.;"G ( ""pickup(aeroplane)"" & ""search(baseball_bat)"" )";"G(""pickup(aeroplane)"" & ""search(baseball_bat)"")";G(ap_1 & ap_0)
warehouse.jsonl;"['""search(bed)""', '""pickup(carrot)""', '""deliver(bicycle,shelf)""']";Whenever neither pickup the carrot nor deliver the bicycle to the shelf holds, search the bed eventually holds.;"G ( ! ( ""pickup(carrot)"" & ""deliver(bicycle,shelf)"" ) -> F ""search(bed)"" )";"G(!(""deliver(bicycle,shelf)"" & ""pickup(carrot)"") -> F""search(bed)"")";G(!(ap_2 & ap_1) -> Fap_0)
warehouse.jsonl;"['""deliver(cow,loading_dock)""', '""pickup(book)""']";Drop off the cow to the loading_dock and pickup the book will each happen at some point.;"F ""deliver(cow,loading_dock)"" & F ""pickup(book)""";"F""deliver(cow,loading_dock)"" & F""pickup(book)""";Fap_0 & Fap_1
warehouse.jsonl;"['""pickup(keyboard)""', '""pickup(cup)""', '""search(sofa)""']";Whenever neither pickup the keyboard nor search the sofa holds, pickup the cup eventually holds.;"G ( ! ( ""pickup(keyboard)"" & ""search(sofa)"" ) -> F ""pickup(cup)"" )";"G(!(""pickup(keyboard)"" & ""search(sofa)"") -> F""pickup(cup)"")";G(!(ap_0 & ap_2) -> Fap_1)
warehouse.jsonl;"['get_help', '""search(oven)""', '""deliver(microwave,loading_dock)""']";If get_help holds, then in the next step deliver the microwave to the loading_dock persists until searching the oven holds, or else deliver the microwave to the loading_dock holds forever.;"""get_help"" -> X ( ( ""deliver(microwave,loading_dock)"" U ""search(oven)"" ) | G ""deliver(microwave,loading_dock)"" )";"get_help -> X((""deliver(microwave,loading_dock)"" U ""search(oven)"") | G""deliver(microwave,loading_dock)"")";ap_0 -> X((ap_2 U ap_1) | Gap_2)
warehouse.jsonl;"['""pickup(pizza)""', '""search(mouse)""']";You must Eventually, both search the mouse and pickup the pizza hold simultaneously.;"F ( ""search(mouse)"" & ""pickup(pizza)"" )";"F(""pickup(pizza)"" & ""search(mouse)"")";F(ap_0 & ap_1)
warehouse.jsonl;['get_help', 'idle'];Globally, it is not the case that both idle and get_help hold simultaneously.;"G ( ! ( ""idle"" & ""get_help"" ) )";G!(get_help & idle);G!(ap_0 & ap_1)
warehouse.jsonl;"['""pickup(snowboard)""', '""deliver(cup,loading_dock)""']";Once pickup the snowboard has occurred, deliver the cup to the loading_dock will never occur again.;"G ( ""pickup(snowboard)"" -> X G ! ""deliver(cup,loading_dock)"" )";"G(""pickup(snowboard)"" -> XG!""deliver(cup,loading_dock)"")";G(ap_0 -> XG!ap_1)
warehouse.jsonl;"['""pickup(cow)""', '""search(sink)""']";Either search the sink or pickup the cow happens infinitely often.;"G F ""search(sink)"" | G F ""pickup(cow)""";"GF""search(sink)"" | GF""pickup(cow)""";GFap_1 | GFap_0
warehouse.jsonl;"['idle', '""deliver(dining_table,loading_dock)""']";Whenever deliver the dining_table to the loading_dock holds, eventually idle will hold.;"G ( ""deliver(dining_table,loading_dock)"" -> F ""idle"" )";"G(""deliver(dining_table,loading_dock)"" -> Fidle)";G(ap_1 -> Fap_0)
warehouse.jsonl;"['""search(bed)""', '""search(sheep)""']";Every search the sheep is directly followed by looking for the bed in the next step.;"G ( ""search(sheep)"" -> X ""search(bed)"" )";"G(""search(sheep)"" -> X""search(bed)"")";G(ap_1 -> Xap_0)
warehouse.jsonl;"['get_help', 'idle', '""deliver(hair-drier,shelf)""']";Whenever idle and get_help are equal, get_help and deliver the hair-drier to the shelf are equal as well.;"G ( ( ""idle"" <-> ""get_help"" ) -> ( ""get_help"" <-> ""deliver(hair-drier,shelf)"" ) )";"G((get_help <-> idle) -> (""deliver(hair-drier,shelf)"" <-> get_help))";G((ap_0 <-> ap_1) -> (ap_2 <-> ap_0))
warehouse.jsonl;"['""search(train)""', '""search(toothbrush)""', '""pickup(cow)""']";If search the train holds and search the toothbrush holds next, then pickup the cow holds in the step after that.;"G ( ""search(train)"" & X ""search(toothbrush)"" -> X X ""pickup(cow)"" )";"G((""search(train)"" & X""search(toothbrush)"") -> XX""pickup(cow)"")";G((ap_0 & Xap_1) -> XXap_2)
warehouse.jsonl;"['idle', '""search(toothbrush)""']";This controller must always have either idle or search the toothbrush.;"G ( ""idle"" | ""search(toothbrush)"" )";"G(idle | ""search(toothbrush)"")";G(ap_0 | ap_1)
warehouse.jsonl;"['""deliver(refrigerator,loading_dock)""', '""search(microwave)""']";Search for the microwave and deliver the refrigerator to the loading_dock never coincide, yet one of them is always true.;"G ( ! ( ""search(microwave)"" & ""deliver(refrigerator,loading_dock)"" ) ) & G ( ""search(microwave)"" | ""deliver(refrigerator,loading_dock)"" )";"G!(""deliver(refrigerator,loading_dock)"" & ""search(microwave)"") & G(""deliver(refrigerator,loading_dock)"" | ""search(microwave)"")";G!(ap_0 & ap_1) & G(ap_0 | ap_1)
warehouse.jsonl;"['""search(aeroplane)""']";Locate the aeroplane should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""search(aeroplane)"" & X ""search(aeroplane)"" ) )";"!G!(""search(aeroplane)"" & X""search(aeroplane)"")";!G!(ap_0 & Xap_0)
warehouse.jsonl;"['get_help', '""pickup(train)""']";Retrieve the train and get_help are mutually exclusive at all times.;"G ! ( ""pickup(train)"" & ""get_help"" )";"G!(get_help & ""pickup(train)"")";G!(ap_0 & ap_1)
warehouse.jsonl;"['idle', '""search(snowboard)""']";Either idle happens infinitely often, or search the snowboard happens in the next step.;"G F ""idle"" | X ""search(snowboard)""";"GFidle | X""search(snowboard)""";GFap_0 | Xap_1
warehouse.jsonl;['idle'];The robot must always avoid idleing.;"G ( ! ""idle"" )";G!idle;G!ap_0
warehouse.jsonl;"['""search(baseball_bat)""', '""search(oven)""']";Find the oven must hold until searching the baseball_bat does, or else search the oven holds forever.;"( ""search(oven)"" U ""search(baseball_bat)"" ) | G ""search(oven)""";"(""search(oven)"" U ""search(baseball_bat)"") | G""search(oven)""";(ap_1 U ap_0) | Gap_1
warehouse.jsonl;"['idle', '""pickup(scissors)""']";Either pickup the scissors happens infinitely often, or idle happens in the next step.;"G F ""pickup(scissors)"" | X ""idle""";"GF""pickup(scissors)"" | Xidle";GFap_1 | Xap_0
warehouse.jsonl;"['idle', '""pickup(tennis_racket)""', '""deliver(hot_dog,loading_dock)""']";Whenever idle and deliver the hot_dog to the loading_dock are equal, deliver the hot_dog to the loading_dock and pickup the tennis_racket are equal as well.;"G ( ( ""idle"" <-> ""deliver(hot_dog,loading_dock)"" ) -> ( ""deliver(hot_dog,loading_dock)"" <-> ""pickup(tennis_racket)"" ) )";"G((""deliver(hot_dog,loading_dock)"" <-> idle) -> (""deliver(hot_dog,loading_dock)"" <-> ""pickup(tennis_racket)""))";G((ap_2 <-> ap_0) -> (ap_2 <-> ap_1))
warehouse.jsonl;"['get_help', '""pickup(umbrella)""', '""deliver(bicycle,shelf)""']";Whenever neither pickup the umbrella nor get_help holds, deliver the bicycle to the shelf eventually holds.;"G ( ! ( ""pickup(umbrella)"" & ""get_help"" ) -> F ""deliver(bicycle,shelf)"" )";"G(!(get_help & ""pickup(umbrella)"") -> F""deliver(bicycle,shelf)"")";G(!(ap_0 & ap_1) -> Fap_2)
warehouse.jsonl;"['""search(carrot)""']";Search for the carrot should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""search(carrot)"" & X ""search(carrot)"" ) )";"!G!(""search(carrot)"" & X""search(carrot)"")";!G!(ap_0 & Xap_0)
warehouse.jsonl;"['idle', '""search(bowl)""']";Our agent must always maintain both search the bowl and idle.;"G ( ""search(bowl)"" & ""idle"" )";"G(idle & ""search(bowl)"")";G(ap_0 & ap_1)
warehouse.jsonl;['get_help'];Request assistance holds at all times.;"G ""get_help""";Gget_help;Gap_0
warehouse.jsonl;"['get_help', '""search(broccoli)""']";Whenever search the broccoli holds, eventually get_help will hold.;"G ( ""search(broccoli)"" -> F ""get_help"" )";"G(""search(broccoli)"" -> Fget_help)";G(ap_1 -> Fap_0)
warehouse.jsonl;"['""search(dog)""']";The system must always avoid search the dog.;"G ( ! ""search(dog)"" )";"G!""search(dog)""";G!ap_0
warehouse.jsonl;"['""pickup(traffic_light)""', '""deliver(tennis_racket,loading_dock)""', '""search(kite)""']";If every deliver the tennis_racket to the loading_dock is eventually followed by searching for the kite, then pickup the traffic_light must occur infinitely often.;"G ( ""deliver(tennis_racket,loading_dock)"" -> F ""search(kite)"" ) -> G F ""pickup(traffic_light)""";"G(""deliver(tennis_racket,loading_dock)"" -> F""search(kite)"") -> GF""pickup(traffic_light)""";G(ap_1 -> Fap_2) -> GFap_0
warehouse.jsonl;"['idle', '""search(bench)""', '""search(sports_ball)""']";If search the sports_ball holds, then in the next step search the bench persists until standing by holds, or else search the bench holds forever.;"""search(sports_ball)"" -> X ( ( ""search(bench)"" U ""idle"" ) | G ""search(bench)"" )";"""search(sports_ball)"" -> X((""search(bench)"" U idle) | G""search(bench)"")";ap_2 -> X((ap_1 U ap_0) | Gap_1)
warehouse.jsonl;"['get_help', '""search(cat)""', '""pickup(fork)""']";If search the cat holds, then in the next step pickup the fork persists until calling for help holds, or else pickup the fork holds forever.;"""search(cat)"" -> X ( ( ""pickup(fork)"" U ""get_help"" ) | G ""pickup(fork)"" )";"""search(cat)"" -> X((""pickup(fork)"" U get_help) | G""pickup(fork)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
warehouse.jsonl;"['""deliver(motorbike,shelf)""']";The system must eventually, avoid delivering the motorbike to the shelf.;"F ( ! ""deliver(motorbike,shelf)"" )";"F!""deliver(motorbike,shelf)""";F!ap_0
warehouse.jsonl;"['get_help', 'idle', '""pickup(book)""']";If get_help holds and pickup the book holds next, then idle holds in the step after that.;"G ( ""get_help"" & X ""pickup(book)"" -> X X ""idle"" )";"G((get_help & X""pickup(book)"") -> XXidle)";G((ap_0 & Xap_2) -> XXap_1)
warehouse.jsonl;"['idle', '""pickup(chair)""', '""search(keyboard)""']";If every idle is eventually followed by picking up the chair, then search the keyboard must occur infinitely often.;"G ( ""idle"" -> F ""pickup(chair)"" ) -> G F ""search(keyboard)""";"G(idle -> F""pickup(chair)"") -> GF""search(keyboard)""";G(ap_0 -> Fap_1) -> GFap_2
warehouse.jsonl;"['idle', '""deliver(tennis_racket,shelf)""']";Globally, it is not the case that both idle and deliver the tennis_racket to the shelf hold simultaneously.;"G ( ! ( ""idle"" & ""deliver(tennis_racket,shelf)"" ) )";"G!(""deliver(tennis_racket,shelf)"" & idle)";G!(ap_1 & ap_0)
warehouse.jsonl;"['""pickup(orange)""', '""search(dog)""', '""deliver(hair-drier,loading_dock)""']";Whenever neither pickup the orange nor deliver the hair-drier to the loading_dock holds, search the dog eventually holds.;"G ( ! ( ""pickup(orange)"" & ""deliver(hair-drier,loading_dock)"" ) -> F ""search(dog)"" )";"G(!(""deliver(hair-drier,loading_dock)"" & ""pickup(orange)"") -> F""search(dog)"")";G(!(ap_2 & ap_0) -> Fap_1)
warehouse.jsonl;"['get_help', '""deliver(car,loading_dock)""', '""search(banana)""']";If every search the banana is eventually followed by geting help, then deliver the car to the loading_dock must occur infinitely often.;"G ( ""search(banana)"" -> F ""get_help"" ) -> G F ""deliver(car,loading_dock)""";"G(""search(banana)"" -> Fget_help) -> GF""deliver(car,loading_dock)""";G(ap_2 -> Fap_0) -> GFap_1
warehouse.jsonl;"['""pickup(backpack)""', '""pickup(toaster)""', '""search(microwave)""']";Whenever neither pickup the backpack nor search the microwave holds, pickup the toaster eventually holds.;"G ( ! ( ""pickup(backpack)"" & ""search(microwave)"" ) -> F ""pickup(toaster)"" )";"G(!(""pickup(backpack)"" & ""search(microwave)"") -> F""pickup(toaster)"")";G(!(ap_0 & ap_2) -> Fap_1)
warehouse.jsonl;"['""search(skateboard)""']";From some point onwards, search the skateboard never occurs again.;"F G ! ""search(skateboard)""";"FG!""search(skateboard)""";FG!ap_0
warehouse.jsonl;"['idle', '""search(chair)""', '""deliver(bicycle,shelf)""']";Whenever neither deliver the bicycle to the shelf nor idle holds, search the chair eventually holds.;"G ( ! ( ""deliver(bicycle,shelf)"" & ""idle"" ) -> F ""search(chair)"" )";"G(!(""deliver(bicycle,shelf)"" & idle) -> F""search(chair)"")";G(!(ap_2 & ap_0) -> Fap_1)
warehouse.jsonl;"['""deliver(cell_phone,shelf)""']";This controller must eventually, avoid delivering the cell_phone to the shelf.;"F ( ! ""deliver(cell_phone,shelf)"" )";"F!""deliver(cell_phone,shelf)""";F!ap_0
warehouse.jsonl;"['get_help', '""search(bed)""']";Request assistance can only happen after looking for the bed.;"! ""get_help"" U ""search(bed)""";"!get_help U ""search(bed)""";!ap_0 U ap_1
warehouse.jsonl;"['get_help', '""search(tie)""', '""pickup(bicycle)""']";Whenever neither pickup the bicycle nor search the tie holds, get_help eventually holds.;"G ( ! ( ""pickup(bicycle)"" & ""search(tie)"" ) -> F ""get_help"" )";"G(!(""pickup(bicycle)"" & ""search(tie)"") -> Fget_help)";G(!(ap_2 & ap_1) -> Fap_0)
warehouse.jsonl;"['""search(spoon)""', '""deliver(wine_glass,shelf)""']";At every step, search the spoon equals the value of deliver the wine_glass to the shelf in the next step.;"G ( ""search(spoon)"" <-> X ""deliver(wine_glass,shelf)"" )";"G(""search(spoon)"" <-> X""deliver(wine_glass,shelf)"")";G(ap_0 <-> Xap_1)
warehouse.jsonl;"['""deliver(suitcase,loading_dock)""', '""deliver(frisbee,loading_dock)""']";This controller must eventually deliver the suitcase to the loading_dock or deliver the frisbee to the loading_dock.;"F ( ""deliver(suitcase,loading_dock)"" | ""deliver(frisbee,loading_dock)"" )";"F(""deliver(frisbee,loading_dock)"" | ""deliver(suitcase,loading_dock)"")";F(ap_1 | ap_0)
warehouse.jsonl;"['""pickup(donut)""', '""deliver(bird,shelf)""', '""search(fire_hydrant)""']";Whenever neither search the fire_hydrant nor deliver the bird to the shelf holds, pickup the donut eventually holds.;"G ( ! ( ""search(fire_hydrant)"" & ""deliver(bird,shelf)"" ) -> F ""pickup(donut)"" )";"G(!(""deliver(bird,shelf)"" & ""search(fire_hydrant)"") -> F""pickup(donut)"")";G(!(ap_1 & ap_2) -> Fap_0)
warehouse.jsonl;"['""search(frisbee)""', '""pickup(toaster)""', '""deliver(truck,shelf)""']";Whenever neither deliver the truck to the shelf nor pickup the toaster holds, search the frisbee eventually holds.;"G ( ! ( ""deliver(truck,shelf)"" & ""pickup(toaster)"" ) -> F ""search(frisbee)"" )";"G(!(""deliver(truck,shelf)"" & ""pickup(toaster)"") -> F""search(frisbee)"")";G(!(ap_2 & ap_1) -> Fap_0)
warehouse.jsonl;"['""deliver(potted_plant,shelf)""']";Hand over the potted_plant to the shelf holds at all times.;"G ""deliver(potted_plant,shelf)""";"G""deliver(potted_plant,shelf)""";Gap_0
warehouse.jsonl;"['get_help', 'idle', '""search(stop_sign)""']";Whenever neither get_help nor search the stop_signing holds, idle eventually holds.;"G ( ! ( ""get_help"" & ""search(stop_sign)"" ) -> F ""idle"" )";"G(!(get_help & ""search(stop_sign)"") -> Fidle)";G(!(ap_0 & ap_2) -> Fap_1)
warehouse.jsonl;"['""pickup(cup)""', '""search(sink)""']";If search the sink happens infinitely often, then so does pickup the cup.;"G F ""search(sink)"" -> G F ""pickup(cup)""";"GF""search(sink)"" -> GF""pickup(cup)""";GFap_1 -> GFap_0
warehouse.jsonl;"['idle', '""pickup(umbrella)""']";Remain still can only happen after pickup the umbrella.;"! ""idle"" U ""pickup(umbrella)""";"!idle U ""pickup(umbrella)""";!ap_0 U ap_1
warehouse.jsonl;"['get_help', '""pickup(sofa)""', '""search(horse)""']";Whenever get_help and pickup the sofa are equal, pickup the sofa and search the horse are equal as well.;"G ( ( ""get_help"" <-> ""pickup(sofa)"" ) -> ( ""pickup(sofa)"" <-> ""search(horse)"" ) )";"G((get_help <-> ""pickup(sofa)"") -> (""pickup(sofa)"" <-> ""search(horse)""))";G((ap_0 <-> ap_1) -> (ap_1 <-> ap_2))
warehouse.jsonl;"['get_help', 'idle', '""search(laptop)""']";If get_help holds and idle holds next, then search the laptop holds in the step after that.;"G ( ""get_help"" & X ""idle"" -> X X ""search(laptop)"" )";"G((get_help & Xidle) -> XX""search(laptop)"")";G((ap_0 & Xap_1) -> XXap_2)
warehouse.jsonl;"['""deliver(knife,shelf)""', '""deliver(toaster,loading_dock)""']";When deliver the knife to the shelf happens, deliver the toaster to the loading_dock must hold now or in the next step.;"G ( ""deliver(knife,shelf)"" -> ( ""deliver(toaster,loading_dock)"" | X ""deliver(toaster,loading_dock)"" ) )";"G(""deliver(knife,shelf)"" -> (""deliver(toaster,loading_dock)"" | X""deliver(toaster,loading_dock)""))";G(ap_0 -> (ap_1 | Xap_1))
warehouse.jsonl;"['get_help', '""pickup(kite)""']";Whenever get_help holds, pickup the kite holds exactly three steps later.;"G ( ""get_help"" -> X ( X ( X ""pickup(kite)"" ) ) )";"G(get_help -> XXX""pickup(kite)"")";G(ap_0 -> XXXap_1)
warehouse.jsonl;"['idle', '""deliver(aeroplane,shelf)""']";Wait and deliver the aeroplane to the shelf never coincide, yet one of them is always true.;"G ( ! ( ""idle"" & ""deliver(aeroplane,shelf)"" ) ) & G ( ""idle"" | ""deliver(aeroplane,shelf)"" )";"G!(""deliver(aeroplane,shelf)"" & idle) & G(""deliver(aeroplane,shelf)"" | idle)";G!(ap_1 & ap_0) & G(ap_1 | ap_0)
warehouse.jsonl;"['""pickup(oven)""', '""search(knife)""']";If search the knife happens infinitely often, then so does pickup the oven.;"G F ""search(knife)"" -> G F ""pickup(oven)""";"GF""search(knife)"" -> GF""pickup(oven)""";GFap_1 -> GFap_0
warehouse.jsonl;['get_help'];From some point onwards, get_help never occurs again.;"F G ! ""get_help""";FG!get_help;FG!ap_0
warehouse.jsonl;"['""deliver(bird,loading_dock)""', '""pickup(carrot)""', '""pickup(remote)""']";Whenever deliver the bird to the loading_dock and pickup the carrot are equal, pickup the carrot and pickup the remote are equal as well.;"G ( ( ""deliver(bird,loading_dock)"" <-> ""pickup(carrot)"" ) -> ( ""pickup(carrot)"" <-> ""pickup(remote)"" ) )";"G((""deliver(bird,loading_dock)"" <-> ""pickup(carrot)"") -> (""pickup(carrot)"" <-> ""pickup(remote)""))";G((ap_0 <-> ap_1) -> (ap_1 <-> ap_2))
warehouse.jsonl;"['idle', '""pickup(donut)""']";Whenever pickup the donut holds, from the next step onwards idle will eventually hold.;"G ( ""pickup(donut)"" -> X F ""idle"" )";"G(""pickup(donut)"" -> XFidle)";G(ap_1 -> XFap_0)
warehouse.jsonl;"['""pickup(sandwich)""']";The system must eventually, avoid pickuping the sandwich.;"F ( ! ""pickup(sandwich)"" )";"F!""pickup(sandwich)""";F!ap_0
warehouse.jsonl;"['get_help', '""pickup(bear)""', '""search(truck)""']";If pickup the bear holds, then in the next step get_help persists until searching for the truck holds, or else get_help holds forever.;"""pickup(bear)"" -> X ( ( ""get_help"" U ""search(truck)"" ) | G ""get_help"" )";"""pickup(bear)"" -> X((get_help U ""search(truck)"") | Gget_help)";ap_1 -> X((ap_0 U ap_2) | Gap_0)
warehouse.jsonl;"['get_help', 'idle', '""deliver(dog,loading_dock)""']";Whenever neither idle nor get_help holds, deliver the dog to the loading_dock eventually holds.;"G ( ! ( ""idle"" & ""get_help"" ) -> F ""deliver(dog,loading_dock)"" )";"G(!(get_help & idle) -> F""deliver(dog,loading_dock)"")";G(!(ap_0 & ap_1) -> Fap_2)
warehouse.jsonl;"['""deliver(microwave,shelf)""', '""deliver(bottle,loading_dock)""', '""search(book)""']";Whenever neither search the book nor deliver the microwave to the shelf holds, deliver the bottle to the loading_dock eventually holds.;"G ( ! ( ""search(book)"" & ""deliver(microwave,shelf)"" ) -> F ""deliver(bottle,loading_dock)"" )";"G(!(""deliver(microwave,shelf)"" & ""search(book)"") -> F""deliver(bottle,loading_dock)"")";G(!(ap_0 & ap_2) -> Fap_1)
warehouse.jsonl;"['get_help', '""pickup(microwave)""', '""search(wine_glass)""']";If pickup the microwave holds and get_help holds next, then search the wine_glass holds in the step after that.;"G ( ""pickup(microwave)"" & X ""get_help"" -> X X ""search(wine_glass)"" )";"G((""pickup(microwave)"" & Xget_help) -> XX""search(wine_glass)"")";G((ap_1 & Xap_0) -> XXap_2)
warehouse.jsonl;"['get_help', '""deliver(donut,loading_dock)""']";If get_help ever holds, deliver the donut to the loading_dock must have held beforehand.;"( F ""get_help"" ) -> ( ! ""get_help"" U ( ""deliver(donut,loading_dock)"" & ! ""get_help"" ) )";"Fget_help -> (!get_help U (""deliver(donut,loading_dock)"" & !get_help))";Fap_0 -> (!ap_0 U (ap_1 & !ap_0))
warehouse.jsonl;"['idle', '""pickup(apple)""', '""pickup(dog)""']";If every pickup the apple is eventually followed by idleing, then pickup the dog must occur infinitely often.;"G ( ""pickup(apple)"" -> F ""idle"" ) -> G F ""pickup(dog)""";"G(""pickup(apple)"" -> Fidle) -> GF""pickup(dog)""";G(ap_1 -> Fap_0) -> GFap_2
warehouse.jsonl;"['get_help', 'idle', '""deliver(mouse,loading_dock)""']";Whenever idle and deliver the mouse to the loading_dock are equal, deliver the mouse to the loading_dock and get_help are equal as well.;"G ( ( ""idle"" <-> ""deliver(mouse,loading_dock)"" ) -> ( ""deliver(mouse,loading_dock)"" <-> ""get_help"" ) )";"G((""deliver(mouse,loading_dock)"" <-> idle) -> (""deliver(mouse,loading_dock)"" <-> get_help))";G((ap_2 <-> ap_1) -> (ap_2 <-> ap_0))
warehouse.jsonl;"['idle', '""deliver(surfboard,shelf)""']";Hand over the surfboard to the shelf and idle never coincide, yet one of them is always true.;"G ( ! ( ""deliver(surfboard,shelf)"" & ""idle"" ) ) & G ( ""deliver(surfboard,shelf)"" | ""idle"" )";"G!(""deliver(surfboard,shelf)"" & idle) & G(""deliver(surfboard,shelf)"" | idle)";G!(ap_1 & ap_0) & G(ap_1 | ap_0)
warehouse.jsonl;"['idle', '""pickup(spoon)""']";The system must always have either pickup the spoon or idle.;"G ( ""pickup(spoon)"" | ""idle"" )";"G(idle | ""pickup(spoon)"")";G(ap_0 | ap_1)
warehouse.jsonl;['get_help'];The system must always avoid requesting assistance.;"G ( ! ""get_help"" )";G!get_help;G!ap_0
warehouse.jsonl;"['get_help', '""search(bench)""']";Locate the bench and get_help never coincide, yet one of them is always true.;"G ( ! ( ""search(bench)"" & ""get_help"" ) ) & G ( ""search(bench)"" | ""get_help"" )";"G!(get_help & ""search(bench)"") & G(get_help | ""search(bench)"")";G!(ap_0 & ap_1) & G(ap_0 | ap_1)
warehouse.jsonl;"['get_help', '""deliver(remote,shelf)""', '""search(person)""']";Whenever neither deliver the remote to the shelf nor get_help holds, search the person eventually holds.;"G ( ! ( ""deliver(remote,shelf)"" & ""get_help"" ) -> F ""search(person)"" )";"G(!(""deliver(remote,shelf)"" & get_help) -> F""search(person)"")";G(!(ap_1 & ap_0) -> Fap_2)
warehouse.jsonl;"['""search(cake)""']";The system must always avoid search the cake.;"G ( ! ""search(cake)"" )";"G!""search(cake)""";G!ap_0
warehouse.jsonl;['idle'];Wait should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""idle"" & X ""idle"" ) )";!G!(idle & Xidle);!G!(ap_0 & Xap_0)
warehouse.jsonl;"['idle', '""deliver(carrot,loading_dock)""', '""search(cat)""']";Whenever deliver the carrot to the loading_dock and search the cat are equal, search the cat and idle are equal as well.;"G ( ( ""deliver(carrot,loading_dock)"" <-> ""search(cat)"" ) -> ( ""search(cat)"" <-> ""idle"" ) )";"G((""deliver(carrot,loading_dock)"" <-> ""search(cat)"") -> (idle <-> ""search(cat)""))";G((ap_1 <-> ap_2) -> (ap_0 <-> ap_2))
warehouse.jsonl;['get_help', 'idle'];Request assistance and idle will each happen at some point.;"F ""get_help"" & F ""idle""";Fget_help & Fidle;Fap_0 & Fap_1
warehouse.jsonl;"['""deliver(sports_ball,shelf)""']";Drop off the sports_ball to the shelf holds at all times.;"G ""deliver(sports_ball,shelf)""";"G""deliver(sports_ball,shelf)""";Gap_0
warehouse.jsonl;"['get_help', '""pickup(bird)""']";Once get_help has occurred, pickup the bird will never occur again.;"G ( ""get_help"" -> X G ! ""pickup(bird)"" )";"G(get_help -> XG!""pickup(bird)"")";G(ap_0 -> XG!ap_1)
warehouse.jsonl;"['idle', '""pickup(hot_dog)""', '""pickup(skateboard)""']";If idle holds and pickup the hot_dog holds next, then pickup the skateboard holds in the step after that.;"G ( ""idle"" & X ""pickup(hot_dog)"" -> X X ""pickup(skateboard)"" )";"G((idle & X""pickup(hot_dog)"") -> XX""pickup(skateboard)"")";G((ap_0 & Xap_1) -> XXap_2)
warehouse.jsonl;"['get_help', '""pickup(fire_hydrant)""', '""pickup(suitcase)""']";Whenever get_help and pickup the fire_hydrant are equal, pickup the fire_hydrant and pickup the suitcase are equal as well.;"G ( ( ""get_help"" <-> ""pickup(fire_hydrant)"" ) -> ( ""pickup(fire_hydrant)"" <-> ""pickup(suitcase)"" ) )";"G((get_help <-> ""pickup(fire_hydrant)"") -> (""pickup(fire_hydrant)"" <-> ""pickup(suitcase)""))";G((ap_0 <-> ap_1) -> (ap_1 <-> ap_2))
warehouse.jsonl;"['""deliver(remote,shelf)""', '""search(fire_hydrant)""', '""deliver(carrot,shelf)""']";If deliver the carrot to the shelf holds, then in the next step search the fire_hydrant persists until handing over the remote to the shelf holds, or else search the fire_hydrant holds forever.;"""deliver(carrot,shelf)"" -> X ( ( ""search(fire_hydrant)"" U ""deliver(remote,shelf)"" ) | G ""search(fire_hydrant)"" )";"""deliver(carrot,shelf)"" -> X((""search(fire_hydrant)"" U ""deliver(remote,shelf)"") | G""search(fire_hydrant)"")";ap_2 -> X((ap_1 U ap_0) | Gap_1)
