source;APs;original NL;original LTL;Spot LTL;lifted_LTL
navi.jsonl;"['""let_go(apple)""', '""hold_on_to(pear)""']";hold_on_to pear and never let_go apple;"""hold_on_to(pear)"" & G ( ! ( ""let_go(apple)"" ) )";"""hold_on_to(pear)"" & G!""let_go(apple)""";ap_1 & G!ap_0
navi.jsonl;"['""drop(apple)""', '""venture_towards(house)""']";never drop apple or venture_towards house;"G ( ! ( ""drop(apple)"" ) ) | ""venture_towards(house)""";"""venture_towards(house)"" | G!""drop(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""put_in(apple_bucket)""', '""go_by(house)""']";put_in apple bucket and at some time go_by house;"""put_in(apple_bucket)"" & F ( ""go_by(house)"" )";"""put_in(apple_bucket)"" & F""go_by(house)""";ap_0 & Fap_1
navi.jsonl;"['""hold(apple)""', '""touch(tree)""']";at any time touch tree or hold apple;"F ( ""touch(tree)"" ) | ""hold(apple)""";"""hold(apple)"" | F""touch(tree)""";ap_0 | Fap_1
navi.jsonl;"['""go_to(apple_trashcan)""', '""start_going_to(house)""']";when possible start_going_to house and repeatedly go_to apple trashcan;"F ( ""start_going_to(house)"" ) & G ( F ( ""go_to(apple_trashcan)"" ) )";"F""start_going_to(house)"" & GF""go_to(apple_trashcan)""";Fap_1 & GFap_0
navi.jsonl;"['""put_in(bucket)""', '""get_close(tree)""']";when possible get_close tree or put_in bucket;"F ( ""get_close(tree)"" ) | ""put_in(bucket)""";"""put_in(bucket)"" | F""get_close(tree)""";ap_0 | Fap_1
navi.jsonl;"['""withhold(apple)""', '""present_at(flag)""']";at some time present_at flag or whenever withhold apple;"F ( ""present_at(flag)"" ) | F ( ""withhold(apple)"" )";"F""present_at(flag)"" | F""withhold(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""take(orange)""', '""let_go(orange)""']";take orange or never let_go orange;"""take(orange)"" | G ( ! ( ""let_go(orange)"" ) )";"""take(orange)"" | G!""let_go(orange)""";ap_0 | G!ap_1
navi.jsonl;"['""take(orange)""', '""take_to(trash_can)""']";when take_to trash can , take orange;"""take_to(trash_can)"" -> ""take(orange)""";"""take_to(trash_can)"" -> ""take(orange)""";ap_1 -> ap_0
navi.jsonl;"['""grab(flag)""', '""move_near(tree)""']";at any time grab flag or whenever move_near tree;"F ( ""grab(flag)"" ) | F ( ""move_near(tree)"" )";"F""grab(flag)"" | F""move_near(tree)""";Fap_0 | Fap_1
navi.jsonl;"['""get_to(flag)""', '""stop_by(house)""']";when possible stop_by house until whenever get_to flag;"F ( ""stop_by(house)"" ) U F ( ""get_to(flag)"" )";"F""stop_by(house)"" U F""get_to(flag)""";Fap_1 U Fap_0
navi.jsonl;"['""drop(apple)""', '""capture(orange)""']";capture orange and never drop apple;"""capture(orange)"" & G ( ! ( ""drop(apple)"" ) )";"""capture(orange)"" & G!""drop(apple)""";ap_1 & G!ap_0
navi.jsonl;"['""let_go(apple)""', '""contact(house)""']";at any time contact house or never let_go apple;"F ( ""contact(house)"" ) | G ( ! ( ""let_go(apple)"" ) )";"F""contact(house)"" | G!""let_go(apple)""";Fap_1 | G!ap_0
navi.jsonl;"['""gather(apple)""', '""move_past(trash_can)""']";gather apple until when possible move_past trash can;"""gather(apple)"" U F ( ""move_past(trash_can)"" )";"""gather(apple)"" U F""move_past(trash_can)""";ap_0 U Fap_1
navi.jsonl;"['""take_to(trashcan)""', '""snatch_up(pear)""']";take_to trashcan and snatch_up pear;"""take_to(trashcan)"" & ""snatch_up(pear)""";"""snatch_up(pear)"" & ""take_to(trashcan)""";ap_1 & ap_0
navi.jsonl;"['""go_by(waste_bin)""', '""withhold(apple)""']";go_by waste bin or at any time withhold apple;"""go_by(waste_bin)"" | F ( ""withhold(apple)"" )";"""go_by(waste_bin)"" | F""withhold(apple)""";ap_0 | Fap_1
navi.jsonl;"['""drop(pear)""', '""go_to(transh_can)""']";drop pear or whenever go_to transh can;"""drop(pear)"" | F ( ""go_to(transh_can)"" )";"""drop(pear)"" | F""go_to(transh_can)""";ap_0 | Fap_1
navi.jsonl;"['""procure(apple)""', '""steal(apple)""']";when possible steal apple or procure apple;"F ( ""steal(apple)"" ) | ""procure(apple)""";"""procure(apple)"" | F""steal(apple)""";ap_0 | Fap_1
navi.jsonl;"['""get_near(flag)""', '""come_to(tree)""']";at any time get_near flag and come_to tree;"F ( ""get_near(flag)"" ) & ""come_to(tree)""";"""come_to(tree)"" & F""get_near(flag)""";ap_1 & Fap_0
navi.jsonl;"['""visit(tree)""', '""go_to(trash_receptacle)""']";at some time go_to trash receptacle or visit tree;"F ( ""go_to(trash_receptacle)"" ) | ""visit(tree)""";"""visit(tree)"" | F""go_to(trash_receptacle)""";ap_0 | Fap_1
navi.jsonl;"['""going_to(house)""', '""move_to(tree)""']";move_to tree and whenever going_to house;"""move_to(tree)"" & F ( ""going_to(house)"" )";"""move_to(tree)"" & F""going_to(house)""";ap_1 & Fap_0
navi.jsonl;"['""procure(apple)""', '""go_visit(house)""']";procure apple until whenever go_visit house;"""procure(apple)"" U F ( ""go_visit(house)"" )";"""procure(apple)"" U F""go_visit(house)""";ap_0 U Fap_1
navi.jsonl;"['""grasp(orange)""', '""visit(house)""']";at any time visit house or grasp orange;"F ( ""visit(house)"" ) | ""grasp(orange)""";"""grasp(orange)"" | F""visit(house)""";ap_0 | Fap_1
navi.jsonl;"['""drop(pear)""', '""put_in(bin)""']";never drop pear and put_in bin;"G ( ! ( ""drop(pear)"" ) ) & ""put_in(bin)""";"""put_in(bin)"" & G!""drop(pear)""";ap_1 & G!ap_0
navi.jsonl;"['""touch(tree)""', '""let_go(orange)""']";never let_go orange and when possible touch tree;"G ( ! ( ""let_go(orange)"" ) ) & F ( ""touch(tree)"" )";"G!""let_go(orange)"" & F""touch(tree)""";G!ap_1 & Fap_0
navi.jsonl;"['""venture_towards(house)""', '""secure(apple)""']";venture_towards house until secure apple;"""venture_towards(house)"" U ""secure(apple)""";"""venture_towards(house)"" U ""secure(apple)""";ap_0 U ap_1
navi.jsonl;"['""drop(orange)""', '""start_going_to(tree)""']";drop orange until whenever start_going_to tree;"""drop(orange)"" U F ( ""start_going_to(tree)"" )";"""drop(orange)"" U F""start_going_to(tree)""";ap_0 U Fap_1
navi.jsonl;"['""venture_to(trash_can)""', '""grab(pear)""']";if venture_to trash can , at some time grab pear;"""venture_to(trash_can)"" -> F ( ""grab(pear)"" )";"""venture_to(trash_can)"" -> F""grab(pear)""";ap_0 -> Fap_1
navi.jsonl;"['""venture_towards(house)""', '""venture_to(house)""']";at some time venture_to house or venture_towards house;"F ( ""venture_to(house)"" ) | ""venture_towards(house)""";"""venture_towards(house)"" | F""venture_to(house)""";ap_0 | Fap_1
navi.jsonl;"['""venture(flag)""', '""snag(orange)""']";at some time venture flag or at any time snag orange;"F ( ""venture(flag)"" ) | F ( ""snag(orange)"" )";"F""venture(flag)"" | F""snag(orange)""";Fap_0 | Fap_1
navi.jsonl;"['""let_go(pear)""', '""clutch(orange)""']";at any time clutch orange means that don't let_go pear;"F ( ""clutch(orange)"" ) -> ! ( ""let_go(pear)"" )";"F""clutch(orange)"" -> !""let_go(pear)""";Fap_1 -> !ap_0
navi.jsonl;"['""go_to(home)""', '""make_contact(flag)""']";when possible go_to home or when possible make_contact flag;"F ( ""go_to(home)"" ) | F ( ""make_contact(flag)"" )";"F""go_to(home)"" | F""make_contact(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""travel_to(trash_can)""', '""tax(apple)""']";whenever tax apple or at any time travel_to trash can;"F ( ""tax(apple)"" ) | F ( ""travel_to(trash_can)"" )";"F""tax(apple)"" | F""travel_to(trash_can)""";Fap_1 | Fap_0
navi.jsonl;"['""go_to(pear)""', '""touch(flag)""']";if forever touch flag , repeatedly go_to pear;"G ( ""touch(flag)"" ) -> G ( F ( ""go_to(pear)"" ) )";"G""touch(flag)"" -> GF""go_to(pear)""";Gap_1 -> GFap_0
navi.jsonl;"['""spend_time_at(tree)""', '""go_to(orange_bin)""']";at any time spend_time_at tree or go_to orange bin;"F ( ""spend_time_at(tree)"" ) | ""go_to(orange_bin)""";"""go_to(orange_bin)"" | F""spend_time_at(tree)""";ap_1 | Fap_0
navi.jsonl;"['drop_by', '""visit(flag)""']";drop_by until whenever visit flag;"""drop_by"" U F ( ""visit(flag)"" )";"drop_by U F""visit(flag)""";ap_0 U Fap_1
navi.jsonl;"['""go_to(orange_bin)""', '""let_go(orange)""']";do not let_go orange and go_to orange bin;"! ( ""let_go(orange)"" ) & ""go_to(orange_bin)""";"""go_to(orange_bin)"" & !""let_go(orange)""";ap_0 & !ap_1
navi.jsonl;"['""get_hold(orange)""', '""travel_by(tree)""']";when possible travel_by tree or at some time get_hold orange;"F ( ""travel_by(tree)"" ) | F ( ""get_hold(orange)"" )";"F""travel_by(tree)"" | F""get_hold(orange)""";Fap_1 | Fap_0
navi.jsonl;"['""move_to(flag)""', '""haul(pear)""']";at any time haul pear and when possible move_to flag;"F ( ""haul(pear)"" ) & F ( ""move_to(flag)"" )";"F""haul(pear)"" & F""move_to(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""move_to(trash_can)""', '""grab(orange)""']";at any time grab orange means that move_to trash can;"F ( ""grab(orange)"" ) -> ""move_to(trash_can)""";"F""grab(orange)"" -> ""move_to(trash_can)""";Fap_1 -> ap_0
navi.jsonl;"['""move_to(trashcan)""', '""reach(house)""']";reach house or move_to trashcan;"""reach(house)"" | ""move_to(trashcan)""";"""move_to(trashcan)"" | ""reach(house)""";ap_0 | ap_1
navi.jsonl;"['""pick_up(anything)""', '""travel_to(flag)""']";don't pick_up anything means that at some time travel_to flag;"! ( F ( ""pick_up(anything)"" ) ) -> F ( ""travel_to(flag)"" )";"!F""pick_up(anything)"" -> F""travel_to(flag)""";!Fap_0 -> Fap_1
navi.jsonl;"['""go_to(apple_trashcan)""', '""grab_hold(pear)""']";grab_hold pear or repeatedly go_to apple trashcan;"""grab_hold(pear)"" | G ( F ( ""go_to(apple_trashcan)"" ) )";"""grab_hold(pear)"" | GF""go_to(apple_trashcan)""";ap_1 | GFap_0
navi.jsonl;"['""capture(pear)""', '""pass_by(trash_bin)""']";at any time capture pear and at some time pass_by trash bin;"F ( ""capture(pear)"" ) & F ( ""pass_by(trash_bin)"" )";"F""capture(pear)"" & F""pass_by(trash_bin)""";Fap_0 & Fap_1
navi.jsonl;"['""journey_to(flag)""', '""grasp(apple)""']";at some time grasp apple until at any time journey_to flag;"F ( ""grasp(apple)"" ) U F ( ""journey_to(flag)"" )";"F""grasp(apple)"" U F""journey_to(flag)""";Fap_1 U Fap_0
navi.jsonl;"['""go_to(tree)""', '""pick_up(anything)""']";whenever go_to tree and do not pick_up anything;"F ( ""go_to(tree)"" ) & ! ( F ( ""pick_up(anything)"" ) )";"F""go_to(tree)"" & !F""pick_up(anything)""";Fap_0 & !Fap_1
navi.jsonl;[];when at some time withhold apple , whenever withhold apple;"F ( ""withhold(apple)"" ) -> F ( ""withhold(apple)"" )";1;1
navi.jsonl;"['""move_to(trashcan)""', '""have_in(orange)""']";move_to trashcan and always have_in orange;"""move_to(trashcan)"" & G ( ""have_in(orange)"" )";"""move_to(trashcan)"" & G""have_in(orange)""";ap_0 & Gap_1
navi.jsonl;"['""reach(tree)""', '""walk_near(flag)""']";whenever walk_near flag or when possible reach tree;"F ( ""walk_near(flag)"" ) | F ( ""reach(tree)"" )";"F""walk_near(flag)"" | F""reach(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""procure(orange)""', '""haul(pear)""']";at any time haul pear or whenever procure orange;"F ( ""haul(pear)"" ) | F ( ""procure(orange)"" )";"F""haul(pear)"" | F""procure(orange)""";Fap_1 | Fap_0
navi.jsonl;"['""go_to(waste_basket)""', '""show_yourself_near(house)""']";at some time show_yourself_near house and repeatedly go_to waste basket;"F ( ""show_yourself_near(house)"" ) & G ( F ( ""go_to(waste_basket)"" ) )";"F""show_yourself_near(house)"" & GF""go_to(waste_basket)""";Fap_1 & GFap_0
navi.jsonl;"['""contact(house)""', '""acquire(pear)""']";at any time contact house and whenever acquire pear;"F ( ""contact(house)"" ) & F ( ""acquire(pear)"" )";"F""contact(house)"" & F""acquire(pear)""";Fap_0 & Fap_1
navi.jsonl;"['""go_to(orange)""', '""journey_to(flag)""']";whenever journey_to flag or go_to orange;"F ( ""journey_to(flag)"" ) | ""go_to(orange)""";"""go_to(orange)"" | F""journey_to(flag)""";ap_0 | Fap_1
navi.jsonl;"['""bring(pear)""', '""go_by(waste_bin)""']";go_by waste bin or when possible bring pear;"""go_by(waste_bin)"" | F ( ""bring(pear)"" )";"""go_by(waste_bin)"" | F""bring(pear)""";ap_1 | Fap_0
navi.jsonl;"['""acquire(orange)""', '""touch(house)""']";at some time touch house or acquire orange;"F ( ""touch(house)"" ) | ""acquire(orange)""";"""acquire(orange)"" | F""touch(house)""";ap_0 | Fap_1
navi.jsonl;"['""procure(pear)""', '""be_at(flag)""']";at some time be_at flag and when possible procure pear;"F ( ""be_at(flag)"" ) & F ( ""procure(pear)"" )";"F""be_at(flag)"" & F""procure(pear)""";Fap_1 & Fap_0
navi.jsonl;"['""go_near(pear)""', '""move_towards(trash_can)""']";at any time go_near pear or move_towards trash can;"F ( ""go_near(pear)"" ) | ""move_towards(trash_can)""";"""move_towards(trash_can)"" | F""go_near(pear)""";ap_1 | Fap_0
navi.jsonl;"['""obtain(orange)""', '""capture(pear)""']";whenever capture pear can infer that when possible obtain orange;"F ( ""capture(pear)"" ) -> F ( ""obtain(orange)"" )";"F""capture(pear)"" -> F""obtain(orange)""";Fap_1 -> Fap_0
navi.jsonl;"['""go_near(pear)""', '""be_at(flag)""']";whenever be_at flag or when possible go_near pear;"F ( ""be_at(flag)"" ) | F ( ""go_near(pear)"" )";"F""be_at(flag)"" | F""go_near(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""move_past(trash_can)""', '""get_close(tree)""']";when possible move_past trash can and whenever get_close tree;"F ( ""move_past(trash_can)"" ) & F ( ""get_close(tree)"" )";"F""move_past(trash_can)"" & F""get_close(tree)""";Fap_0 & Fap_1
navi.jsonl;"['""go_by(tree)""', '""get(pear)""']";at any time get pear or when possible go_by tree;"F ( ""get(pear)"" ) | F ( ""go_by(tree)"" )";"F""get(pear)"" | F""go_by(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""make_your_way(flag)""', '""shift_to(flag)""']";at any time shift_to flag or at any time make_your_way flag;"F ( ""shift_to(flag)"" ) | F ( ""make_your_way(flag)"" )";"F""shift_to(flag)"" | F""make_your_way(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""take_possession_of(bear)""', '""go_to(trash_can)""']";whenever take_possession_of bear until when possible go_to trash can;"F ( ""take_possession_of(bear)"" ) U F ( ""go_to(trash_can)"" )";"F""take_possession_of(bear)"" U F""go_to(trash_can)""";Fap_0 U Fap_1
navi.jsonl;"['""put_in(apple_bucket)""', '""proceed_to(house)""']";whenever proceed_to house until put_in apple bucket;"F ( ""proceed_to(house)"" ) U ""put_in(apple_bucket)""";"F""proceed_to(house)"" U ""put_in(apple_bucket)""";Fap_1 U ap_0
navi.jsonl;"['""reach(tree)""', '""hold_onto(orange)""']";always hold_onto orange or at any time reach tree;"G ( ""hold_onto(orange)"" ) | F ( ""reach(tree)"" )";"G""hold_onto(orange)"" | F""reach(tree)""";Gap_1 | Fap_0
navi.jsonl;"['""move_near(tree)""', '""keep(apple)""']";at any time move_near tree and keep apple;"F ( ""move_near(tree)"" ) & ""keep(apple)""";"""keep(apple)"" & F""move_near(tree)""";ap_1 & Fap_0
navi.jsonl;"['""have_possession_of(apple)""', '""go_near(pear)""']";at some time go_near pear or when possible have_possession_of apple;"F ( ""go_near(pear)"" ) | F ( ""have_possession_of(apple)"" )";"F""go_near(pear)"" | F""have_possession_of(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""grab(flag)""', '""go_to(transh_can)""']";whenever grab flag and when possible go_to transh can;"F ( ""grab(flag)"" ) & F ( ""go_to(transh_can)"" )";"F""grab(flag)"" & F""go_to(transh_can)""";Fap_0 & Fap_1
navi.jsonl;"['""reach(flag)""', '""present_at(flag)""']";at some time reach flag or at some time present_at flag;"F ( ""reach(flag)"" ) | F ( ""present_at(flag)"" )";"F""reach(flag)"" | F""present_at(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""collect(apple)""', '""hold_on_to(pear)""']";hold_on_to pear or whenever collect apple;"""hold_on_to(pear)"" | F ( ""collect(apple)"" )";"""hold_on_to(pear)"" | F""collect(apple)""";ap_1 | Fap_0
navi.jsonl;"['""let_go(pear)""', '""migrate_to(tree)""']";don't let_go pear or when possible migrate_to tree;"! ( ""let_go(pear)"" ) | F ( ""migrate_to(tree)"" )";"!""let_go(pear)"" | F""migrate_to(tree)""";!ap_0 | Fap_1
navi.jsonl;"['""be_near(tree)""', '""grasp(pear)""']";whenever be_near tree or at some time grasp pear;"F ( ""be_near(tree)"" ) | F ( ""grasp(pear)"" )";"F""be_near(tree)"" | F""grasp(pear)""";Fap_0 | Fap_1
navi.jsonl;"['""withold(apple)""', '""move_to(trash_can)""']";move_to trash can and whenever withold apple;"""move_to(trash_can)"" & F ( ""withold(apple)"" )";"""move_to(trash_can)"" & F""withold(apple)""";ap_1 & Fap_0
navi.jsonl;"['""go_to(apple_trashcan)""', '""go_to(transh_can)""']";repeatedly go_to apple trashcan and at any time go_to transh can;"G ( F ( ""go_to(apple_trashcan)"" ) ) & F ( ""go_to(transh_can)"" )";"GF""go_to(apple_trashcan)"" & F""go_to(transh_can)""";GFap_0 & Fap_1
navi.jsonl;"['""get_hold(orange)""', '""go_to(apple)""']";at some time go_to apple and whenever get_hold orange;"F ( ""go_to(apple)"" ) & F ( ""get_hold(orange)"" )";"F""go_to(apple)"" & F""get_hold(orange)""";Fap_1 & Fap_0
navi.jsonl;"['""go_by(tree)""', '""proceed_to(flag)""']";whenever proceed_to flag or at some time go_by tree;"F ( ""proceed_to(flag)"" ) | F ( ""go_by(tree)"" )";"F""proceed_to(flag)"" | F""go_by(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""make_to(flag)""', '""track_towards(tree)""']";when possible make_to flag and whenever track_towards tree;"F ( ""make_to(flag)"" ) & F ( ""track_towards(tree)"" )";"F""make_to(flag)"" & F""track_towards(tree)""";Fap_0 & Fap_1
navi.jsonl;"['""approach(flag)""', '""secure(pear)""']";at some time secure pear and when possible approach flag;"F ( ""secure(pear)"" ) & F ( ""approach(flag)"" )";"F""secure(pear)"" & F""approach(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""drop(apple)""']";never drop apple or never drop apple;"G ( ! ( ""drop(apple)"" ) ) | G ( ! ( ""drop(apple)"" ) )";"G!""drop(apple)""";G!ap_0
navi.jsonl;"['""take(apple)""', '""acquire(pear)""']";at any time acquire pear or take apple;"F ( ""acquire(pear)"" ) | ""take(apple)""";"""take(apple)"" | F""acquire(pear)""";ap_0 | Fap_1
navi.jsonl;"['""take(apple)""', 'walk']";walk and take apple;"""walk"" & ""take(apple)""";"""take(apple)"" & walk";ap_0 & ap_1
navi.jsonl;"['""contact(flag)""', '""grasp(apple)""']";at any time contact flag or at some time grasp apple;"F ( ""contact(flag)"" ) | F ( ""grasp(apple)"" )";"F""contact(flag)"" | F""grasp(apple)""";Fap_0 | Fap_1
navi.jsonl;"['""drop(orange)""', '""hold_onto(orange)""']";never drop orange or forever hold_onto orange;"G ( ! ( ""drop(orange)"" ) ) | G ( ""hold_onto(orange)"" )";"G!""drop(orange)"" | G""hold_onto(orange)""";G!ap_0 | Gap_1
navi.jsonl;"['""go_by(waste_bin)""', '""secure(apple)""']";secure apple or go_by waste bin;"""secure(apple)"" | ""go_by(waste_bin)""";"""go_by(waste_bin)"" | ""secure(apple)""";ap_0 | ap_1
navi.jsonl;"['""seize(orange)""', '""take_to(tree)""']";take_to tree until whenever seize orange;"""take_to(tree)"" U F ( ""seize(orange)"" )";"""take_to(tree)"" U F""seize(orange)""";ap_1 U Fap_0
navi.jsonl;"['""go_to(apple_trashcan)""', '""go_to(transh_can)""']";repeatedly go_to apple trashcan or when possible go_to transh can;"G ( F ( ""go_to(apple_trashcan)"" ) ) | F ( ""go_to(transh_can)"" )";"GF""go_to(apple_trashcan)"" | F""go_to(transh_can)""";GFap_0 | Fap_1
navi.jsonl;"['""hold(apple)""', '""capture(pear)""']";at some time capture pear and hold apple;"F ( ""capture(pear)"" ) & ""hold(apple)""";"""hold(apple)"" & F""capture(pear)""";ap_0 & Fap_1
navi.jsonl;"['""reach(flag)""', '""go_by(waste_basket)""']";at any time reach flag and whenever go_by waste basket;"F ( ""reach(flag)"" ) & F ( ""go_by(waste_basket)"" )";"F""reach(flag)"" & F""go_by(waste_basket)""";Fap_0 & Fap_1
navi.jsonl;"['""approach(tree)""', '""hold_on_to(pear)""']";approach tree until hold_on_to pear;"""approach(tree)"" U ""hold_on_to(pear)""";"""approach(tree)"" U ""hold_on_to(pear)""";ap_0 U ap_1
navi.jsonl;"['""have_possession_of(apple)""', '""shift_to(flag)""']";at some time have_possession_of apple until at any time shift_to flag;"F ( ""have_possession_of(apple)"" ) U F ( ""shift_to(flag)"" )";"F""have_possession_of(apple)"" U F""shift_to(flag)""";Fap_0 U Fap_1
navi.jsonl;"['""travel_to(waste_bin)""', '""proceed_to(house)""']";at any time proceed_to house and travel_to waste bin;"F ( ""proceed_to(house)"" ) & ""travel_to(waste_bin)""";"""travel_to(waste_bin)"" & F""proceed_to(house)""";ap_0 & Fap_1
navi.jsonl;"['""seize(orange)""', '""get_to(cup)""']";whenever get_to cup or at some time seize orange;"F ( ""get_to(cup)"" ) | F ( ""seize(orange)"" )";"F""get_to(cup)"" | F""seize(orange)""";Fap_1 | Fap_0
navi.jsonl;"['""start_going_to(house)""', '""come_to(tree)""']";come_to tree or at some time start_going_to house;"""come_to(tree)"" | F ( ""start_going_to(house)"" )";"""come_to(tree)"" | F""start_going_to(house)""";ap_1 | Fap_0
navi.jsonl;"['""journey_by(flag)""', '""venture(flag)""']";at any time venture flag or whenever journey_by flag;"F ( ""venture(flag)"" ) | F ( ""journey_by(flag)"" )";"F""venture(flag)"" | F""journey_by(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""hold_onto(orange)""', '""journey_to(house)""']";always hold_onto orange or whenever journey_to house;"G ( ""hold_onto(orange)"" ) | F ( ""journey_to(house)"" )";"G""hold_onto(orange)"" | F""journey_to(house)""";Gap_0 | Fap_1
navi.jsonl;"['""migrate_to(tree)""', '""go_near(house)""']";when possible migrate_to tree or when possible go_near house;"F ( ""migrate_to(tree)"" ) | F ( ""go_near(house)"" )";"F""migrate_to(tree)"" | F""go_near(house)""";Fap_0 | Fap_1
navi.jsonl;"['""get(apple)""', '""go_by(house)""']";at any time go_by house and when possible get apple;"F ( ""go_by(house)"" ) & F ( ""get(apple)"" )";"F""go_by(house)"" & F""get(apple)""";Fap_1 & Fap_0
navi.jsonl;"['""make_to(flag)""', '""have(pear)""']";when possible have pear or at any time make_to flag;"F ( ""have(pear)"" ) | F ( ""make_to(flag)"" )";"F""have(pear)"" | F""make_to(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""go_to(waste_basket)""', '""journey_to(flag)""']";repeatedly go_to waste basket and whenever journey_to flag;"G ( F ( ""go_to(waste_basket)"" ) ) & F ( ""journey_to(flag)"" )";"GF""go_to(waste_basket)"" & F""journey_to(flag)""";GFap_0 & Fap_1
navi.jsonl;"['""go_visit(flag)""', '""going_to(house)""']";when possible going_to house and go_visit flag;"F ( ""going_to(house)"" ) & ""go_visit(flag)""";"""go_visit(flag)"" & F""going_to(house)""";ap_0 & Fap_1
navi.jsonl;"['""advance_to(tree)""', '""let_go(orange)""']";advance_to tree or do not let_go orange;"""advance_to(tree)"" | ! ( ""let_go(orange)"" )";"""advance_to(tree)"" | !""let_go(orange)""";ap_0 | !ap_1
navi.jsonl;"['""going_to(flag)""', '""pick_up(orange)""']";when possible going_to flag or pick_up orange;"F ( ""going_to(flag)"" ) | ""pick_up(orange)""";"""pick_up(orange)"" | F""going_to(flag)""";ap_1 | Fap_0
navi.jsonl;"['""contact(flag)""', '""get(apple)""']";at some time contact flag or at any time get apple;"F ( ""contact(flag)"" ) | F ( ""get(apple)"" )";"F""contact(flag)"" | F""get(apple)""";Fap_0 | Fap_1
navi.jsonl;"['""reach(house)""', '""move_near(tree)""']";whenever move_near tree or reach house;"F ( ""move_near(tree)"" ) | ""reach(house)""";"""reach(house)"" | F""move_near(tree)""";ap_0 | Fap_1
navi.jsonl;"['""travel_to(apple)""', '""make_way(waste_basket)""']";travel_to apple or when possible make_way waste basket;"""travel_to(apple)"" | F ( ""make_way(waste_basket)"" )";"""travel_to(apple)"" | F""make_way(waste_basket)""";ap_0 | Fap_1
navi.jsonl;"['""get_to(flag)""', '""move_near(tree)""']";when possible get_to flag or at some time move_near tree;"F ( ""get_to(flag)"" ) | F ( ""move_near(tree)"" )";"F""get_to(flag)"" | F""move_near(tree)""";Fap_0 | Fap_1
navi.jsonl;"['""contact(flag)""', '""go_to(house)""']";when possible contact flag and at any time go_to house;"F ( ""contact(flag)"" ) & F ( ""go_to(house)"" )";"F""contact(flag)"" & F""go_to(house)""";Fap_0 & Fap_1
navi.jsonl;"['""go_to(house)""', '""visit(waste_basket)""']";at some time visit waste basket or at any time go_to house;"F ( ""visit(waste_basket)"" ) | F ( ""go_to(house)"" )";"F""visit(waste_basket)"" | F""go_to(house)""";Fap_1 | Fap_0
navi.jsonl;"['""tax(apple)""', '""grab(apple)""']";at some time tax apple and at any time grab apple;"F ( ""tax(apple)"" ) & F ( ""grab(apple)"" )";"F""tax(apple)"" & F""grab(apple)""";Fap_0 & Fap_1
navi.jsonl;"['""go_to(waste_basket)""', '""touch(flag)""']";repeatedly go_to waste basket until always touch flag;"G ( F ( ""go_to(waste_basket)"" ) ) U G ( ""touch(flag)"" )";"GF""go_to(waste_basket)"" U G""touch(flag)""";GFap_0 U Gap_1
navi.jsonl;"['""go_near(house)""', '""have_in(orange)""']";always have_in orange and whenever go_near house;"G ( ""have_in(orange)"" ) & F ( ""go_near(house)"" )";"G""have_in(orange)"" & F""go_near(house)""";Gap_1 & Fap_0
navi.jsonl;"['""gather(apple)""', '""proceed_to(house)""']";gather apple until at any time proceed_to house;"""gather(apple)"" U F ( ""proceed_to(house)"" )";"""gather(apple)"" U F""proceed_to(house)""";ap_0 U Fap_1
navi.jsonl;"['""venture_towards(house)""']";venture_towards house and venture_towards house;"""venture_towards(house)"" & ""venture_towards(house)""";"""venture_towards(house)""";ap_0
navi.jsonl;"['""grasp(apple)""', '""advance_to(house)""']";at any time grasp apple and when possible advance_to house;"F ( ""grasp(apple)"" ) & F ( ""advance_to(house)"" )";"F""grasp(apple)"" & F""advance_to(house)""";Fap_0 & Fap_1
navi.jsonl;"['""drop(apple)""', '""go_by(waste_bin)""']";go_by waste bin or never drop apple;"""go_by(waste_bin)"" | G ( ! ( ""drop(apple)"" ) )";"""go_by(waste_bin)"" | G!""drop(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""withhold(apple)""', '""secure(apple)""']";secure apple or whenever withhold apple;"""secure(apple)"" | F ( ""withhold(apple)"" )";"""secure(apple)"" | F""withhold(apple)""";ap_1 | Fap_0
navi.jsonl;"['""withhold(apple)""', '""go_by(waste_basket)""']";at some time go_by waste basket or when possible withhold apple;"F ( ""go_by(waste_basket)"" ) | F ( ""withhold(apple)"" )";"F""go_by(waste_basket)"" | F""withhold(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""take(orange)""', '""move_past(trash_can)""']";when possible move_past trash can or take orange;"F ( ""move_past(trash_can)"" ) | ""take(orange)""";"""take(orange)"" | F""move_past(trash_can)""";ap_0 | Fap_1
