source;APs;original NL;original LTL;Spot LTL
conformal.jsonl;['house_1'];Always avoid entering house_1;"globally not ""house_1""";G!house_1
conformal.jsonl;['photo', 'park_5', 'intersection_5', 'monument_2'];Stay in park_5 until you photo of monument_2 and then ensure you at intersection_5 and stay;"""park_5"" until ( ""monument_2"" and ""photo"" and finally ( ""intersection_5"" and globally ""intersection_5"" ) )";park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5))
conformal.jsonl;['intersection_8', 'street_3', 'locality_5'];Do not enter intersection_8 before arriving at street_3, while ensuring you eventually at locality_5;"not ""intersection_8"" until ""street_3"" and finally ""locality_5""";(!intersection_8 U street_3) & Flocality_5
conformal.jsonl;['street_3', 'building_4'];Never enter street_3, and ensure that you eventually at building_4;"globally not ""street_3"" and finally ""building_4""";G!street_3 & Fbuilding_4
conformal.jsonl;['parking_lot_5'];Go to parking_lot_5 and stay there;"finally globally ""parking_lot_5""";FGparking_lot_5
conformal.jsonl;['pd', 'intersection_5', 'p_cone_5', 'street_2'];Ensure you find cone_5 at intersection_5 and then transport it to street_2;"finally ( ""intersection_5"" and finally ( ""p_cone_5"" and finally ( ""street_2"" and ""pd"" ) ) )";F(intersection_5 & F(p_cone_5 & F(pd & street_2)))
conformal.jsonl;['pd', 'table_2', 'p_brochure_8', 'street_9', 'charger_6'];Repeatedly take brochure_8 from table_2 to street_9 while consistently visiting charger_6;"globally finally ( ""table_2"" and finally ( ""p_brochure_8"" and finally ( ""street_9"" and ""pd"" ) ) ) and globally finally ""charger_6""";GF(table_2 & F(p_brochure_8 & F(pd & street_9))) & GFcharger_6
conformal.jsonl;['street_5', 'intersection_4'];Stay away from intersection_4 until you reach street_5;"not ""intersection_4"" until ""street_5""";!intersection_4 U street_5
conformal.jsonl;['house_1'];Avoid entering house_1;"globally not ""house_1""";G!house_1
conformal.jsonl;['charger_3', 'area_3', 'photo'];Keep returning to charger_3 as you repeatedly take photos of area_3;"globally finally ""charger_3"" and globally finally ( ""area_3"" and ""photo"" )";GFcharger_3 & GF(area_3 & photo)
conformal.jsonl;['building_8', 'parking_lot_4'];Avoid entering parking_lot_4 until you have reached building_8;"not ""parking_lot_4"" until ""building_8""";!parking_lot_4 U building_8
conformal.jsonl;['house_5'];Go to house_5 at some point and continue staying there;"finally globally ""house_5""";FGhouse_5
conformal.jsonl;['p_box_3'];Always avoid picking up box_3;"globally not ""p_box_3""";G!p_box_3
conformal.jsonl;"['pd', 'p_package_5', '""st|e_2""', 'intersection_4', 'locality_1', 'warehouse_9']";Do not leave locality_1 before reaching intersection_4, and then ensure package_5 is delivered from warehouse_9 to store_2;"""locality_1"" until ""intersection_4"" and finally ( ""warehouse_9"" and finally ( ""p_package_5"" and finally ( ""store_2"" and ""pd"" ) ) )";"(locality_1 U intersection_4) & F(warehouse_9 & F(p_package_5 & F(pd & ""st|e_2"")))"
conformal.jsonl;['pd', 'office_3', 'p_package_5', 'office_6', 'locality_5'];Never leave locality_5 while transporting package_5 from office_3 to office_6;"globally ""locality_5"" and finally ( ""office_3"" and finally ( ""p_package_5"" and finally ( ""office_6"" and ""pd"" ) ) )";Glocality_5 & F(office_3 & F(p_package_5 & F(office_6 & pd)))
conformal.jsonl;['street_2'];Go to street_2 and stay there;"finally globally ""street_2""";FGstreet_2
conformal.jsonl;['street_5', 'building_2'];Go to street_5 before heading to building_2 and staying there forever.;"finally ( ""street_5"" and finally ( ""building_2"" and globally ""building_2"" ) )";F(street_5 & F(building_2 & Gbuilding_2))
conformal.jsonl;['park_5', 'intersection_4'];Do not at park_5 until you reach intersection_4;"not ""park_5"" until ""intersection_4""";!park_5 U intersection_4
conformal.jsonl;['pd', 'street_5', 'table_2', 'p_brochure_5'];Pick up brochure_5 from table_2 and deliver it to street_5;"finally ( ""table_2"" and finally ( ""p_brochure_5"" and finally ( ""street_5"" and ""pd"" ) ) )";F(table_2 & F(p_brochure_5 & F(pd & street_5)))
conformal.jsonl;['building_8', 'parking_lot_4'];Avoid parking_lot_4 until building_8 is reached;"not ""parking_lot_4"" until ""building_8""";!parking_lot_4 U building_8
conformal.jsonl;['charger_3', 'area_3', 'photo'];Persistently return to charger_3 as you consistently photograph area_3;"globally finally ""charger_3"" and globally finally ( ""area_3"" and ""photo"" )";GFcharger_3 & GF(area_3 & photo)
conformal.jsonl;['photo', 'street_5', 'parking_lot_4'];Ensure you stay in street_5 at all times while repeatedly capturing photos of parking_lot_4;"globally ""street_5"" and globally finally ( ""parking_lot_4"" and ""photo"" )";Gstreet_5 & GF(parking_lot_4 & photo)
conformal.jsonl;['street_2'];Ensure you eventually at street_2 and remain there permanently;"finally globally ""street_2""";FGstreet_2
conformal.jsonl;['street_6', 'building_9'];Remain in building_9 permanently, but avoid entering building_9 until you reach street_6;"finally globally ""building_9"" and not ""building_9"" until ""street_6""";FGbuilding_9 & (!building_9 U street_6)
conformal.jsonl;"['pd', 'street_4', 'house_2', 'p_package_8', '""st|e_7""']";Avoid going to street_4 as you deliver package_8 from store_7 to house_2;"globally not ""street_4"" and finally ( ""store_7"" and finally ( ""p_package_8"" and finally ( ""house_2"" and ""pd"" ) ) )";"G!street_4 & F(""st|e_7"" & F(p_package_8 & F(house_2 & pd)))"
conformal.jsonl;['parking_lot_9'];Staying in parking_lot_9 at all times;"globally ""parking_lot_9""";Gparking_lot_9
conformal.jsonl;['photo', 'charger_4', 'statue_4'];Keep photographing statue_4 while ensuring you also keep revisiting charger_4;"globally finally ( ""statue_4"" and ""photo"" ) and globally finally ""charger_4""";GF(photo & statue_4) & GFcharger_4
conformal.jsonl;['area_3'];Do not exit area_3 at any point;"globally ""area_3""";Garea_3
conformal.jsonl;['house_4'];Ensure you never go into house_4 at any time;"globally not ""house_4""";G!house_4
conformal.jsonl;"['pd', 'street_4', 'house_2', 'p_package_8', '""st|e_7""']";Deliver package_8 from store_7 to house_2 without entering street_4;"globally not ""street_4"" and finally ( ""store_7"" and finally ( ""p_package_8"" and finally ( ""house_2"" and ""pd"" ) ) )";"G!street_4 & F(""st|e_7"" & F(p_package_8 & F(house_2 & pd)))"
conformal.jsonl;"['pd', 'house_2', '""st|e_3""', 'p_package_2', 'mall_1']";Pick up package_2 from store_3, take it to house_2, while avoiding mall_1 completely;"finally ( ""store_3"" and finally ( ""p_package_2"" and finally ( ""house_2"" and ""pd"" ) ) ) and globally not ""mall_1""";"F(""st|e_3"" & F(p_package_2 & F(house_2 & pd))) & G!mall_1"
conformal.jsonl;"['pd', 'office_2', '""st|age_4""', 'p_crate_1']";Keep taking crate_1 from storage_4 to office_2;"globally finally ( ""storage_4"" and finally ( ""p_crate_1"" and finally ( ""office_2"" and ""pd"" ) ) )";"GF(""st|age_4"" & F(p_crate_1 & F(office_2 & pd)))"
conformal.jsonl;['photo', 'street_3'];Continuously take pictures of street_3;"globally finally ( ""street_3"" and ""photo"" )";GF(photo & street_3)
conformal.jsonl;['photo', 'statue_6', 'bench_4'];Take a photo of statue_6 and then at bench_4 and remain there;"finally ( ""statue_6"" and ""photo"" and finally ( ""bench_4"" and globally ""bench_4"" ) )";F(photo & statue_6 & F(bench_4 & Gbench_4))
conformal.jsonl;"['pd', '""st|e_2""', 'building_5', 'p_crate_6']";Keep retrieving crate_6 from store_2 and moving it to building_5;"globally finally ( ""store_2"" and finally ( ""p_crate_6"" and finally ( ""building_5"" and ""pd"" ) ) )";"GF(""st|e_2"" & F(p_crate_6 & F(building_5 & pd)))"
conformal.jsonl;['pd', 'parking_lot_4', 'car_5', 'p_document_4', 'car_6'];Keep visiting parking_lot_4 as you take document_4 from car_5 to car_6;"globally finally ""parking_lot_4"" and finally ( ""car_5"" and finally ( ""p_document_4"" and finally ( ""car_6"" and ""pd"" ) ) )";GFparking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd)))
conformal.jsonl;['pd', 'office_4', 'locality_2', 'p_document_5', 'office_9'];Stay within locality_2 as you pickup document_5 from office_4 and deliver it to office_9;"globally ""locality_2"" and finally ( ""office_4"" and finally ( ""p_document_5"" and finally ( ""office_9"" and ""pd"" ) ) )";Glocality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd)))
conformal.jsonl;['pd', 'table_4', 'table_2', 'charger_2', 'p_plate_4'];Periodically visit charger_2 and repeatedly move plate_4 from table_2 to table_4;"globally finally ""charger_2"" and globally finally ( ""table_2"" and finally ( ""p_plate_4"" and finally ( ""table_4"" and ""pd"" ) ) )";GFcharger_2 & GF(table_2 & F(p_plate_4 & F(pd & table_4)))
conformal.jsonl;['pd', 'street_5', 'table_2', 'p_brochure_5'];Ensure you collect brochure_5 from table_2 and place it in street_5;"finally ( ""table_2"" and finally ( ""p_brochure_5"" and finally ( ""street_5"" and ""pd"" ) ) )";F(table_2 & F(p_brochure_5 & F(pd & street_5)))
conformal.jsonl;['pd', 'house_2', 'post_office_1', 'p_letter_3'];Deliver letter_3 to house_2 from post_office_1;"finally ( ""post_office_1"" and finally ( ""p_letter_3"" and finally ( ""house_2"" and ""pd"" ) ) )";F(post_office_1 & F(p_letter_3 & F(house_2 & pd)))
conformal.jsonl;"['pd', 'plant_8', 'p_box_5', '""st|e_6""']";Pick up box_5 from plant_8 and deliver it to store_6;"finally ( ""plant_8"" and finally ( ""p_box_5"" and finally ( ""store_6"" and ""pd"" ) ) )";"F(plant_8 & F(p_box_5 & F(pd & ""st|e_6"")))"
conformal.jsonl;['photo', 'park_2', 'arch_4'];Eventually Capture a photo of arch_4 but never at park_2;"finally ( ""arch_4"" and ""photo"" ) and globally not ""park_2""";F(arch_4 & photo) & G!park_2
conformal.jsonl;"['pd', 'locality_6', '""st|e_8""', 'p_package_3', 'house_5']";Remain in locality_6 until you take package_3 from store_8 and deliver it to house_5;"""locality_6"" until ( ""store_8"" and finally ( ""p_package_3"" and finally ( ""house_5"" and ""pd"" ) ) )";"locality_6 U (""st|e_8"" & F(p_package_3 & F(house_5 & pd)))"
conformal.jsonl;['charger_3', 'area_3', 'photo'];Keep returning to charger_3 as you periodically take photos of area_3;"globally finally ""charger_3"" and globally finally ( ""area_3"" and ""photo"" )";GFcharger_3 & GF(area_3 & photo)
conformal.jsonl;['photo', 'parking_lot_4', 'car_5'];Remain in parking_lot_4 until you photo of car_5;"""parking_lot_4"" until ( ""car_5"" and ""photo"" )";parking_lot_4 U (car_5 & photo)
conformal.jsonl;['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Continuously eventually visit charging_station_9 as you keep taking crate_4 from warehouse_5 to mall_4;"globally finally ""charging_station_9"" and globally finally ( ""warehouse_5"" and finally ( ""p_crate_4"" and finally ( ""mall_4"" and ""pd"" ) ) )";GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)))
conformal.jsonl;['photo', 'parking_lot_5', 'car_5'];Stay in parking_lot_5 until you capture a photo of car_5;"""parking_lot_5"" until ( ""car_5"" and ""photo"" )";parking_lot_5 U (car_5 & photo)
conformal.jsonl;['parking_lot_4', 'car_5'];Stay in parking_lot_4 until you reach car_5;"""parking_lot_4"" until ""car_5""";parking_lot_4 U car_5
conformal.jsonl;['photo', 'statue_7'];Ensure you reach statue_7 and photo;"finally ( ""statue_7"" and ""photo"" )";F(photo & statue_7)
conformal.jsonl;['pd', 'house_2', 'office_5', 'p_letter_4'];Retrieve letter_4 at office_5 and transport it to house_2;"finally ( ""office_5"" and finally ( ""p_letter_4"" and finally ( ""house_2"" and ""pd"" ) ) )";F(office_5 & F(p_letter_4 & F(house_2 & pd)))
conformal.jsonl;"['pd', 'park_1', '""p_crate_4 ""', '""park_1 ""']";Eventually, (pickup crate_4 and afterward at park_1 and deliver it and remain in park_1 permanently);"finally ( ""p_crate_4 "" and finally ( ""park_1 "" and ""pd"" and globally ""park_1"" ) )";"F(""p_crate_4 "" & F(""park_1 "" & pd & Gpark_1))"
conformal.jsonl;['mall_5'];Reach mall_5 and remain there without leaving;"finally globally ""mall_5""";FGmall_5
conformal.jsonl;['pd', 'p_bottle_3', 'shop_1', 'hospital_2'];Take bottle_3 from store 1 and put it in hospital_2;"finally ( ""shop_1"" and finally ( ""p_bottle_3"" and finally ( ""hospital_2"" and ""pd"" ) ) )";F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd)))
conformal.jsonl;['street_5', 'parking_lot_4'];Do not visit parking_lot_4 before reaching street_5, and after that, proceed to enter and remain there;"not ""parking_lot_4"" until ""street_5"" and finally ( ""parking_lot_4"" and globally ""parking_lot_4"" )";(!parking_lot_4 U street_5) & F(parking_lot_4 & Gparking_lot_4)
conformal.jsonl;['photo', 'park_5', 'statue_2'];Take a picture of statue_2, but only after reaching park_5;"finally ( ""park_5"" and finally ( ""statue_2"" and ""photo"" ) )";F(park_5 & F(photo & statue_2))
conformal.jsonl;"['pd', 'p_package_4', 'house_4', '""st|e_2""']";Ensure you collect package_4 from store_2 and then put it in house_4;"finally ( ""store_2"" and finally ( ""p_package_4"" and finally ( ""house_4"" and ""pd"" ) ) )";"F(""st|e_2"" & F(p_package_4 & F(house_4 & pd)))"
conformal.jsonl;['street_3', 'building_4'];Avoid entering street_3 while ensuring you reach building_4;"globally not ""street_3"" and finally ""building_4""";G!street_3 & Fbuilding_4
conformal.jsonl;['intersection_4', 'locality_9'];Continuously revisit intersection_4 while ensuring you eventually at locality_9;"globally finally ""intersection_4"" and finally ""locality_9""";GFintersection_4 & Flocality_9
conformal.jsonl;['table_4', 'charger_6', 'p_brochure_4'];Continuously visit charger_6 while repeatedly picking up brochure_4 from table_4;"globally finally ""charger_6"" and globally finally ( ""table_4"" and ""p_brochure_4"" )";GFcharger_6 & GF(p_brochure_4 & table_4)
conformal.jsonl;['street_6', 'intersection_8'];Continue staying in street_6 until you successfully arrive at intersection_8;"""street_6"" until ""intersection_8""";street_6 U intersection_8
conformal.jsonl;"['p_package_4', 'street_5', '""st|e_1""']";Avoid entering street_5 until you reach store_1, and ensure that you eventually at store_1 and pickup package_4;"not ""street_5"" until ""store_1"" and finally ( ""store_1"" and ""p_package_4"" )";"(!street_5 U ""st|e_1"") & F(p_package_4 & ""st|e_1"")"
conformal.jsonl;['photo', 'statue_5'];Take a picture at statue_5 after going there;"finally ( ""statue_5"" and ""photo"" )";F(photo & statue_5)
conformal.jsonl;"['photo', 'park_5', '""l&mark_4""']";Avoid taking a photo until you reach park_5, and ensure you eventually at landmark_4 and take a photo there;"not ""photo"" until ""park_5"" and finally ( ""landmark_4"" and ""photo"" )";"(!photo U park_5) & F(""l&mark_4"" & photo)"
conformal.jsonl;['building_8', 'parking_lot_8'];Avoid going to building_8 until you have reached parking_lot_8;"not ""building_8"" until ""parking_lot_8""";!building_8 U parking_lot_8
conformal.jsonl;['photo', 'statue_7'];Visit statue_7 and capture an image;"finally ( ""statue_7"" and ""photo"" )";F(photo & statue_7)
conformal.jsonl;['pd', 'house_1', 'restaurant_9', 'takeout_2'];Retrieve takeout_2 from restaurant_9 and transport it to house_1;"finally ( ""restaurant_9"" and finally ( ""takeout_2"" and finally ( ""house_1"" and ""pd"" ) ) )";F(restaurant_9 & F(takeout_2 & F(house_1 & pd)))
conformal.jsonl;['building_6'];Ensure that you never visit building_6;"globally not ""building_6""";G!building_6
conformal.jsonl;['pd', 'bedroom_2', 'p_bottle_3', 'kitchen_4'];Place bottle_3 in kitchen_4 after getting it from bedroom_2;"finally ( ""bedroom_2"" and finally ( ""p_bottle_3"" and finally ( ""kitchen_4"" and ""pd"" ) ) )";F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd)))
conformal.jsonl;['pd', 'park_2', 'table_9', 'p_brochure_3'];Ensure you collect brochure_3 from table_9 and take it to park_2;"finally ( ""table_9"" and finally ( ""p_brochure_3"" and finally ( ""park_2"" and ""pd"" ) ) )";F(table_9 & F(p_brochure_3 & F(park_2 & pd)))
conformal.jsonl;['park_5', 'intersection_4'];Avoid entering park_5 until you have reached intersection_4;"not ""park_5"" until ""intersection_4""";!park_5 U intersection_4
conformal.jsonl;"['pd', 'p_package_4', 'house_4', '""st|e_2""']";Get package_4 from store_2 and subsequently transport it to house_4;"finally ( ""store_2"" and finally ( ""p_package_4"" and finally ( ""house_4"" and ""pd"" ) ) )";"F(""st|e_2"" & F(p_package_4 & F(house_4 & pd)))"
conformal.jsonl;['house_5'];Find your way to house_5 and stay there;"finally globally ""house_5""";FGhouse_5
conformal.jsonl;['photo', 'parking_lot_9', 'car_2'];Stay in parking_lot_9 until a picture of car_2 was taken;"""parking_lot_9"" until ( ""car_2"" and ""photo"" )";parking_lot_9 U (car_2 & photo)
conformal.jsonl;"['pd', 'street_6', 'house_2', 'building_3', '""st|e_3""', 'p_box_8']";Avoid going to building_3 until you reach street_6, and then transport box_8 from store_3 to house_2;"not ""building_3"" until ""street_6"" and finally ( ""store_3"" and finally ( ""p_box_8"" and finally ( ""house_2"" and ""pd"" ) ) )";"(!building_3 U street_6) & F(""st|e_3"" & F(p_box_8 & F(house_2 & pd)))"
conformal.jsonl;['photo', 'park_2', 'arch_4'];Eventually you should photo of arch_4 while never entering park_2;"finally ( ""arch_4"" and ""photo"" ) and globally not ""park_2""";F(arch_4 & photo) & G!park_2
conformal.jsonl;"['pd', '""st|e_6""', 'house_9', 'intersection_5', 'p_box_1']";Deliver box_1 from store_6 to house_9, then proceed to intersection_5 and remain there permanently;"finally ( ""store_6"" and finally ( ""p_box_1"" and finally ( ""house_9"" and ""pd"" ) ) ) and finally ( ""intersection_5"" and globally ""intersection_5"" )";"F(""st|e_6"" & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & Gintersection_5)"
conformal.jsonl;['pd', 'parking_lot_4', 'car_5', 'p_document_4', 'car_6'];Ensure you keep returning to parking_lot_4 as you move document_4 from car_5 to car_6;"globally finally ""parking_lot_4"" and finally ( ""car_5"" and finally ( ""p_document_4"" and finally ( ""car_6"" and ""pd"" ) ) )";GFparking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd)))
conformal.jsonl;['photo', 'park_4', 'monument_1'];Take a picture of monument_1 but do not at monument_1 until you reach park_4;"finally ( ""monument_1"" and ""photo"" ) and not ""monument_1"" until ""park_4""";F(monument_1 & photo) & (!monument_1 U park_4)
conformal.jsonl;['street_5', 'parking_lot_8'];Never enter parking_lot_8 as you reach street_5;"globally not ""parking_lot_8"" and finally ""street_5""";G!parking_lot_8 & Fstreet_5
conformal.jsonl;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];Take tin_can_4 from table_4, deposit it in trash_can_5, and ensure you do not enter hallway_2;"finally ( ""table_4"" and finally ( ""p_tin_can_4"" and finally ( ""trash_can_5"" and ""pd"" ) ) ) and globally not ""hallway_2""";F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2
conformal.jsonl;['pd', 'warehouse_4', 'p_crate_3', 'mall_3'];Continuously transport crate_3 from warehouse_4 to mall_3;"globally finally ( ""warehouse_4"" and finally ( ""p_crate_3"" and finally ( ""mall_3"" and ""pd"" ) ) )";GF(warehouse_4 & F(p_crate_3 & F(mall_3 & pd)))
conformal.jsonl;['locality_9'];Continuously being in locality_9;"globally ""locality_9""";Glocality_9
conformal.jsonl;['photo', 'park_5', 'statue_2'];Eventually photo of statue_2, but avoid going to statue_2 until you reach park_5;"finally ( ""statue_2"" and ""photo"" ) and not ""statue_2"" until ""park_5""";F(photo & statue_2) & (!statue_2 U park_5)
conformal.jsonl;['photo', 'parking_lot_9', 'car_2'];Stay in parking_lot_9 until you photo of car_2;"""parking_lot_9"" until ( ""car_2"" and ""photo"" )";parking_lot_9 U (car_2 & photo)
conformal.jsonl;['street_5', 'parking_lot_2'];Go to street_5 and stay away from parking_lot_2;"finally ""street_5"" and globally not ""parking_lot_2""";Fstreet_5 & G!parking_lot_2
conformal.jsonl;['park_5'];Go to park_5;"finally ""park_5""";Fpark_5
conformal.jsonl;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];Pick up tin_can_4 from table_4 and put it in trash_can_5 without entering hallway_2;"finally ( ""table_4"" and finally ( ""p_tin_can_4"" and finally ( ""trash_can_5"" and ""pd"" ) ) ) and globally not ""hallway_2""";F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2
conformal.jsonl;['photo', 'park_2', 'monument_13'];Continue staying in park_2 until you successfully photograph monument_13;"""park_2"" until ( ""monument_13"" and ""photo"" )";park_2 U (monument_13 & photo)
conformal.jsonl;['photo', 'arch_1'];Go to arch_1 and photo of it;"finally ( ""arch_1"" and ""photo"" )";F(arch_1 & photo)
conformal.jsonl;['pd', 'office_3', 'p_package_5', 'office_6', 'locality_5'];Always be in locality_5 as you take package_5 from office_3 to office_6;"globally ""locality_5"" and finally ( ""office_3"" and finally ( ""p_package_5"" and finally ( ""office_6"" and ""pd"" ) ) )";Glocality_5 & F(office_3 & F(p_package_5 & F(office_6 & pd)))
conformal.jsonl;['pd', 'table_4', 'table_2', 'charger_2', 'p_plate_4'];Keep visiting charger_2 and take plate_4 from table_2 to table_4;"globally finally ""charger_2"" and finally ( ""table_2"" and finally ( ""p_plate_4"" and finally ( ""table_4"" and ""pd"" ) ) )";GFcharger_2 & F(table_2 & F(p_plate_4 & F(pd & table_4)))
conformal.jsonl;"['pd', 'street_4', 'house_2', 'p_package_8', '""st|e_7""']";Ensure you do not enter street_4 while delivering package_8 from store_7 to house_2;"globally not ""street_4"" and finally ( ""store_7"" and finally ( ""p_package_8"" and finally ( ""house_2"" and ""pd"" ) ) )";"G!street_4 & F(""st|e_7"" & F(p_package_8 & F(house_2 & pd)))"
conformal.jsonl;['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];Do not at room_2 until you take bottle_4 from kitchen_1, and then put it on table_4;"not ""room_2"" until ( ""kitchen_1"" and finally ( ""p_bottle_4"" and finally ( ""table_4"" and ""pd"" ) ) )";!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)))
conformal.jsonl;['building_6'];Do not at building_6 under any circumstances;"globally not ""building_6""";G!building_6
conformal.jsonl;['p_letter_8'];Do not touch letter_8 under any circumstances;"globally not ""p_letter_8""";G!p_letter_8
conformal.jsonl;['photo', 'bench_4'];Eventually, at bench_4, photo of it, and remain there;"finally ( ""bench_4"" and ""photo"" and globally ""bench_4"" )";F(bench_4 & photo & Gbench_4)
conformal.jsonl;['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Keep returning to charging_station_9 as you keep transporting crate_4 from warehouse_5 to mall_4;"globally finally ""charging_station_9"" and globally finally ( ""warehouse_5"" and finally ( ""p_crate_4"" and finally ( ""mall_4"" and ""pd"" ) ) )";GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)))
conformal.jsonl;['pd', 'office_3', 'house_2', 'locality_5', 'p_pass_5'];Do not enter locality_5 until you pickup pass_5 from house_2 and put it in office_3;"not ""locality_5"" until ( ""house_2"" and finally ( ""p_pass_5"" and finally ( ""office_3"" and ""pd"" ) ) )";!locality_5 U (house_2 & F(p_pass_5 & F(office_3 & pd)))
conformal.jsonl;"['pd', '""st|e_6""', 'house_9', 'intersection_5', 'p_box_1']";Pick up box_1 from store_6, deliver it to house_9, and then head to intersection_5 and stay there;"finally ( ""store_6"" and finally ( ""p_box_1"" and finally ( ""house_9"" and ""pd"" ) ) ) and finally ( ""intersection_5"" and globally ""intersection_5"" )";"F(""st|e_6"" & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & Gintersection_5)"
conformal.jsonl;"['photo', 'park_5', '""l&mark_5""']";Avoid visiting landmark_5 until you reach park_5, and eventually take a photo of landmark_5;"not ""landmark_5"" until ""park_5"" and finally ( ""landmark_5"" and ""photo"" )";"(!""l&mark_5"" U park_5) & F(""l&mark_5"" & photo)"
conformal.jsonl;['park_2'];Refrain from entering park_2 at all times;"globally not ""park_2""";G!park_2
conformal.jsonl;['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Keep visiting charging_station_9 as you keep taking crate_4 from warehouse_5 to mall_4;"globally finally ""charging_station_9"" and globally finally ( ""warehouse_5"" and finally ( ""p_crate_4"" and finally ( ""mall_4"" and ""pd"" ) ) )";GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)))
conformal.jsonl;['pd', 'park_2', 'table_9', 'p_brochure_3'];Take brochure_3 from table_9 and move it to park_2;"finally ( ""table_9"" and finally ( ""p_brochure_3"" and finally ( ""park_2"" and ""pd"" ) ) )";F(table_9 & F(p_brochure_3 & F(park_2 & pd)))
conformal.jsonl;['photo', 'area_2', 'building_8'];Remain in area_2 as you continuously visit building_8 to capture photos;"globally ""area_2"" and globally finally ( ""building_8"" and ""photo"" )";Garea_2 & GF(building_8 & photo)
conformal.jsonl;['parking_lot_4', 'car_5'];Remain in parking_lot_4 until you arrive at car_5;"""parking_lot_4"" until ""car_5""";parking_lot_4 U car_5
conformal.jsonl;['house_2', 'p_trash_can_2'];Go to house_2 and pickup trash_can_2;"finally ( ""house_2"" and ""p_trash_can_2"" )";F(house_2 & p_trash_can_2)
conformal.jsonl;['pd', 'street_5', 'office_2', 'house_3', 'p_pass_2'];Eventually at house_3, pickup pass_2, and deliver it to office_2, while ensuring you do not enter street_5 before picking up pass_2;"finally ( ""house_3"" and finally ( ""p_pass_2"" and finally ( ""office_2"" and ""pd"" ) ) ) and not ""street_5"" until ""p_pass_2""";F(house_3 & F(p_pass_2 & F(office_2 & pd))) & (!street_5 U p_pass_2)
conformal.jsonl;['house_3'];Do not ever at house_3;"globally not ""house_3""";G!house_3
conformal.jsonl;['intersection_4', 'p_cone_2'];Do not pickup cone_2 until you at intersection_4;"not ""p_cone_2"" until ""intersection_4""";!p_cone_2 U intersection_4
conformal.jsonl;['photo', 'park_4', 'statue_9'];Do not leave park_4 until you have taken a photograph of statue_9;"""park_4"" until ( ""statue_9"" and ""photo"" )";park_4 U (photo & statue_9)
conformal.jsonl;['pd', 'mall_5', 'p_crate_8', 'office_6'];Continuously revisit mall_5, and ensure that each time you eventually pickup crate_8 and deliver it to office_6;"globally finally ( ""mall_5"" and finally ( ""p_crate_8"" and finally ( ""office_6"" and ""pd"" ) ) )";GF(mall_5 & F(p_crate_8 & F(office_6 & pd)))
conformal.jsonl;['building_2', 'path_3'];Ensure you stay in building_2 until you make your way to path_3;"""building_2"" until ""path_3""";building_2 U path_3
conformal.jsonl;['pd', 'house_1', 'office_4', 'p_box_2'];Ensure that box_2 is collected from office_4 and eventually delivered to house_1;"finally ( ""office_4"" and finally ( ""p_box_2"" and finally ( ""house_1"" and ""pd"" ) ) )";F(office_4 & F(p_box_2 & F(house_1 & pd)))
conformal.jsonl;['pd', 'street_5', 'office_2', 'house_3', 'p_pass_2'];Retrieve pass_2 from house_3 and deliver it to office_2 while avoiding street_5 until after picking up pass_2;"finally ( ""house_3"" and finally ( ""p_pass_2"" and finally ( ""office_2"" and ""pd"" ) ) ) and not ""street_5"" until ""p_pass_2""";F(house_3 & F(p_pass_2 & F(office_2 & pd))) & (!street_5 U p_pass_2)
conformal.jsonl;['intersection_4', 'p_cone_2'];Avoid picking up cone_2 until you have reached intersection_4;"not ""p_cone_2"" until ""intersection_4""";!p_cone_2 U intersection_4
conformal.jsonl;['street_4', 'intersection_6'];Refrain from visiting street_4 until you have reached intersection_6, after which you must transition to and stay in street_4;"not ""street_4"" until ""intersection_6"" and finally globally ""street_4""";(!street_4 U intersection_6) & FGstreet_4
conformal.jsonl;['building_3', 'garage_3'];Do not enter building_3 until you arrive at garage_3, and once there, remain in building_3;"not ""building_3"" until ""garage_3"" and finally globally ""building_3""";(!building_3 U garage_3) & FGbuilding_3
