NL;LTL;APs;lifted_lifted;source
If every record flood is eventually followed by photoing injured_victim, then go_home must occur infinitely often.;G("record(flood)" -> F"photo(injured_victim)") -> GFgo_home;['go_home', '"photo(injured_victim)"', '"record(flood)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every pickup the oven is eventually followed by pickup the giraffe, then search the vase must occur infinitely often.;G("pickup(oven)" -> F"pickup(giraffe)") -> GF"search(vase)";['"pickup(giraffe)"', '"search(vase)"', '"pickup(oven)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
Whenever pickup the wine_glass holds, from the next step onwards pickup the skateboard will eventually hold.;G("pickup(wine_glass)" -> XF"pickup(skateboard)");['"pickup(wine_glass)"', '"pickup(skateboard)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever change light_east yellow holds, from the next step onwards change light_north red will eventually hold.;G("change(light_east,yellow)" -> XF"change(light_north,red)");['"change(light_east,yellow)"', '"change(light_north,red)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever record the vehicle on east_8th_street holds, from the next step onwards change light_west green will eventually hold.;G("record(vehicle,east_8th_street)" -> XF"change(light_west,green)");['"change(light_west,green)"', '"record(vehicle,east_8th_street)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever record safe_civilian holds, from the next step onwards avoid the active_unstable_beam will eventually hold.;G("record(safe_civilian)" -> XF"avoid(active_unstable_beam)");['"avoid(active_unstable_beam)"', '"record(safe_civilian)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever deliver_aid the injured_hostile holds, from the next step onwards photo debris will eventually hold.;G("deliver_aid(injured_hostile)" -> XF"photo(debris)");['"deliver_aid(injured_hostile)"', '"photo(debris)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever record injured_rescuer holds, from the next step onwards record unsafe_civilian will eventually hold.;G("record(injured_rescuer)" -> XF"record(unsafe_civilian)");['"record(injured_rescuer)"', '"record(unsafe_civilian)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever search the fork holds, from the next step onwards deliver the hot_dog to the shelf will eventually hold.;G("search(fork)" -> XF"deliver(hot_dog,shelf)");['"search(fork)"', '"deliver(hot_dog,shelf)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever get_help holds, from the next step onwards photo injured_victim will eventually hold.;G(get_help -> XF"photo(injured_victim)");['get_help', '"photo(injured_victim)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever change light_north red holds, from the next step onwards change light_east red will eventually hold.;G("change(light_north,red)" -> XF"change(light_east,red)");['"change(light_east,red)"', '"change(light_north,red)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever record injured_victim holds, from the next step onwards record gas_leak will eventually hold.;G("record(injured_victim)" -> XF"record(gas_leak)");['"record(gas_leak)"', '"record(injured_victim)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever deliver the aeroplane to the loading_dock holds, from the next step onwards search the dog will eventually hold.;G("deliver(aeroplane,loading_dock)" -> XF"search(dog)");['"deliver(aeroplane,loading_dock)"', '"search(dog)"'];G(prop -> XFprop);VLTL-Bench_New
Whenever get_help holds, from the next step onwards change light_west yellow will eventually hold.;G(get_help -> XF"change(light_west,yellow)");['get_help', '"change(light_west,yellow)"'];G(prop -> XFprop);VLTL-Bench_New
Once get_help has occurred, record the motorcycle on southeast_5th_avenue will never occur again.;G(get_help -> XG!"record(motorcycle,southeast_5th_avenue)");['get_help', '"record(motorcycle,southeast_5th_avenue)"'];G(prop -> XG!prop);VLTL-Bench_New
Once record the vehicle on northeast_1st_street has occurred, record the collision on north_3rd_avenue will never occur again.;G("record(vehicle,northeast_1st_street)" -> XG!"record(collision,north_3rd_avenue)");['"record(vehicle,northeast_1st_street)"', '"record(collision,north_3rd_avenue)"'];G(prop -> XG!prop);VLTL-Bench_New
Once get_help has occurred, go_home will never occur again.;G(get_help -> XG!go_home);['get_help', 'go_home'];G(prop -> XG!prop);VLTL-Bench_New
Once deliver_aid the safe_hostile has occurred, deliver_aid the safe_rescuer will never occur again.;G("deliver_aid(safe_hostile)" -> XG!"deliver_aid(safe_rescuer)");['"deliver_aid(safe_hostile)"', '"deliver_aid(safe_rescuer)"'];G(prop -> XG!prop);VLTL-Bench_New
Once record the motorcycle on north_10th_avenue has occurred, record the car on northwest_6th_street will never occur again.;G("record(motorcycle,north_10th_avenue)" -> XG!"record(car,northwest_6th_street)");['"record(car,northwest_6th_street)"', '"record(motorcycle,north_10th_avenue)"'];G(prop -> XG!prop);VLTL-Bench_New
Once deliver_aid the injured_victim has occurred, record gas_leak will never occur again.;G("deliver_aid(injured_victim)" -> XG!"record(gas_leak)");['"record(gas_leak)"', '"deliver_aid(injured_victim)"'];G(prop -> XG!prop);VLTL-Bench_New
Once record the cyclist on south_6th_street has occurred, record the person on northeast_6th_avenue will never occur again.;G("record(cyclist,south_6th_street)" -> XG!"record(person,northeast_6th_avenue)");['"record(person,northeast_6th_avenue)"', '"record(cyclist,south_6th_street)"'];G(prop -> XG!prop);VLTL-Bench_New
Once pickup the mouse has occurred, get_help will never occur again.;G("pickup(mouse)" -> XG!get_help);['get_help', '"pickup(mouse)"'];G(prop -> XG!prop);VLTL-Bench_New
Once pickup the parking_meter has occurred, search the bowl will never occur again.;G("pickup(parking_meter)" -> XG!"search(bowl)");['"pickup(parking_meter)"', '"search(bowl)"'];G(prop -> XG!prop);VLTL-Bench_New
Once search the fork has occurred, deliver the bowl to the shelf will never occur again.;G("search(fork)" -> XG!"deliver(bowl,shelf)");['"deliver(bowl,shelf)"', '"search(fork)"'];G(prop -> XG!prop);VLTL-Bench_New
Once get_help has occurred, change light_south green will never occur again.;G(get_help -> XG!"change(light_south,green)");['get_help', '"change(light_south,green)"'];G(prop -> XG!prop);VLTL-Bench_New
Once search the dining_table has occurred, get_help will never occur again.;G("search(dining_table)" -> XG!get_help);['get_help', '"search(dining_table)"'];G(prop -> XG!prop);VLTL-Bench_New
Whenever photo injured_person holds, communicate the injured_rescuer holds exactly three steps later.;G("photo(injured_person)" -> XXX"communicate(injured_rescuer)");['"communicate(injured_rescuer)"', '"photo(injured_person)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever get_help holds, record the motorcycle on northwest_6th_avenue holds exactly three steps later.;G(get_help -> XXX"record(motorcycle,northwest_6th_avenue)");['get_help', '"record(motorcycle,northwest_6th_avenue)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever search the handbag holds, idle holds exactly three steps later.;G("search(handbag)" -> XXXidle);['idle', '"search(handbag)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever change light_south red holds, record the vehicle on east_2nd_street holds exactly three steps later.;G("change(light_south,red)" -> XXX"record(vehicle,east_2nd_street)");['"change(light_south,red)"', '"record(vehicle,east_2nd_street)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever photo the jaywalker on southeast_7th_street holds, record the jaywalker on northeast_1st_avenue holds exactly three steps later.;G("photo(jaywalker,southeast_7th_street)" -> XXX"record(jaywalker,northeast_1st_avenue)");['"photo(jaywalker,southeast_7th_street)"', '"record(jaywalker,northeast_1st_avenue)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever photo the collision on east_7th_street holds, get_help holds exactly three steps later.;G("photo(collision,east_7th_street)" -> XXXget_help);['get_help', '"photo(collision,east_7th_street)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever record the person on west_8th_street holds, get_help holds exactly three steps later.;G("record(person,west_8th_street)" -> XXXget_help);['get_help', '"record(person,west_8th_street)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever get_help holds, idle holds exactly three steps later.;G(get_help -> XXXidle);['get_help', 'idle'];G(prop -> XXXprop);VLTL-Bench_New
Whenever photo injured_civilian holds, communicate the injured_victim holds exactly three steps later.;G("photo(injured_civilian)" -> XXX"communicate(injured_victim)");['"communicate(injured_victim)"', '"photo(injured_civilian)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever change light_south yellow holds, photo the jaywalker on north_3rd_avenue holds exactly three steps later.;G("change(light_south,yellow)" -> XXX"photo(jaywalker,north_3rd_avenue)");['"change(light_south,yellow)"', '"photo(jaywalker,north_3rd_avenue)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever idle holds, deliver the mouse to the shelf holds exactly three steps later.;G(idle -> XXX"deliver(mouse,shelf)");['idle', '"deliver(mouse,shelf)"'];G(prop -> XXXprop);VLTL-Bench_New
Whenever photo injured_victim holds, record safe_civilian holds exactly three steps later.;G("photo(injured_victim)" -> XXX"record(safe_civilian)");['"photo(injured_victim)"', '"record(safe_civilian)"'];G(prop -> XXXprop);VLTL-Bench_New
Every get_help is directly followed by search the dog in the next step.;G(get_help -> X"search(dog)");['get_help', '"search(dog)"'];G(prop -> Xprop);VLTL-Bench_New
Every change light_east red is directly followed by photoing the jaywalker on northwest_6th_avenue in the next step.;G("change(light_east,red)" -> X"photo(jaywalker,northwest_6th_avenue)");['"change(light_east,red)"', '"photo(jaywalker,northwest_6th_avenue)"'];G(prop -> Xprop);VLTL-Bench_New
Every communicate the safe_rescuer is directly followed by staying away from the active_debris in the next step.;G("communicate(safe_rescuer)" -> X"avoid(active_debris)");['"communicate(safe_rescuer)"', '"avoid(active_debris)"'];G(prop -> Xprop);VLTL-Bench_New
Every idle is directly followed by deliver the pizza to the shelf in the next step.;G(idle -> X"deliver(pizza,shelf)");['idle', '"deliver(pizza,shelf)"'];G(prop -> Xprop);VLTL-Bench_New
Every change light_west red is directly followed by change light_north yellow in the next step.;G("change(light_west,red)" -> X"change(light_north,yellow)");['"change(light_west,red)"', '"change(light_north,yellow)"'];G(prop -> Xprop);VLTL-Bench_New
Every deliver the donut to the loading_dock is directly followed by deliver the toilet to the shelf in the next step.;G("deliver(donut,loading_dock)" -> X"deliver(toilet,shelf)");['"deliver(donut,loading_dock)"', '"deliver(toilet,shelf)"'];G(prop -> Xprop);VLTL-Bench_New
Every get_help is directly followed by recording the pedestrian on east_2nd_avenue in the next step.;G(get_help -> X"record(pedestrian,east_2nd_avenue)");['get_help', '"record(pedestrian,east_2nd_avenue)"'];G(prop -> Xprop);VLTL-Bench_New
Every record unstable_beam is directly followed by begining recording unsafe_victim in the next step.;G("record(unstable_beam)" -> X"record(unsafe_victim)");['"record(unsafe_victim)"', '"record(unstable_beam)"'];G(prop -> Xprop);VLTL-Bench_New
Every search the umbrella is directly followed by pickup the toaster in the next step.;G("search(umbrella)" -> X"pickup(toaster)");['"search(umbrella)"', '"pickup(toaster)"'];G(prop -> Xprop);VLTL-Bench_New
Every change light_east green is directly followed by recording the motorcycle on south_2nd_avenue in the next step.;G("change(light_east,green)" -> X"record(motorcycle,south_2nd_avenue)");['"change(light_east,green)"', '"record(motorcycle,south_2nd_avenue)"'];G(prop -> Xprop);VLTL-Bench_New
Every go_home is directly followed by calling for help in the next step.;G(go_home -> Xget_help);['get_help', 'go_home'];G(prop -> Xprop);VLTL-Bench_New
Every idle is directly followed by droping off the toilet to the loading_dock in the next step.;G(idle -> X"deliver(toilet,loading_dock)");['idle', '"deliver(toilet,loading_dock)"'];G(prop -> Xprop);VLTL-Bench_New
Whenever go_home holds, communicate the injured_rescuer holds as well.;G(go_home -> "communicate(injured_rescuer)");['"communicate(injured_rescuer)"', 'go_home'];G(prop -> prop);VLTL-Bench_New
Whenever change light_north red holds, get_help holds as well.;G("change(light_north,red)" -> get_help);['get_help', '"change(light_north,red)"'];G(prop -> prop);VLTL-Bench_New
Whenever deliver_aid the safe_hostile holds, go_home holds as well.;G("deliver_aid(safe_hostile)" -> go_home);['go_home', '"deliver_aid(safe_hostile)"'];G(prop -> prop);VLTL-Bench_New
Whenever photo safe_civilian holds, avoid the inactive_unstable_beam holds as well.;G("photo(safe_civilian)" -> "avoid(inactive_unstable_beam)");['"photo(safe_civilian)"', '"avoid(inactive_unstable_beam)"'];G(prop -> prop);VLTL-Bench_New
Whenever get_help holds, record the vehicle on south_4th_avenue holds as well.;G(get_help -> "record(vehicle,south_4th_avenue)");['get_help', '"record(vehicle,south_4th_avenue)"'];G(prop -> prop);VLTL-Bench_New
Whenever photo the car on west_2nd_street holds, change light_west green holds as well.;G("photo(car,west_2nd_street)" -> "change(light_west,green)");['"change(light_west,green)"', '"photo(car,west_2nd_street)"'];G(prop -> prop);VLTL-Bench_New
Whenever deliver the tie to the shelf holds, search the motorbike holds as well.;G("deliver(tie,shelf)" -> "search(motorbike)");['"search(motorbike)"', '"deliver(tie,shelf)"'];G(prop -> prop);VLTL-Bench_New
Whenever photo the person on south_6th_avenue holds, get_help holds as well.;G("photo(person,south_6th_avenue)" -> get_help);['get_help', '"photo(person,south_6th_avenue)"'];G(prop -> prop);VLTL-Bench_New
Whenever go_home holds, record injured_victim holds as well.;G(go_home -> "record(injured_victim)");['go_home', '"record(injured_victim)"'];G(prop -> prop);VLTL-Bench_New
Whenever photo injured_rescuer holds, deliver_aid the safe_hostile holds as well.;G("photo(injured_rescuer)" -> "deliver_aid(safe_hostile)");['"deliver_aid(safe_hostile)"', '"photo(injured_rescuer)"'];G(prop -> prop);VLTL-Bench_New
Whenever idle holds, pickup the pizza holds as well.;G(idle -> "pickup(pizza)");['idle', '"pickup(pizza)"'];G(prop -> prop);VLTL-Bench_New
Whenever idle holds, pickup the tennis_racket holds as well.;G(idle -> "pickup(tennis_racket)");['idle', '"pickup(tennis_racket)"'];G(prop -> prop);VLTL-Bench_New
At every step, pickup the handbag equals the value of pickup the motorbike in the next step.;G("pickup(handbag)" <-> X"pickup(motorbike)");['"pickup(handbag)"', '"pickup(motorbike)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, record the motorcycle on southwest_10th_avenue equals the value of record the jaywalker on east_3rd_avenue in the next step.;G("record(motorcycle,southwest_10th_avenue)" <-> X"record(jaywalker,east_3rd_avenue)");['"record(motorcycle,southwest_10th_avenue)"', '"record(jaywalker,east_3rd_avenue)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, idle equals the value of deliver the skis to the loading_dock in the next step.;G(idle <-> X"deliver(skis,loading_dock)");['idle', '"deliver(skis,loading_dock)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, get_help equals the value of change light_east green in the next step.;G(get_help <-> X"change(light_east,green)");['get_help', '"change(light_east,green)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, get_help equals the value of photo the pedestrian on north_9th_street in the next step.;G(get_help <-> X"photo(pedestrian,north_9th_street)");['get_help', '"photo(pedestrian,north_9th_street)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, communicate the injured_rescuer equals the value of record fire_source in the next step.;G("communicate(injured_rescuer)" <-> X"record(fire_source)");['"communicate(injured_rescuer)"', '"record(fire_source)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, deliver the zebra to the shelf equals the value of search the baseball_glove in the next step.;G("deliver(zebra,shelf)" <-> X"search(baseball_glove)");['"deliver(zebra,shelf)"', '"search(baseball_glove)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, deliver the sandwich to the shelf equals the value of search the orange in the next step.;G("deliver(sandwich,shelf)" <-> X"search(orange)");['"deliver(sandwich,shelf)"', '"search(orange)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, record the motorcycle on south_6th_avenue equals the value of change light_west red in the next step.;G("record(motorcycle,south_6th_avenue)" <-> X"change(light_west,red)");['"change(light_west,red)"', '"record(motorcycle,south_6th_avenue)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, photo the motorcycle on southwest_10th_avenue equals the value of change light_east yellow in the next step.;G("photo(motorcycle,southwest_10th_avenue)" <-> X"change(light_east,yellow)");['"change(light_east,yellow)"', '"photo(motorcycle,southwest_10th_avenue)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, record the pedestrian on east_4th_street equals the value of change light_north yellow in the next step.;G("record(pedestrian,east_4th_street)" <-> X"change(light_north,yellow)");['"change(light_north,yellow)"', '"record(pedestrian,east_4th_street)"'];G(prop <-> Xprop);VLTL-Bench_New
At every step, record the pedestrian on north_4th_avenue equals the value of record the jaywalker on south_9th_avenue in the next step.;G("record(pedestrian,north_4th_avenue)" <-> X"record(jaywalker,south_9th_avenue)");['"record(jaywalker,south_9th_avenue)"', '"record(pedestrian,north_4th_avenue)"'];G(prop <-> Xprop);VLTL-Bench_New
The robot must always have either get_help or record the pedestrian on east_10th_street.;G(get_help | "record(pedestrian,east_10th_street)");['get_help', '"record(pedestrian,east_10th_street)"'];G(prop | prop);VLTL-Bench_New
Our agent must always have either deliver the bench to the loading_dock or get_help.;G("deliver(bench,loading_dock)" | get_help);['get_help', '"deliver(bench,loading_dock)"'];G(prop | prop);VLTL-Bench_New
You must always have either deliver the cell_phone to the loading_dock or get_help.;G("deliver(cell_phone,loading_dock)" | get_help);['get_help', '"deliver(cell_phone,loading_dock)"'];G(prop | prop);VLTL-Bench_New
Our agent must always have either record the pedestrian on east_6th_avenue or record the pedestrian on southeast_5th_street.;G("record(pedestrian,east_6th_avenue)" | "record(pedestrian,southeast_5th_street)");['"record(pedestrian,southeast_5th_street)"', '"record(pedestrian,east_6th_avenue)"'];G(prop | prop);VLTL-Bench_New
This controller must always have either record injured_victim or avoid the nearest_unstable_beam.;G("avoid(nearest_unstable_beam)" | "record(injured_victim)");['"avoid(nearest_unstable_beam)"', '"record(injured_victim)"'];G(prop | prop);VLTL-Bench_New
The robot must always have either record injured_person or record safe_person.;G("record(injured_person)" | "record(safe_person)");['"record(injured_person)"', '"record(safe_person)"'];G(prop | prop);VLTL-Bench_New
The system must always have either get_help or idle.;G(get_help | idle);['get_help', 'idle'];G(prop | prop);VLTL-Bench_New
Our agent must always have either get_help or record the collision on west_9th_avenue.;G(get_help | "record(collision,west_9th_avenue)");['get_help', '"record(collision,west_9th_avenue)"'];G(prop | prop);VLTL-Bench_New
Our agent must always have either photo the collision on northwest_4th_avenue or get_help.;G(get_help | "photo(collision,northwest_4th_avenue)");['get_help', '"photo(collision,northwest_4th_avenue)"'];G(prop | prop);VLTL-Bench_New
This controller must always have either change light_east yellow or get_help.;G("change(light_east,yellow)" | get_help);['get_help', '"change(light_east,yellow)"'];G(prop | prop);VLTL-Bench_New
The robot must always have either idle or pickup the sports_ball.;G(idle | "pickup(sports_ball)");['idle', '"pickup(sports_ball)"'];G(prop | prop);VLTL-Bench_New
Our agent must always have either photo gas_leak or record injured_victim.;G("photo(gas_leak)" | "record(injured_victim)");['"photo(gas_leak)"', '"record(injured_victim)"'];G(prop | prop);VLTL-Bench_New
If photo fire_source happens infinitely often, then so does communicate the safe_hostile.;GF"photo(fire_source)" -> GF"communicate(safe_hostile)";['"communicate(safe_hostile)"', '"photo(fire_source)"'];GFprop -> GFprop;VLTL-Bench_New
If communicate the safe_rescuer happens infinitely often, then so does deliver_aid the injured_hostile.;GF"communicate(safe_rescuer)" -> GF"deliver_aid(injured_hostile)";['"deliver_aid(injured_hostile)"', '"communicate(safe_rescuer)"'];GFprop -> GFprop;VLTL-Bench_New
If photo gas_leak happens infinitely often, then so does record flood.;GF"photo(gas_leak)" -> GF"record(flood)";['"photo(gas_leak)"', '"record(flood)"'];GFprop -> GFprop;VLTL-Bench_New
If idle happensing infinitely often, then so does pickup the pizza.;GFidle -> GF"pickup(pizza)";['idle', '"pickup(pizza)"'];GFprop -> GFprop;VLTL-Bench_New
If change light_east yellow happens infinitely often, then so does get_help.;GF"change(light_east,yellow)" -> GFget_help;['get_help', '"change(light_east,yellow)"'];GFprop -> GFprop;VLTL-Bench_New
If idle happens infinitely often, then so does search the potted_plant.;GFidle -> GF"search(potted_plant)";['idle', '"search(potted_plant)"'];GFprop -> GFprop;VLTL-Bench_New
If change light_west green happens infinitely often, then so does get_help.;GF"change(light_west,green)" -> GFget_help;['get_help', '"change(light_west,green)"'];GFprop -> GFprop;VLTL-Bench_New
If change light_south yellow happens infinitely often, then so does record the vehicle on southwest_1st_avenue.;GF"change(light_south,yellow)" -> GF"record(vehicle,southwest_1st_avenue)";['"change(light_south,yellow)"', '"record(vehicle,southwest_1st_avenue)"'];GFprop -> GFprop;VLTL-Bench_New
If photo the vehicle on northeast_3rd_street happens infinitely often, then so does photo the jaywalker on southwest_7th_street.;GF"photo(vehicle,northeast_3rd_street)" -> GF"photo(jaywalker,southwest_7th_street)";['"photo(vehicle,northeast_3rd_street)"', '"photo(jaywalker,southwest_7th_street)"'];GFprop -> GFprop;VLTL-Bench_New
If deliver the spoon to the loading_dock happens infinitely often, then so does pickup the pizza.;GF"deliver(spoon,loading_dock)" -> GF"pickup(pizza)";['"pickup(pizza)"', '"deliver(spoon,loading_dock)"'];GFprop -> GFprop;VLTL-Bench_New
If get_help happens infinitely often, then so does record the collision on east_6th_street.;GFget_help -> GF"record(collision,east_6th_street)";['get_help', '"record(collision,east_6th_street)"'];GFprop -> GFprop;VLTL-Bench_New
If pickup the zebra happens infinitely often, then so does deliver the truck to the shelf.;GF"pickup(zebra)" -> GF"deliver(truck,shelf)";['"pickup(zebra)"', '"deliver(truck,shelf)"'];GFprop -> GFprop;VLTL-Bench_New
Either pickup the bed or pickup the toilet happens infinitely often.;GF"pickup(bed)" | GF"pickup(toilet)";['"pickup(toilet)"', '"pickup(bed)"'];GFprop | GFprop;VLTL-Bench_New
Either photo the collision on south_3rd_street or record the jaywalker on south_9th_avenue happens infinitely often.;GF"photo(collision,south_3rd_street)" | GF"record(jaywalker,south_9th_avenue)";['"photo(collision,south_3rd_street)"', '"record(jaywalker,south_9th_avenue)"'];GFprop | GFprop;VLTL-Bench_New
Either change light_east red or photo the car on southwest_3rd_avenue happens infinitely often.;GF"change(light_east,red)" | GF"photo(car,southwest_3rd_avenue)";['"change(light_east,red)"', '"photo(car,southwest_3rd_avenue)"'];GFprop | GFprop;VLTL-Bench_New
Either get_help or avoid the inactive_flood happens infinitely often.;GFget_help | GF"avoid(inactive_flood)";['get_help', '"avoid(inactive_flood)"'];GFprop | GFprop;VLTL-Bench_New
Either photo injured_rescuer or avoid the nearest_unstable_beam happens infinitely often.;GF"photo(injured_rescuer)" | GF"avoid(nearest_unstable_beam)";['"avoid(nearest_unstable_beam)"', '"photo(injured_rescuer)"'];GFprop | GFprop;VLTL-Bench_New
Either communicate the injured_rescuer or go_home happens infinitely often.;GF"communicate(injured_rescuer)" | GFgo_home;['"communicate(injured_rescuer)"', 'go_home'];GFprop | GFprop;VLTL-Bench_New
Either idle or search the carrot happens infinitely often.;GFidle | GF"search(carrot)";['"search(carrot)"', 'idle'];GFprop | GFprop;VLTL-Bench_New
Either idle or pickup the toothbrush happens infinitely often.;GFidle | GF"pickup(toothbrush)";['idle', '"pickup(toothbrush)"'];GFprop | GFprop;VLTL-Bench_New
Either pickup the knife or search the wine_glass happens infinitely often.;GF"pickup(knife)" | GF"search(wine_glass)";['"pickup(knife)"', '"search(wine_glass)"'];GFprop | GFprop;VLTL-Bench_New
Either get_help or photo the cyclist on northwest_10th_street happens infinitely often.;GFget_help | GF"photo(cyclist,northwest_10th_street)";['get_help', '"photo(cyclist,northwest_10th_street)"'];GFprop | GFprop;VLTL-Bench_New
Either search the baseball_bat or idle happens infinitely often.;GF"search(baseball_bat)" | GFidle;['idle', '"search(baseball_bat)"'];GFprop | GFprop;VLTL-Bench_New
Either photo the cyclist on north_5th_street or record the vehicle on north_6th_avenue happens infinitely often.;GF"photo(cyclist,north_5th_street)" | GF"record(vehicle,north_6th_avenue)";['"photo(cyclist,north_5th_street)"', '"record(vehicle,north_6th_avenue)"'];GFprop | GFprop;VLTL-Bench_New
Either deliver the toilet to the shelf happens infinitely often, or get_help happens in the next step.;GF"deliver(toilet,shelf)" | Xget_help;['get_help', '"deliver(toilet,shelf)"'];GFprop | Xprop;VLTL-Bench_New
Either go_home happens infinitely often, or deliver_aid the injured_rescuer happens in the next step.;GFgo_home | X"deliver_aid(injured_rescuer)";['go_home', '"deliver_aid(injured_rescuer)"'];GFprop | Xprop;VLTL-Bench_New
Either record the motorcycle on northeast_1st_avenue happens infinitely often, or get_help happens in the next step.;GF"record(motorcycle,northeast_1st_avenue)" | Xget_help;['get_help', '"record(motorcycle,northeast_1st_avenue)"'];GFprop | Xprop;VLTL-Bench_New
Either deliver_aid the injured_victim happens infinitely often, or photo unsafe_person happens in the next step.;GF"deliver_aid(injured_victim)" | X"photo(unsafe_person)";['"deliver_aid(injured_victim)"', '"photo(unsafe_person)"'];GFprop | Xprop;VLTL-Bench_New
Either record the person on southeast_6th_street happens infinitely often, or get_help happens in the next step.;GF"record(person,southeast_6th_street)" | Xget_help;['get_help', '"record(person,southeast_6th_street)"'];GFprop | Xprop;VLTL-Bench_New
Either get_help happens infinitely often, or change light_south green happens in the next step.;GFget_help | X"change(light_south,green)";['get_help', '"change(light_south,green)"'];GFprop | Xprop;VLTL-Bench_New
Either pickup the fork happens infinitely often, or search the cake happens in the next step.;GF"pickup(fork)" | X"search(cake)";['"pickup(fork)"', '"search(cake)"'];GFprop | Xprop;VLTL-Bench_New
Either get_help happens infinitely often, or change light_north green happens in the next step.;GFget_help | X"change(light_north,green)";['get_help', '"change(light_north,green)"'];GFprop | Xprop;VLTL-Bench_New
Either photo the vehicle on northeast_3rd_street happens infinitely often, or photo the vehicle on northeast_4th_avenue happens in the next step.;GF"photo(vehicle,northeast_3rd_street)" | X"photo(vehicle,northeast_4th_avenue)";['"photo(vehicle,northeast_3rd_street)"', '"photo(vehicle,northeast_4th_avenue)"'];GFprop | Xprop;VLTL-Bench_New
Either pickup the refrigerator happens infinitely often, or get_help happens in the next step.;GF"pickup(refrigerator)" | Xget_help;['get_help', '"pickup(refrigerator)"'];GFprop | Xprop;VLTL-Bench_New
Either get_help happens infinitely often, or search the horse happens in the next step.;GFget_help | X"search(horse)";['get_help', '"search(horse)"'];GFprop | Xprop;VLTL-Bench_New
Either record the jaywalker on southeast_7th_avenue happens infinitely often, or change light_east red happens in the next step.;GF"record(jaywalker,southeast_7th_avenue)" | X"change(light_east,red)";['"change(light_east,red)"', '"record(jaywalker,southeast_7th_avenue)"'];GFprop | Xprop;VLTL-Bench_New
Establish communication with the safe_victim holds at all times.;G"communicate(safe_victim)";['"communicate(safe_victim)"'];Gprop;VLTL-Bench_New
Take a picture of unstable_beam holds at all times.;G"photo(unstable_beam)";['"photo(unstable_beam)"'];Gprop;VLTL-Bench_New
Deliver the book to the loading_dock holds at all times.;G"deliver(book,loading_dock)";['"deliver(book,loading_dock)"'];Gprop;VLTL-Bench_New
Take a photo of unsafe_victim holds at all times.;G"photo(unsafe_victim)";['"photo(unsafe_victim)"'];Gprop;VLTL-Bench_New
Drop off the potted_plant to the shelf holds at all times.;G"deliver(potted_plant,shelf)";['"deliver(potted_plant,shelf)"'];Gprop;VLTL-Bench_New
Look for the motorbike holds at all times.;G"search(motorbike)";['"search(motorbike)"'];Gprop;VLTL-Bench_New
Search for the orange holds at all times.;G"search(orange)";['"search(orange)"'];Gprop;VLTL-Bench_New
Take a video of gas_leak holds at all times.;G"record(gas_leak)";['"record(gas_leak)"'];Gprop;VLTL-Bench_New
Stay away from the impending_flood holds at all times.;G"avoid(impending_flood)";['"avoid(impending_flood)"'];Gprop;VLTL-Bench_New
Update light_south red holds at all times.;G"change(light_south,red)";['"change(light_south,red)"'];Gprop;VLTL-Bench_New
Update light_south yellow holds at all times.;G"change(light_south,yellow)";['"change(light_south,yellow)"'];Gprop;VLTL-Bench_New
Take a video of the collision on west_4th_avenue holds at all times.;G"record(collision,west_4th_avenue)";['"record(collision,west_4th_avenue)"'];Gprop;VLTL-Bench_New
