NL;LTL;APs
every time the sensor retrieves data and the engine breaks then at any time the sensor captures data and the motorbike falls down;G((engine_breaks & sensor_retrieves_data) -> G(motorbike_falls_down & sensor_captures_data));['motorbike_falls_down', 'sensor_captures_data', 'sensor_retrieves_data', 'engine_breaks']
after the engine starts and the table is old, eternally, either the house is built or the elevator is open;G((engine_starts & table_is_old) -> G(elevator_is_open | house_is_built));['house_is_built', 'table_is_old', 'engine_starts', 'elevator_is_open']
in any case the manager collect claims or a sensor gathers information after both a semaphore is green and an elevator falls;G((elevator_falls & semaphore_is_green) -> G(manager_collect_claims | sensor_gathers_information));['manager_collect_claims', 'elevator_falls', 'sensor_gathers_information', 'semaphore_is_green']
every time either a motorbike falls down or the house collapses after both the escalator moves and the bar is closing;G((bar_is_closing & escalator_moves) -> G(house_collapses | motorbike_falls_down));['bar_is_closing', 'motorbike_falls_down', 'house_collapses', 'escalator_moves']
always, the constructor creates instances or the escalator is blocked after both a motorbike falls down and the escalator is blocked;G((escalator_is_blocked & motorbike_falls_down) -> G(constructor_creates_instances | escalator_is_blocked));['motorbike_falls_down', 'constructor_creates_instances', 'escalator_is_blocked']
all the time the semaphore is green or the house collapses after the motorbike falls down and the escalator is blocked;G((escalator_is_blocked & motorbike_falls_down) -> G(house_collapses | semaphore_is_green));['motorbike_falls_down', 'house_collapses', 'semaphore_is_green', 'escalator_is_blocked']
after both the brake is released and the bar has to be repaired, in any case either the sensor captures data or the train has been launched;G((bar_has_to_be_repaired & brake_is_released) -> G(sensor_captures_data | train_has_been_launched));['sensor_captures_data', 'bar_has_to_be_repaired', 'train_has_been_launched', 'brake_is_released']
every time both the engine stops and the bar is up then it is always true that either the escalator speeds up or a sensor gathers information;G((bar_is_up & engine_stops) -> G(escalator_speeds_up | sensor_gathers_information));['bar_is_up', 'escalator_speeds_up', 'sensor_gathers_information', 'engine_stops']
forever, the elevator is open or a house is built after both a motorbike catches fire and the engine breaks;G((engine_breaks & motorbike_catches_fire) -> G(elevator_is_open | house_is_built));['house_is_built', 'motorbike_catches_fire', 'engine_breaks', 'elevator_is_open']
whenever the engine stops and the bridge opens then at any time either the brake is pressed or an elevator is blocked;G((bridge_opens & engine_stops) -> G(brake_is_pressed | elevator_is_blocked));['brake_is_pressed', 'bridge_opens', 'elevator_is_blocked', 'engine_stops']
always, the bar is up or the elevator rises after the elevator is open and a train has been launched;G((elevator_is_open & train_has_been_launched) -> G(bar_is_up | elevator_rises));['bar_is_up', 'train_has_been_launched', 'elevator_rises', 'elevator_is_open']
if both a train has been launched and the bar is closing then every time the bar has to be repaired or the escalator moves;G((bar_is_closing & train_has_been_launched) -> G(bar_has_to_be_repaired | escalator_moves));['bar_is_closing', 'bar_has_to_be_repaired', 'train_has_been_launched', 'escalator_moves']
every time a car starts and a manager collect claims then it is always true that a house is built or the elevator is open;G((car_starts & manager_collect_claims) -> G(elevator_is_open | house_is_built));['car_starts', 'house_is_built', 'manager_collect_claims', 'elevator_is_open']
if a semaphore is green and an elevator falls then it is always the case that a semaphore is yellow;G((elevator_falls & semaphore_is_green) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'elevator_falls', 'semaphore_is_green']
every time both the sensor captures data and the motorbike falls down then forever, the semaphore is yellow;G((motorbike_falls_down & sensor_captures_data) -> Gsemaphore_is_yellow);['motorbike_falls_down', 'sensor_captures_data', 'semaphore_is_yellow']
after a table is brown and a car starts, all the time the semaphore is yellow;G((car_starts & table_is_brown) -> Gsemaphore_is_yellow);['car_starts', 'table_is_brown', 'semaphore_is_yellow']
after the train stops and the bar is down, every time a semaphore is yellow;G((bar_is_down & train_stops) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'bar_is_down', 'train_stops']
after the motorbike falls down and the escalator is blocked, every time the semaphore is yellow;G((escalator_is_blocked & motorbike_falls_down) -> Gsemaphore_is_yellow);['motorbike_falls_down', 'semaphore_is_yellow', 'escalator_is_blocked']
after the brake is released and the bar has to be repaired, all the time a semaphore is yellow;G((bar_has_to_be_repaired & brake_is_released) -> Gsemaphore_is_yellow);['bar_has_to_be_repaired', 'semaphore_is_yellow', 'brake_is_released']
after both a train stops and a sensor gathers information, at any time the semaphore is yellow;G((sensor_gathers_information & train_stops) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'sensor_gathers_information', 'train_stops']
after a bridge opens and a constructor creates instances, forever, the semaphore is yellow;G((bridge_opens & constructor_creates_instances) -> Gsemaphore_is_yellow);['constructor_creates_instances', 'semaphore_is_yellow', 'bridge_opens']
every time the bar is down and the semaphore is red then it is always the case that a semaphore is yellow;G((bar_is_down & semaphore_is_red) -> Gsemaphore_is_yellow);['semaphore_is_red', 'semaphore_is_yellow', 'bar_is_down']
after the escalator moves and the bar is closing, it is always the case that the semaphore is yellow;G((bar_is_closing & escalator_moves) -> Gsemaphore_is_yellow);['bar_is_closing', 'semaphore_is_yellow', 'escalator_moves']
all the time a semaphore is yellow after both a train has been launched and the bar is closing;G((bar_is_closing & train_has_been_launched) -> Gsemaphore_is_yellow);['bar_is_closing', 'semaphore_is_yellow', 'train_has_been_launched']
after both the motorbike falls down and a table has been moved, all the time the semaphore is yellow;G((motorbike_falls_down & table_has_been_moved) -> Gsemaphore_is_yellow);['motorbike_falls_down', 'table_has_been_moved', 'semaphore_is_yellow']
every time either the bar is closing or the elevator falls then in the future both the brake is pressed and a train has arrived;G((bar_is_closing | elevator_falls) -> F(brake_is_pressed & train_has_arrived));['brake_is_pressed', 'bar_is_closing', 'elevator_falls', 'train_has_arrived']
eventually, the semaphore is green and a train derails after either the bar is down or a constructor instantiate objects;G((bar_is_down | constructor_instantiate_objects) -> F(semaphore_is_green & train_derails));['train_derails', 'constructor_instantiate_objects', 'bar_is_down', 'semaphore_is_green']
it will happen that a car enters and the elevator is open after the train derails or the escalator moves;G((escalator_moves | train_derails) -> F(car_enters & elevator_is_open));['train_derails', 'car_enters', 'escalator_moves', 'elevator_is_open']
if the engine starts or a constructor instantiate objects then eventually, both a semaphore is green and the train derails;G((constructor_instantiate_objects | engine_starts) -> F(semaphore_is_green & train_derails));['train_derails', 'constructor_instantiate_objects', 'engine_starts', 'semaphore_is_green']
as either a bridge closes or the engine stops, it will happen that both a manager handles requests and the bar is down;G((bridge_closes | engine_stops) -> F(bar_is_down & manager_handles_requests));['bridge_closes', 'bar_is_down', 'manager_handles_requests', 'engine_stops']
every time the bridge closes or the bar has to be repaired then eventually, the brake is released and the constructor creates instances;G((bar_has_to_be_repaired | bridge_closes) -> F(brake_is_released & constructor_creates_instances));['constructor_creates_instances', 'bar_has_to_be_repaired', 'bridge_closes', 'brake_is_released']
after the brake is released or the engine breaks, sooner or later a sensor retrieves data and a motorbike has started;G((brake_is_released | engine_breaks) -> F(motorbike_has_started & sensor_retrieves_data));['brake_is_released', 'sensor_retrieves_data', 'engine_breaks', 'motorbike_has_started']
whenever either the motorbike has stopped or the engine stops then it will happen that the motorbike catches fire and a sensor retrieves data;G((engine_stops | motorbike_has_stopped) -> F(motorbike_catches_fire & sensor_retrieves_data));['motorbike_catches_fire', 'sensor_retrieves_data', 'motorbike_has_stopped', 'engine_stops']
always when the motorbike has stopped or the escalator is blocked then at a certain moment both a semaphore is green and the bridge opens;G((escalator_is_blocked | motorbike_has_stopped) -> F(bridge_opens & semaphore_is_green));['bridge_opens', 'motorbike_has_stopped', 'semaphore_is_green', 'escalator_is_blocked']
if either an elevator falls or the train stops then sooner or later both the elevator rises and a train is crossing;G((elevator_falls | train_stops) -> F(elevator_rises & train_is_crossing));['train_is_crossing', 'elevator_falls', 'elevator_rises', 'train_stops']
always when either the motorbike catches fire or a sensor gathers information then it will happen that both the sensor captures data and the engine stops;G((motorbike_catches_fire | sensor_gathers_information) -> F(engine_stops & sensor_captures_data));['sensor_captures_data', 'motorbike_catches_fire', 'sensor_gathers_information', 'engine_stops']
at some point both the train has arrived and the train is crossing after the table has been moved or a train stops;G((table_has_been_moved | train_stops) -> F(train_has_arrived & train_is_crossing));['train_is_crossing', 'table_has_been_moved', 'train_stops', 'train_has_arrived']
as the motorbike has stopped or the bar has to be repaired, eventually, either a bridge closes or the bar has to be repaired;G((bar_has_to_be_repaired | motorbike_has_stopped) -> F(bar_has_to_be_repaired | bridge_closes));['bar_has_to_be_repaired', 'bridge_closes', 'motorbike_has_stopped']
as a motorbike falls down or the car enters, it will happen that the bar has to be repaired or an elevator rises;G((car_enters | motorbike_falls_down) -> F(bar_has_to_be_repaired | elevator_rises));['motorbike_falls_down', 'car_enters', 'bar_has_to_be_repaired', 'elevator_rises']
it is going to happen that either the bar has to be repaired or a semaphore is red after either the car starts or the manager handles requests;G((car_starts | manager_handles_requests) -> F(bar_has_to_be_repaired | semaphore_is_red));['car_starts', 'semaphore_is_red', 'bar_has_to_be_repaired', 'manager_handles_requests']
whenever the brake is released or the semaphore is red then at a certain moment either the motorbike catches fire or a semaphore is broken;G((brake_is_released | semaphore_is_red) -> F(motorbike_catches_fire | semaphore_is_broken));['semaphore_is_red', 'motorbike_catches_fire', 'brake_is_released', 'semaphore_is_broken']
as either the elevator rises or the elevator falls, at a certain moment a table has been moved or the engine stops;G((elevator_falls | elevator_rises) -> F(engine_stops | table_has_been_moved));['table_has_been_moved', 'elevator_falls', 'elevator_rises', 'engine_stops']
whenever either a house is open or the table has been moved then finally, the semaphore is green or a car enters;G((house_is_open | table_has_been_moved) -> F(car_enters | semaphore_is_green));['house_is_open', 'table_has_been_moved', 'car_enters', 'semaphore_is_green']
always when either a house is open or the brake is released then sooner or later the table is brown or a constructor instantiate objects;G((brake_is_released | house_is_open) -> F(constructor_instantiate_objects | table_is_brown));['house_is_open', 'constructor_instantiate_objects', 'table_is_brown', 'brake_is_released']
as either the car enters or the escalator speeds up, it will happen that the motorbike falls down or an elevator rises;G((car_enters | escalator_speeds_up) -> F(elevator_rises | motorbike_falls_down));['escalator_speeds_up', 'motorbike_falls_down', 'car_enters', 'elevator_rises']
after the elevator rises or the semaphore is yellow, it is going to happen that a motorbike is driven or the bridge closes;G((elevator_rises | semaphore_is_yellow) -> F(bridge_closes | motorbike_is_driven));['motorbike_is_driven', 'semaphore_is_yellow', 'elevator_rises', 'bridge_closes']
if either the bar has to be repaired or the engine breaks then at some point the bar has to be repaired or the sensor retrieves data;G((bar_has_to_be_repaired | engine_breaks) -> F(bar_has_to_be_repaired | sensor_retrieves_data));['bar_has_to_be_repaired', 'sensor_retrieves_data', 'engine_breaks']
whenever either the elevator falls or the elevator is open then it will happen that a sensor retrieves data or the engine starts;G((elevator_falls | elevator_is_open) -> F(engine_starts | sensor_retrieves_data));['elevator_falls', 'engine_starts', 'sensor_retrieves_data', 'elevator_is_open']
if the bar has to be repaired or the engine breaks then at some point in time a bridge closes or the escalator moves;G((bar_has_to_be_repaired | engine_breaks) -> F(bridge_closes | escalator_moves));['bar_has_to_be_repaired', 'escalator_moves', 'bridge_closes', 'engine_breaks']
always when either the bar is down or the semaphore is yellow then finally, the semaphore is yellow;G((bar_is_down | semaphore_is_yellow) -> Fsemaphore_is_yellow);['semaphore_is_yellow', 'bar_is_down']
if the elevator falls or a semaphore is red then in the future the sensor captures data;G((elevator_falls | semaphore_is_red) -> Fsensor_captures_data);['semaphore_is_red', 'sensor_captures_data', 'elevator_falls']
eventually, the train has arrived after either the bridge closes or an elevator is blocked;G((bridge_closes | elevator_is_blocked) -> Ftrain_has_arrived);['bridge_closes', 'elevator_is_blocked', 'train_has_arrived']
as either the escalator is blocked or the engine stops, in the future a train has arrived;G((engine_stops | escalator_is_blocked) -> Ftrain_has_arrived);['escalator_is_blocked', 'engine_stops', 'train_has_arrived']
always when either the bar is down or the semaphore is green then it is going to happen that the train derails;G((bar_is_down | semaphore_is_green) -> Ftrain_derails);['train_derails', 'bar_is_down', 'semaphore_is_green']
whenever the bar has to be repaired or a semaphore is red then sooner or later the train has arrived;G((bar_has_to_be_repaired | semaphore_is_red) -> Ftrain_has_arrived);['semaphore_is_red', 'bar_has_to_be_repaired', 'train_has_arrived']
whenever a train derails or a train has been launched then at a certain moment a sensor captures data;G((train_derails | train_has_been_launched) -> Fsensor_captures_data);['train_derails', 'sensor_captures_data', 'train_has_been_launched']
after either the sensor retrieves data or the engine starts, at some point in time the semaphore is yellow;G((engine_starts | sensor_retrieves_data) -> Fsemaphore_is_yellow);['semaphore_is_yellow', 'engine_starts', 'sensor_retrieves_data']
whenever the bridge closes or the engine stops then eventually, the semaphore is yellow;G((bridge_closes | engine_stops) -> Fsemaphore_is_yellow);['semaphore_is_yellow', 'bridge_closes', 'engine_stops']
if the brake is pressed or a semaphore is broken then it will happen that the semaphore is yellow;G((brake_is_pressed | semaphore_is_broken) -> Fsemaphore_is_yellow);['brake_is_pressed', 'semaphore_is_yellow', 'semaphore_is_broken']
after the bar has to be repaired or the escalator speeds up, sooner or later a semaphore is yellow;G((bar_has_to_be_repaired | escalator_speeds_up) -> Fsemaphore_is_yellow);['escalator_speeds_up', 'bar_has_to_be_repaired', 'semaphore_is_yellow']
at a certain moment the semaphore is yellow after either a table is old or the manager collect claims;G((manager_collect_claims | table_is_old) -> Fsemaphore_is_yellow);['manager_collect_claims', 'table_is_old', 'semaphore_is_yellow']
always either the escalator moves or the table is old implies that it never happens that a train has been launched and a semaphore is green;G((escalator_moves | table_is_old) -> G!(semaphore_is_green & train_has_been_launched));['table_is_old', 'train_has_been_launched', 'escalator_moves', 'semaphore_is_green']
whenever either the manager collect claims or an elevator falls then it will not happen that both the motorbike is driven and the house is built;G((elevator_falls | manager_collect_claims) -> G!(house_is_built & motorbike_is_driven));['house_is_built', 'manager_collect_claims', 'motorbike_is_driven', 'elevator_falls']
whenever the elevator is open or the bar is closing then it will not happen that both the motorbike catches fire and a bridge opens;G((bar_is_closing | elevator_is_open) -> G!(bridge_opens & motorbike_catches_fire));['bar_is_closing', 'bridge_opens', 'motorbike_catches_fire', 'elevator_is_open']
under no circumstances both a train has been launched and a semaphore is green after either a table is brown or the car stops;G((car_stops | table_is_brown) -> G!(semaphore_is_green & train_has_been_launched));['table_is_brown', 'car_stops', 'train_has_been_launched', 'semaphore_is_green']
whenever the bar has to be repaired or a train has arrived then it never happens that both the motorbike has started and the train is crossing;G((bar_has_to_be_repaired | train_has_arrived) -> G!(motorbike_has_started & train_is_crossing));['train_is_crossing', 'bar_has_to_be_repaired', 'motorbike_has_started', 'train_has_arrived']
if either the engine breaks or a sensor gathers information then it should not happen that a constructor instantiate objects and a house is open;G((engine_breaks | sensor_gathers_information) -> G!(constructor_instantiate_objects & house_is_open));['house_is_open', 'constructor_instantiate_objects', 'sensor_gathers_information', 'engine_breaks']
whenever an elevator is open or the manager handles requests then at no time both an elevator is blocked and the car starts;G((elevator_is_open | manager_handles_requests) -> G!(car_starts & elevator_is_blocked));['car_starts', 'elevator_is_blocked', 'elevator_is_open', 'manager_handles_requests']
always the table is brown or the car stops implies that it should not happen that the manager collect claims and a bridge closes;G((car_stops | table_is_brown) -> G!(bridge_closes & manager_collect_claims));['table_is_brown', 'manager_collect_claims', 'car_stops', 'bridge_closes']
every time either the train has been launched or a train has arrived then under no circumstances the table has been moved and an elevator falls;G((train_has_arrived | train_has_been_launched) -> G!(elevator_falls & table_has_been_moved));['table_has_been_moved', 'elevator_falls', 'train_has_been_launched', 'train_has_arrived']
never, both the bar is down and the train has been launched after either the escalator is blocked or the bar is down;G((bar_is_down | escalator_is_blocked) -> G!(bar_is_down & train_has_been_launched));['train_has_been_launched', 'bar_is_down', 'escalator_is_blocked']
always either a semaphore is green or a motorbike falls down implies that it never happens that both a bridge opens and the sensor retrieves data;G((motorbike_falls_down | semaphore_is_green) -> G!(bridge_opens & sensor_retrieves_data));['motorbike_falls_down', 'bridge_opens', 'sensor_retrieves_data', 'semaphore_is_green']
every time either the semaphore is green or a motorbike falls down then absolutely never, both an elevator rises and a train has arrived;G((motorbike_falls_down | semaphore_is_green) -> G!(elevator_rises & train_has_arrived));['motorbike_falls_down', 'elevator_rises', 'semaphore_is_green', 'train_has_arrived']
always either the engine starts or the engine stops implies that absolutely never, either the semaphore is yellow or the brake is released;G((engine_starts | engine_stops) -> G!(brake_is_released | semaphore_is_yellow));['semaphore_is_yellow', 'engine_starts', 'brake_is_released', 'engine_stops']
after either a house collapses or the bar is closing, under no circumstances either a train stops or a semaphore is red;G((bar_is_closing | house_collapses) -> G!(semaphore_is_red | train_stops));['semaphore_is_red', 'bar_is_closing', 'house_collapses', 'train_stops']
after a manager collect claims or an elevator falls, it never happens that either a semaphore is green or the bar is up;G((elevator_falls | manager_collect_claims) -> G!(bar_is_up | semaphore_is_green));['bar_is_up', 'manager_collect_claims', 'elevator_falls', 'semaphore_is_green']
every time the engine starts or the train is crossing then under no condition the escalator moves or a table is old;G((engine_starts | train_is_crossing) -> G!(escalator_moves | table_is_old));['train_is_crossing', 'table_is_old', 'escalator_moves', 'engine_starts']
always either the engine starts or the motorbike catches fire implies that at no time either the engine starts or a train is crossing;G((engine_starts | motorbike_catches_fire) -> G!(engine_starts | train_is_crossing));['train_is_crossing', 'motorbike_catches_fire', 'engine_starts']
whenever a train derails or a motorbike falls down then under no circumstances the motorbike catches fire or the bar has to be repaired;G((motorbike_falls_down | train_derails) -> G!(bar_has_to_be_repaired | motorbike_catches_fire));['train_derails', 'motorbike_falls_down', 'bar_has_to_be_repaired', 'motorbike_catches_fire']
absolutely never, either a motorbike catches fire or the bar has to be repaired after a manager collect claims or the elevator falls;G((elevator_falls | manager_collect_claims) -> G!(bar_has_to_be_repaired | motorbike_catches_fire));['manager_collect_claims', 'bar_has_to_be_repaired', 'elevator_falls', 'motorbike_catches_fire']
it is never the case that either the brake is released or the table is brown after the train has been launched or the train has arrived;G((train_has_arrived | train_has_been_launched) -> G!(brake_is_released | table_is_brown));['table_is_brown', 'train_has_been_launched', 'brake_is_released', 'train_has_arrived']
never, either the engine stops or a train stops after either the brake is released or a train has been launched;G((brake_is_released | train_has_been_launched) -> G!(engine_stops | train_stops));['train_has_been_launched', 'brake_is_released', 'train_stops', 'engine_stops']
every time the sensor captures data or the train is crossing then under no circumstances the semaphore is green or a motorbike falls down;G((sensor_captures_data | train_is_crossing) -> G!(motorbike_falls_down | semaphore_is_green));['train_is_crossing', 'motorbike_falls_down', 'sensor_captures_data', 'semaphore_is_green']
if either the brake is released or the engine starts then absolutely never, either the car enters or the brake is released;G((brake_is_released | engine_starts) -> G!(brake_is_released | car_enters));['car_enters', 'engine_starts', 'brake_is_released']
if either the brake is released or the train has been launched then under no condition the bridge closes or the table has been moved;G((brake_is_released | train_has_been_launched) -> G!(bridge_closes | table_has_been_moved));['table_has_been_moved', 'train_has_been_launched', 'bridge_closes', 'brake_is_released']
if the engine stops or the table is brown then in any case both a house is open and the motorbike has started;G((engine_stops | table_is_brown) -> G(house_is_open & motorbike_has_started));['house_is_open', 'table_is_brown', 'motorbike_has_started', 'engine_stops']
if either the engine stops or a car enters then eternally, both the engine starts and the house is built;G((car_enters | engine_stops) -> G(engine_starts & house_is_built));['house_is_built', 'car_enters', 'engine_starts', 'engine_stops']
every time a semaphore is yellow or the engine breaks then at any time a train has been launched and the motorbike is driven;G((engine_breaks | semaphore_is_yellow) -> G(motorbike_is_driven & train_has_been_launched));['motorbike_is_driven', 'semaphore_is_yellow', 'train_has_been_launched', 'engine_breaks']
it is always the case that both a train has been launched and the motorbike is driven after the engine stops or the car enters;G((car_enters | engine_stops) -> G(motorbike_is_driven & train_has_been_launched));['motorbike_is_driven', 'car_enters', 'train_has_been_launched', 'engine_stops']
if the bar is down or the sensor retrieves data then eternally, both a train stops and the bar is down;G((bar_is_down | sensor_retrieves_data) -> G(bar_is_down & train_stops));['sensor_retrieves_data', 'bar_is_down', 'train_stops']
whenever either the motorbike has stopped or a semaphore is yellow then every time both the car starts and a manager collect claims;G((motorbike_has_stopped | semaphore_is_yellow) -> G(car_starts & manager_collect_claims));['car_starts', 'manager_collect_claims', 'semaphore_is_yellow', 'motorbike_has_stopped']
always, a motorbike falls down and a table has been moved after the motorbike falls down or a house collapses;G((house_collapses | motorbike_falls_down) -> G(motorbike_falls_down & table_has_been_moved));['motorbike_falls_down', 'table_has_been_moved', 'house_collapses']
if either the sensor captures data or the brake is released then eternally, both a semaphore is green and the elevator falls;G((brake_is_released | sensor_captures_data) -> G(elevator_falls & semaphore_is_green));['sensor_captures_data', 'elevator_falls', 'brake_is_released', 'semaphore_is_green']
every time the brake is released or the escalator is blocked then all the time both the brake is pressed and the bar is down;G((brake_is_released | escalator_is_blocked) -> G(bar_is_down & brake_is_pressed));['brake_is_pressed', 'brake_is_released', 'bar_is_down', 'escalator_is_blocked']
always, both the manager collect claims and the escalator is blocked after a constructor creates instances or the house is built;G((constructor_creates_instances | house_is_built) -> G(escalator_is_blocked & manager_collect_claims));['house_is_built', 'manager_collect_claims', 'constructor_creates_instances', 'escalator_is_blocked']
if either a house is built or the elevator is open then all the time a house is open and the motorbike has started;G((elevator_is_open | house_is_built) -> G(house_is_open & motorbike_has_started));['house_is_open', 'house_is_built', 'motorbike_has_started', 'elevator_is_open']
at any time an elevator falls and the engine starts after the motorbike has stopped or the semaphore is yellow;G((motorbike_has_stopped | semaphore_is_yellow) -> G(elevator_falls & engine_starts));['semaphore_is_yellow', 'elevator_falls', 'engine_starts', 'motorbike_has_stopped']
after the elevator is open or the house is built, at any time either the sensor captures data or the engine breaks;G((elevator_is_open | house_is_built) -> G(engine_breaks | sensor_captures_data));['house_is_built', 'sensor_captures_data', 'engine_breaks', 'elevator_is_open']
whenever either the table is old or a car starts then forever, the elevator is open or a house is built;G((car_starts | table_is_old) -> G(elevator_is_open | house_is_built));['car_starts', 'house_is_built', 'table_is_old', 'elevator_is_open']
after the bar has to be repaired or the escalator moves, always, the bridge opens or the motorbike has started;G((bar_has_to_be_repaired | escalator_moves) -> G(bridge_opens | motorbike_has_started));['bar_has_to_be_repaired', 'bridge_opens', 'escalator_moves', 'motorbike_has_started']
every time a sensor captures data or a train has been launched after the bar has to be repaired or the escalator moves;G((bar_has_to_be_repaired | escalator_moves) -> G(sensor_captures_data | train_has_been_launched));['sensor_captures_data', 'bar_has_to_be_repaired', 'train_has_been_launched', 'escalator_moves']
every time a constructor creates instances or a house is built then every time either a table is old or the car starts;G((constructor_creates_instances | house_is_built) -> G(car_starts | table_is_old));['car_starts', 'house_is_built', 'constructor_creates_instances', 'table_is_old']
after the constructor creates instances or a house is built, eternally, the sensor captures data or the brake is released;G((constructor_creates_instances | house_is_built) -> G(brake_is_released | sensor_captures_data));['house_is_built', 'sensor_captures_data', 'constructor_creates_instances', 'brake_is_released']
whenever the engine starts or a train is crossing then it is always the case that either a motorbike falls down or the escalator is blocked;G((engine_starts | train_is_crossing) -> G(escalator_is_blocked | motorbike_falls_down));['train_is_crossing', 'motorbike_falls_down', 'engine_starts', 'escalator_is_blocked']
every time the semaphore is broken or the train has arrived then always, either a constructor creates instances or the house is built;G((semaphore_is_broken | train_has_arrived) -> G(constructor_creates_instances | house_is_built));['house_is_built', 'constructor_creates_instances', 'semaphore_is_broken', 'train_has_arrived']
whenever either the bar is up or the elevator rises then all the time the brake is released or the escalator is blocked;G((bar_is_up | elevator_rises) -> G(brake_is_released | escalator_is_blocked));['bar_is_up', 'elevator_rises', 'brake_is_released', 'escalator_is_blocked']
every time either the sensor captures data or the brake is released then it is always true that either a manager collect claims or the escalator speeds up;G((brake_is_released | sensor_captures_data) -> G(escalator_speeds_up | manager_collect_claims));['escalator_speeds_up', 'manager_collect_claims', 'sensor_captures_data', 'brake_is_released']
after either the manager collect claims or the sensor gathers information, all the time either the bridge opens or a motorbike has started;G((manager_collect_claims | sensor_gathers_information) -> G(bridge_opens | motorbike_has_started));['manager_collect_claims', 'bridge_opens', 'sensor_gathers_information', 'motorbike_has_started']
after the bar has to be repaired or the bar is up, every time the brake is released or a motorbike has started;G((bar_has_to_be_repaired | bar_is_up) -> G(brake_is_released | motorbike_has_started));['bar_is_up', 'bar_has_to_be_repaired', 'brake_is_released', 'motorbike_has_started']
whenever the brake is pressed or the elevator is blocked then eternally, the semaphore is yellow;G((brake_is_pressed | elevator_is_blocked) -> Gsemaphore_is_yellow);['brake_is_pressed', 'semaphore_is_yellow', 'elevator_is_blocked']
whenever the manager handles requests or a table is old then every time a semaphore is yellow;G((manager_handles_requests | table_is_old) -> Gsemaphore_is_yellow);['table_is_old', 'semaphore_is_yellow', 'manager_handles_requests']
whenever the semaphore is green or the sensor retrieves data then in any case a semaphore is yellow;G((semaphore_is_green | sensor_retrieves_data) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'sensor_retrieves_data', 'semaphore_is_green']
forever, the semaphore is yellow after a manager handles requests or a motorbike has started;G((manager_handles_requests | motorbike_has_started) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'motorbike_has_started', 'manager_handles_requests']
if a motorbike has stopped or the escalator speeds up then at any time a semaphore is yellow;G((escalator_speeds_up | motorbike_has_stopped) -> Gsemaphore_is_yellow);['escalator_speeds_up', 'semaphore_is_yellow', 'motorbike_has_stopped']
if either a car starts or the elevator falls then forever, a semaphore is yellow;G((car_starts | elevator_falls) -> Gsemaphore_is_yellow);['car_starts', 'semaphore_is_yellow', 'elevator_falls']
whenever the sensor captures data or the engine breaks then at any time a semaphore is yellow;G((engine_breaks | sensor_captures_data) -> Gsemaphore_is_yellow);['sensor_captures_data', 'semaphore_is_yellow', 'engine_breaks']
whenever either the brake is released or the escalator is blocked then always, the semaphore is yellow;G((brake_is_released | escalator_is_blocked) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'brake_is_released', 'escalator_is_blocked']
always, a semaphore is yellow after either a constructor creates instances or the escalator is blocked;G((constructor_creates_instances | escalator_is_blocked) -> Gsemaphore_is_yellow);['constructor_creates_instances', 'semaphore_is_yellow', 'escalator_is_blocked']
after the house collapses or a table is old, in any case a semaphore is yellow;G((house_collapses | table_is_old) -> Gsemaphore_is_yellow);['table_is_old', 'house_collapses', 'semaphore_is_yellow']
every time the bar is down or a sensor retrieves data then at any time a semaphore is yellow;G((bar_is_down | sensor_retrieves_data) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'sensor_retrieves_data', 'bar_is_down']
after either the manager collect claims or the sensor gathers information, it is always true that the semaphore is yellow;G((manager_collect_claims | sensor_gathers_information) -> Gsemaphore_is_yellow);['manager_collect_claims', 'semaphore_is_yellow', 'sensor_gathers_information']
forever, the manager collect claims, a sensor gathers information and a train stops;G(manager_collect_claims & sensor_gathers_information & train_stops);['manager_collect_claims', 'sensor_gathers_information', 'train_stops']
it is always true that a motorbike has started, the constructor creates instances and a house is built;G(constructor_creates_instances & house_is_built & motorbike_has_started);['house_is_built', 'constructor_creates_instances', 'motorbike_has_started']
every time the brake is released, a sensor gathers information and the train stops;G(brake_is_released & sensor_gathers_information & train_stops);['brake_is_released', 'sensor_gathers_information', 'train_stops']
it is always true that a motorbike has stopped and together an elevator is blocked and a table is old;G(elevator_is_blocked & motorbike_has_stopped & table_is_old);['table_is_old', 'motorbike_has_stopped', 'elevator_is_blocked']
it is always true that a motorbike has stopped and together the engine stops and the bar is down;G(bar_is_down & engine_stops & motorbike_has_stopped);['motorbike_has_stopped', 'bar_is_down', 'engine_stops']
it is always the case that the bar is down, the engine stops and the engine starts;G(bar_is_down & engine_starts & engine_stops);['engine_starts', 'bar_is_down', 'engine_stops']
it is always the case that the brake is released, the motorbike falls down and the car enters;G(brake_is_released & car_enters & motorbike_falls_down);['motorbike_falls_down', 'car_enters', 'brake_is_released']
all the time a manager handles requests and, at the same time, the train is crossing and the escalator speeds up;G(escalator_speeds_up & manager_handles_requests & train_is_crossing);['train_is_crossing', 'escalator_speeds_up', 'manager_handles_requests']
