NL;LTL;APs;lifted_lifted;source
If ( prop_1 ) then ( prop_2 ) should happen , and is equivalent to the case that for each time instant ( prop_3 ) is true .;(prop_1 -> prop_2) <-> Gprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
It is always the case that if (prop_2), then (prop_1), which is equivalent to saying that (prop_3) is true for all time .;(prop_2 -> prop_1) <-> Gprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
For all time (prop_2) is true is equivalent to the scenario in which (prop_1) happens and then (prop_3) happens .;(prop_1 -> prop_3) <-> Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
For all instances, (prop_1) is true if and only if when (prop_3) happens, it implies that (prop_2) also happens.;(prop_3 -> prop_2) <-> Gprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
For each time instant ( prop_1 ) should happen , the former scenario is equivalent to the case that if ( prop_2 ) then ( prop_3 ) .;(prop_2 -> prop_3) <-> Gprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
The scenario in which (prop_3) happens and then (prop_2) , should be equivalent to the scenario in which (prop_1) is always true .;(prop_3 -> prop_2) <-> Gprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
The scenario in which (prop_2) happens and then (prop_3) , should be equivalent to the scenario in which (prop_1) is always true .;(prop_2 -> prop_3) <-> Gprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
For all time (prop_3) happens is equivalent to the scenario in which (prop_2) happens and then (prop_1) happens .;(prop_2 -> prop_1) <-> Gprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
For all time (prop_2) happens is equivalent to the scenario that if (prop_3) then (prop_1) .;(prop_3 -> prop_1) <-> Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
For all time (prop_2), is equivalent to the scenario that if (prop_1), then (prop_3) .;(prop_1 -> prop_3) <-> Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) <-> Gprop;lifted_data_pureLTL.jsonl
Until (prop_1) is not true, if (prop_2), then (prop_3) .;(prop_1 -> prop_2) U !prop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If (prop_2) then (prop_1), until you no longer detect (prop_3) .;(prop_2 -> prop_1) U !prop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If (prop_3) then (prop_2), until you no longer detect (prop_1) .;(prop_3 -> prop_2) U !prop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
Until (prop_1) does not happen, for every time (prop_2) occurs, (prop_3) should also occur .;(prop_1 -> prop_2) U !prop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If (prop_3), then (prop_1), and keep this until (prop_2) is not true .;(prop_3 -> prop_1) U !prop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If (prop_1), then (prop_2), and keep this until (prop_3) is not true .;(prop_1 -> prop_2) U !prop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If ( prop_3 ) then ( prop_1 ) happens , and this scenario will hold until at some point ( prop_2 ) does not happen .;(prop_3 -> prop_1) U !prop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If (prop_3) is observed, then do (prop_2), but stop if (prop_1) is not observed .;(prop_3 -> prop_2) U !prop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
Until (prop_1) is not true, if (prop_3), then (prop_2) .;(prop_1 -> prop_3) U !prop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
Keep making sure that if ( prop_3 ) happens, then ( prop_2 ) also happens, and continue this until ( prop_1 ) does not happen.;(prop_3 -> prop_2) U !prop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If ( prop_2 ) then ( prop_1 ) happens , and this scenario will hold until at some point ( prop_3 ) does not happen .;(prop_2 -> prop_1) U !prop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
( prop_2 ) implies ( prop_3 ) happening and this scenario will hold until ( prop_1 ) is false .;(prop_2 -> prop_3) U !prop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) U !prop;lifted_data_pureLTL.jsonl
If (prop_2), then do (prop_1), but stop if you see (prop_3) and (prop_4) at the same time .;(prop_2 -> prop_1) U (prop_3 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop & prop);lifted_data_pureLTL.jsonl
Until both (prop_3) and (prop_1) happen, if (prop_4) occurs, then (prop_2) must also happen.;(prop_4 -> prop_2) U (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop & prop);lifted_data_pureLTL.jsonl
If (prop_3), then do (prop_1), but stop if you see (prop_4) and (prop_2) at the same time .;(prop_3 -> prop_1) U (prop_2 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop & prop);lifted_data_pureLTL.jsonl
Until (prop_3) and (prop_1) happen at the same time, if (prop_4) happens then (prop_2) should also happen .;(prop_3 -> prop_1) U (prop_2 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop & prop);lifted_data_pureLTL.jsonl
If (prop_2) happens, then make (prop_4) happen, and keep this until (prop_3) happens and then make (prop_1) happen .;(prop_2 -> prop_4) U (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
Until (prop_1) happens and (prop_2) is true as a result, if (prop_3) happens, then (prop_4) should also be true.;(prop_1 -> prop_2) U (prop_3 -> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
If ( prop_1 ) then ( prop_2 ) happens and this scenario continues until if ( prop_3 ) then ( prop_4 ) .;(prop_1 -> prop_2) U (prop_3 -> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
Until (prop_3) happens and (prop_1) is true as a result, if (prop_4) happens, then (prop_2) should also be true .;(prop_3 -> prop_1) U (prop_4 -> prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_1) happens, then make (prop_2) happen, and keep this until (prop_4) happens and then make (prop_3) happen .;(prop_1 -> prop_2) U (prop_4 -> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
Until (prop_3) happens and (prop_4) is true as a result, if (prop_1) happens, then (prop_2) should also be true .;(prop_3 -> prop_4) U (prop_1 -> prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
Until (prop_2) happens and (prop_3) is true as a result, if (prop_4) happens, then (prop_1) should also be true.;(prop_2 -> prop_3) U (prop_4 -> prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
Until (prop_3) happens and (prop_2) is true as a result, if (prop_1) happens, then (prop_4) should also be true.;(prop_3 -> prop_2) U (prop_1 -> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
If ( prop_3 ) then ( prop_2 ) happens and this scenario continues until if ( prop_1 ) then ( prop_4 ) .;(prop_3 -> prop_2) U (prop_1 -> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
Until (prop_1) happens and (prop_4) is true as a result, if (prop_3) happens, then (prop_2) should also be true.;(prop_1 -> prop_4) U (prop_3 -> prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
If ( prop_2 ) then ( prop_1 ) happens , the above constraint continues until the case that if ( prop_3 ) then ( prop_4 ) happens .;(prop_2 -> prop_1) U (prop_3 -> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_4), then (prop_2), the above scenario holds until (prop_1) is equal to (prop_3) .;(prop_4 -> prop_2) U (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_1) then do (prop_4), until (prop_2) is equivalent to (prop_3) .;(prop_1 -> prop_4) U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_4), then do (prop_2) until (prop_3) is equivalent to (prop_1) .;(prop_4 -> prop_2) U (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_3), then do (prop_4), but keep doing it until (prop_2) is the same as (prop_1) .;(prop_3 -> prop_4) U (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_1), then do (prop_3), but keep doing it until (prop_4) is the same as (prop_2) .;(prop_1 -> prop_3) U (prop_2 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
Until (prop_2) is equivalent to (prop_3), if (prop_1) happens then (prop_4) should also happen .;(prop_2 -> prop_3) U (prop_1 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_1), then do (prop_4) until (prop_3) is equivalent to (prop_2) .;(prop_1 -> prop_4) U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
Until (prop_1) is equivalent to (prop_2), if (prop_3) happens then (prop_4) should also happen .;(prop_1 -> prop_2) U (prop_3 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_3) then do (prop_2), until (prop_1) is equivalent to (prop_4) .;(prop_3 -> prop_2) U (prop_1 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_4), then (prop_3), and keep doing so until (prop_1) is the same as (prop_2) .;(prop_4 -> prop_3) U (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_2), then (prop_3), and keep doing so until (prop_1) is the same as (prop_4) .;(prop_2 -> prop_3) U (prop_1 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_1), then (prop_2), the above scenario holds until (prop_3) is equal to (prop_4) .;(prop_1 -> prop_2) U (prop_3 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop <-> prop);lifted_data_pureLTL.jsonl
Try (prop_1) and then achieve (prop_2), but if (prop_4) or (prop_3) happens, then stop .;(prop_1 -> prop_2) U (prop_3 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_2), then (prop_1), but if (prop_4) or (prop_3), then stop .;(prop_2 -> prop_1) U (prop_3 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
Until either (prop_1) or (prop_4) happens, ensure that whenever (prop_3) occurs, (prop_2) also takes place.;(prop_3 -> prop_2) U (prop_1 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
Until either (prop_4) or (prop_2) happens, if (prop_3) happens, then (prop_1) should also happen.;(prop_3 -> prop_1) U (prop_2 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_1) is observed, then do (prop_3), keep this state until (prop_4) or (prop_2) is observed .;(prop_1 -> prop_3) U (prop_2 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_3), then (prop_4), but if (prop_2) or (prop_1), then stop .;(prop_3 -> prop_4) U (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_3), then do (prop_2), and keep doing this until (prop_1) or (prop_4) .;(prop_3 -> prop_2) U (prop_1 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_4) is observed, then do (prop_1), keep this state until (prop_2) or (prop_3) is observed .;(prop_4 -> prop_1) U (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_3) occurs then do (prop_1), until (prop_4) or (prop_2) happens .;(prop_3 -> prop_1) U (prop_2 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_1), then do (prop_4), and keep doing this until (prop_2) or (prop_3) .;(prop_1 -> prop_4) U (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_2) occurs then do (prop_1), until (prop_4) or (prop_3) happens .;(prop_2 -> prop_1) U (prop_3 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
Try (prop_1) and then achieve (prop_3), but if (prop_2) or (prop_4) happens, then stop .;(prop_1 -> prop_3) U (prop_2 | prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_2) happens, then do (prop_4), or else both (prop_1) and (prop_3) happen .;(prop_2 -> prop_4) | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
Either (prop_3) and (prop_4) happen at the same time, or if (prop_2), then make (prop_1) happen .;(prop_2 -> prop_1) | (prop_3 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
If (prop_2), then do (prop_1), or else (prop_3) and (prop_4) are both true .;(prop_2 -> prop_1) | (prop_3 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
( prop_4 ) and ( prop_1 ) should happen , or else if ( prop_2 ) then ( prop_3 ) .;(prop_2 -> prop_3) | (prop_1 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
If (prop_2) and (prop_4) happen at the same time, or if (prop_1), then you should do (prop_3) .;(prop_1 -> prop_3) | (prop_2 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
Either while (prop_3), do (prop_2), or make sure (prop_1) and (prop_4) both happen .;(prop_3 -> prop_2) | (prop_1 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
If (prop_3) then (prop_4), or else both (prop_2) and (prop_1) .;(prop_3 -> prop_4) | (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
If you do (prop_4) and (prop_2), or if you do (prop_3), then you should do (prop_1) .;(prop_3 -> prop_1) | (prop_2 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
If (prop_2) and (prop_1) happen at the same time, or if (prop_4) then (prop_3) .;(prop_4 -> prop_3) | (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
( prop_3 ) and ( prop_4 ) should happen , or else if ( prop_2 ) then ( prop_1 ) .;(prop_2 -> prop_1) | (prop_3 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
If (prop_4) and (prop_3) happen at the same time, or if (prop_2), then you should do (prop_1) .;(prop_2 -> prop_1) | (prop_3 & prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
Either do (prop_3) and (prop_2) at the same time, or else if you do (prop_1), then you should also do (prop_4) .;(prop_1 -> prop_4) | (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop & prop);lifted_data_pureLTL.jsonl
If (prop_2), then do (prop_4) or if (prop_1), then do (prop_3) .;(prop_2 -> prop_4) | (prop_1 -> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_1), then do (prop_4) or if (prop_2), then do (prop_3) .;(prop_1 -> prop_4) | (prop_2 -> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop -> prop);lifted_data_pureLTL.jsonl
If ( prop_3 ) leads to ( prop_4 ), or if ( prop_1 ) is equivalent to ( prop_2 ).;(prop_3 -> prop_4) | (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_2), then (prop_3), or else (prop_1) is equivalent to (prop_4) .;(prop_2 -> prop_3) | (prop_1 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop <-> prop);lifted_data_pureLTL.jsonl
If ( prop_4 ) then ( prop_2 ) happens , or else ( prop_3 ) is equivalent to the case ( prop_1 ) .;(prop_4 -> prop_2) | (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop <-> prop);lifted_data_pureLTL.jsonl
If ( prop_1 ) then ( prop_2 ) happens , or else ( prop_3 ) is equivalent to the case ( prop_4 ) .;(prop_1 -> prop_2) | (prop_3 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_1), then (prop_2), or else (prop_4) is equivalent to (prop_3) .;(prop_1 -> prop_2) | (prop_3 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_3), then (prop_4), or else keep trying (prop_2) until (prop_1) .;(prop_3 -> prop_4) | (prop_2 U prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
Either keep (prop_2) until (prop_1), or if (prop_4) then make (prop_3) happen .;(prop_4 -> prop_3) | (prop_2 U prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
If (prop_3), then (prop_1), or else keep (prop_2) until (prop_4) happens .;(prop_3 -> prop_1) | (prop_2 U prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
( prop_1 ) happens and continues until ( prop_4 ) happens , or else if ( prop_3 ) then ( prop_2 ) .;(prop_3 -> prop_2) | (prop_1 U prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
If (prop_1), then (prop_2), or else keep (prop_4) until (prop_3) .;(prop_1 -> prop_2) | (prop_4 U prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
Either keep (prop_3) until (prop_2), or if (prop_1) then make (prop_4) happen .;(prop_1 -> prop_4) | (prop_3 U prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
If (prop_4), then (prop_1) should happen, or else (prop_2) should continue to happen until (prop_3) occurs.;(prop_4 -> prop_1) | (prop_2 U prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
Once (prop_3) occurs, keep it true until (prop_4) occurs, or else if (prop_2) occurs then (prop_1) should occur as well .;(prop_2 -> prop_1) | (prop_3 U prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
If (prop_2), then (prop_1), or else keep (prop_4) until (prop_3) .;(prop_2 -> prop_1) | (prop_4 U prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
( prop_2 ) happens and continues until ( prop_4 ) happens , or else if ( prop_1 ) then ( prop_3 ) .;(prop_1 -> prop_3) | (prop_2 U prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
If (prop_3), then (prop_2), or else keep (prop_1) until (prop_4) happens .;(prop_3 -> prop_2) | (prop_1 U prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
Once (prop_3) occurs, keep it true until (prop_1) occurs, or else if (prop_2) occurs then (prop_4) should occur as well .;(prop_2 -> prop_4) | (prop_3 U prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];(prop -> prop) | (prop U prop);lifted_data_pureLTL.jsonl
Either finally (prop_3) or if (prop_2) then (prop_1) .;(prop_2 -> prop_1) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
If (prop_3), then do (prop_2), or else make sure (prop_1) finally happens .;(prop_3 -> prop_2) | Fprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
If ( prop_3 ) then ( prop_1 ) happens , or else at some point ( prop_2 ) happens .;(prop_3 -> prop_1) | Fprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
It is necessary that at some point (prop_3) happens, or else if (prop_2) then (prop_1) .;(prop_2 -> prop_1) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
At some point ( prop_1 ) should happen , or else if ( prop_3 ) then ( prop_2 ) .;(prop_3 -> prop_2) | Fprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
Make sure that either (prop_1) finally happens in a future time or that if (prop_3) happens then (prop_2) should also happen .;(prop_3 -> prop_2) | Fprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
Either ensure that (prop_3) in the end happens or, if (prop_1), then make sure that (prop_2) happens .;(prop_1 -> prop_2) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
You should either keep (prop_3) true eventually or if (prop_2), make sure (prop_1) is also true .;(prop_2 -> prop_1) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
Either eventually have (prop_2), or if (prop_3), then (prop_1) .;(prop_3 -> prop_1) | Fprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
If (prop_2), then (prop_3), or else make sure (prop_1) happens finally .;(prop_2 -> prop_3) | Fprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
Either while (prop_2), make (prop_3), or make sure (prop_1) eventually .;(prop_2 -> prop_3) | Fprop_1;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
At some point, (prop_2) should happen, or if (prop_1) happens, then (prop_3) should also happen.;(prop_1 -> prop_3) | Fprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Fprop;lifted_data_pureLTL.jsonl
Either if (prop_2) then (prop_1), or else always (prop_3) .;(prop_2 -> prop_1) | Gprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
If (prop_1), then (prop_3), or always (prop_2) .;(prop_1 -> prop_3) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
For all time steps (prop_2), or else if (prop_3), then (prop_1) .;(prop_3 -> prop_1) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
Do (prop_1) if (prop_2) happens, otherwise always maintain (prop_3).;(prop_2 -> prop_1) | Gprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
If (prop_2), then (prop_1), or else keep (prop_3) all the time .;(prop_2 -> prop_1) | Gprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
Either for all time (prop_2) is always true or if (prop_3) then (prop_1) .;(prop_3 -> prop_1) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
Always (prop_3), or if you do (prop_1), then you should do (prop_2) .;(prop_1 -> prop_2) | Gprop_3;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
Always make (prop_2) happen, or if (prop_3) happens then ensure that (prop_1) also happens.;(prop_3 -> prop_1) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
If (prop_3) happens, then (prop_1) should happen, otherwise, (prop_2) should be true all the time.;(prop_3 -> prop_1) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
If (prop_3), then (prop_1), or always (prop_2) .;(prop_3 -> prop_1) | Gprop_2;['prop_1', 'prop_2', 'prop_3'];(prop -> prop) | Gprop;lifted_data_pureLTL.jsonl
