NL;LTL;APs;lifted_lifted;source
at a certain moment a bridge closes and, in the future the bar has to be repaired or the table is old afterwards;G!bridge_closes | F(bridge_closes & F(bar_has_to_be_repaired | table_is_old));['table_is_old', 'bar_has_to_be_repaired', 'bridge_closes'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point a train has arrived, and then, at some point a sensor gathers information;G!train_has_arrived | F(train_has_arrived & Fsensor_gathers_information);['sensor_gathers_information', 'train_has_arrived'];G!prop | F(prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, at a certain moment the bridge closes, and then, at some point in time the sensor gathers information;G!bridge_closes | F(bridge_closes & Fsensor_gathers_information);['bridge_closes', 'sensor_gathers_information'];G!prop | F(prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
eventually, a sensor gathers information and, sooner or later a train has arrived afterwards;G!sensor_gathers_information | F(sensor_gathers_information & Ftrain_has_arrived);['sensor_gathers_information', 'train_has_arrived'];G!prop | F(prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point a train has arrived, and then, sooner or later the bridge closes;G!train_has_arrived | F(train_has_arrived & Fbridge_closes);['bridge_closes', 'train_has_arrived'];G!prop | F(prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later a bridge closes, and then, eventually, a train has arrived;G!bridge_closes | F(bridge_closes & Ftrain_has_arrived);['bridge_closes', 'train_has_arrived'];G!prop | F(prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, it is going to happen that a sensor gathers information, and then, eventually, a bridge closes;G!sensor_gathers_information | F(sensor_gathers_information & Fbridge_closes);['bridge_closes', 'sensor_gathers_information'];G!prop | F(prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if both a train has arrived and the brake is pressed then at some point in time both a train is crossing and the engine stops;G((brake_is_pressed & train_has_arrived) -> F(engine_stops & train_is_crossing));['brake_is_pressed', 'train_is_crossing', 'engine_stops', 'train_has_arrived'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the semaphore is broken and the semaphore is green, it is going to happen that both the bar is closing and the car starts;G((semaphore_is_broken & semaphore_is_green) -> F(bar_is_closing & car_starts));['car_starts', 'bar_is_closing', 'semaphore_is_broken', 'semaphore_is_green'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
as both the bar is down and an elevator rises, in the future both the bar is up and a motorbike has started;G((bar_is_down & elevator_rises) -> F(bar_is_up & motorbike_has_started));['bar_is_up', 'elevator_rises', 'bar_is_down', 'motorbike_has_started'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the brake is pressed and the sensor captures data then at some point in time both the train is crossing and a constructor instantiate objects;G((brake_is_pressed & sensor_captures_data) -> F(constructor_instantiate_objects & train_is_crossing));['brake_is_pressed', 'train_is_crossing', 'constructor_instantiate_objects', 'sensor_captures_data'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if both the escalator moves and a semaphore is yellow then at some point in time the car stops and a table is old;G((escalator_moves & semaphore_is_yellow) -> F(car_stops & table_is_old));['car_stops', 'table_is_old', 'semaphore_is_yellow', 'escalator_moves'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if both a train derails and the constructor instantiate objects then in the future both the bar is closing and a motorbike is driven;G((constructor_instantiate_objects & train_derails) -> F(bar_is_closing & motorbike_is_driven));['train_derails', 'constructor_instantiate_objects', 'bar_is_closing', 'motorbike_is_driven'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time both a sensor captures data and a motorbike has started then eventually, both a table is brown and the bridge closes;G((motorbike_has_started & sensor_captures_data) -> F(bridge_closes & table_is_brown));['table_is_brown', 'sensor_captures_data', 'bridge_closes', 'motorbike_has_started'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
finally, both a bridge opens and the brake is pressed after the brake is released and the motorbike has stopped;G((brake_is_released & motorbike_has_stopped) -> F(brake_is_pressed & bridge_opens));['brake_is_pressed', 'bridge_opens', 'brake_is_released', 'motorbike_has_stopped'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both a table has been moved and the elevator is blocked then eventually, both the semaphore is green and a train derails;G((elevator_is_blocked & table_has_been_moved) -> F(semaphore_is_green & train_derails));['train_derails', 'table_has_been_moved', 'elevator_is_blocked', 'semaphore_is_green'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at some point in time the engine breaks and the motorbike is driven after both the train derails and a house is built;G((house_is_built & train_derails) -> F(engine_breaks & motorbike_is_driven));['train_derails', 'house_is_built', 'motorbike_is_driven', 'engine_breaks'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
as both a manager collect claims and a constructor creates instances, at a certain moment both a semaphore is red and a car enters;G((constructor_creates_instances & manager_collect_claims) -> F(car_enters & semaphore_is_red));['semaphore_is_red', 'manager_collect_claims', 'constructor_creates_instances', 'car_enters'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after both the car starts and a house is open, eventually, the engine breaks and a car starts;G((car_starts & house_is_open) -> F(car_starts & engine_breaks));['house_is_open', 'car_starts', 'engine_breaks'];G((prop & prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the engine breaks and the car starts then at some point in time the bar is down or the semaphore is yellow;G((car_starts & engine_breaks) -> F(bar_is_down | semaphore_is_yellow));['car_starts', 'semaphore_is_yellow', 'bar_is_down', 'engine_breaks'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a manager collect claims and the constructor instantiate objects then finally, the car enters or the bar is up;G((constructor_instantiate_objects & manager_collect_claims) -> F(bar_is_up | car_enters));['bar_is_up', 'constructor_instantiate_objects', 'manager_collect_claims', 'car_enters'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both the bridge opens and the sensor retrieves data then it will happen that either the car enters or a semaphore is yellow;G((bridge_opens & sensor_retrieves_data) -> F(car_enters | semaphore_is_yellow));['car_enters', 'semaphore_is_yellow', 'bridge_opens', 'sensor_retrieves_data'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always when the engine breaks and the motorbike is driven then it is going to happen that a car starts or the car stops;G((engine_breaks & motorbike_is_driven) -> F(car_starts | car_stops));['car_starts', 'motorbike_is_driven', 'car_stops', 'engine_breaks'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both a semaphore is green and the bar is down then it will happen that either a bridge closes or the train has arrived;G((bar_is_down & semaphore_is_green) -> F(bridge_closes | train_has_arrived));['bridge_closes', 'bar_is_down', 'semaphore_is_green', 'train_has_arrived'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both a motorbike catches fire and the semaphore is red then at some point in time either the car starts or a semaphore is broken;G((motorbike_catches_fire & semaphore_is_red) -> F(car_starts | semaphore_is_broken));['car_starts', 'semaphore_is_red', 'motorbike_catches_fire', 'semaphore_is_broken'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
finally, either a semaphore is broken or the bar has to be repaired after the brake is pressed and the escalator moves;G((brake_is_pressed & escalator_moves) -> F(bar_has_to_be_repaired | semaphore_is_broken));['brake_is_pressed', 'bar_has_to_be_repaired', 'escalator_moves', 'semaphore_is_broken'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the brake is pressed and the house is built then eventually, either a car starts or a semaphore is broken;G((brake_is_pressed & house_is_built) -> F(car_starts | semaphore_is_broken));['brake_is_pressed', 'car_starts', 'house_is_built', 'semaphore_is_broken'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both the elevator rises and a motorbike falls down then it will happen that either the engine stops or a train stops;G((elevator_rises & motorbike_falls_down) -> F(engine_stops | train_stops));['motorbike_falls_down', 'elevator_rises', 'train_stops', 'engine_stops'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the bridge opens and the sensor retrieves data then sooner or later either a motorbike is driven or the elevator falls;G((bridge_opens & sensor_retrieves_data) -> F(elevator_falls | motorbike_is_driven));['motorbike_is_driven', 'bridge_opens', 'elevator_falls', 'sensor_retrieves_data'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment either the brake is pressed or the semaphore is broken after both a semaphore is broken and a train is crossing;G((semaphore_is_broken & train_is_crossing) -> F(brake_is_pressed | semaphore_is_broken));['brake_is_pressed', 'train_is_crossing', 'semaphore_is_broken'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a car starts and a table is brown then it will happen that either the bar has to be repaired or the escalator speeds up;G((car_starts & table_is_brown) -> F(bar_has_to_be_repaired | escalator_speeds_up));['car_starts', 'escalator_speeds_up', 'table_is_brown', 'bar_has_to_be_repaired'];G((prop & prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both an elevator falls and the escalator is blocked then it will happen that a train has arrived;G((elevator_falls & escalator_is_blocked) -> Ftrain_has_arrived);['elevator_falls', 'escalator_is_blocked', 'train_has_arrived'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if both the brake is pressed and the semaphore is broken then it is going to happen that a semaphore is yellow;G((brake_is_pressed & semaphore_is_broken) -> Fsemaphore_is_yellow);['brake_is_pressed', 'semaphore_is_yellow', 'semaphore_is_broken'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is going to happen that the semaphore is yellow after the bar is closing and a semaphore is broken;G((bar_is_closing & semaphore_is_broken) -> Fsemaphore_is_yellow);['bar_is_closing', 'semaphore_is_yellow', 'semaphore_is_broken'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
as both the table is old and the constructor creates instances, it is going to happen that the sensor captures data;G((constructor_creates_instances & table_is_old) -> Fsensor_captures_data);['sensor_captures_data', 'constructor_creates_instances', 'table_is_old'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a semaphore is red and the elevator falls then at some point in time the train derails;G((elevator_falls & semaphore_is_red) -> Ftrain_derails);['semaphore_is_red', 'train_derails', 'elevator_falls'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if the bridge opens and the train has been launched then in the future a sensor captures data;G((bridge_opens & train_has_been_launched) -> Fsensor_captures_data);['sensor_captures_data', 'bridge_opens', 'train_has_been_launched'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if the brake is pressed and the escalator moves then at some point in time the sensor captures data;G((brake_is_pressed & escalator_moves) -> Fsensor_captures_data);['brake_is_pressed', 'sensor_captures_data', 'escalator_moves'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both the bar is closing and the train is crossing then finally, a train has arrived;G((bar_is_closing & train_is_crossing) -> Ftrain_has_arrived);['train_is_crossing', 'bar_is_closing', 'train_has_arrived'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after a constructor instantiate objects and an elevator rises, at some point a sensor captures data;G((constructor_instantiate_objects & elevator_rises) -> Fsensor_captures_data);['constructor_instantiate_objects', 'sensor_captures_data', 'elevator_rises'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the car starts and a table is brown then at some point a sensor captures data;G((car_starts & table_is_brown) -> Fsensor_captures_data);['car_starts', 'table_is_brown', 'sensor_captures_data'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the constructor instantiate objects and the train stops then sooner or later the semaphore is yellow;G((constructor_instantiate_objects & train_stops) -> Fsemaphore_is_yellow);['constructor_instantiate_objects', 'semaphore_is_yellow', 'train_stops'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if a car enters and a train is crossing then sooner or later the sensor captures data;G((car_enters & train_is_crossing) -> Fsensor_captures_data);['train_is_crossing', 'sensor_captures_data', 'car_enters'];G((prop & prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
always both the car stops and the elevator is blocked implies that it should not happen that an elevator is blocked and the car starts;G((car_stops & elevator_is_blocked) -> G!(car_starts & elevator_is_blocked));['car_starts', 'car_stops', 'elevator_is_blocked'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if both the motorbike falls down and the engine starts then it is never the case that both the bar is closing and an elevator is blocked;G((engine_starts & motorbike_falls_down) -> G!(bar_is_closing & elevator_is_blocked));['bar_is_closing', 'motorbike_falls_down', 'engine_starts', 'elevator_is_blocked'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if both the engine breaks and the bar is closing then at no time the elevator falls and the bar is up;G((bar_is_closing & engine_breaks) -> G!(bar_is_up & elevator_falls));['bar_is_up', 'bar_is_closing', 'elevator_falls', 'engine_breaks'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a train has been launched and a semaphore is green, never, both the bar has to be repaired and the engine stops;G((semaphore_is_green & train_has_been_launched) -> G!(bar_has_to_be_repaired & engine_stops));['bar_has_to_be_repaired', 'train_has_been_launched', 'semaphore_is_green', 'engine_stops'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both the house is open and the semaphore is green then at no time a house is built and the motorbike has stopped;G((house_is_open & semaphore_is_green) -> G!(house_is_built & motorbike_has_stopped));['house_is_open', 'house_is_built', 'motorbike_has_stopped', 'semaphore_is_green'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the house is built and the bar is closing, it is never the case that the constructor instantiate objects and the escalator speeds up;G((bar_is_closing & house_is_built) -> G!(constructor_instantiate_objects & escalator_speeds_up));['escalator_speeds_up', 'house_is_built', 'constructor_instantiate_objects', 'bar_is_closing'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after both a house is open and a motorbike has started, absolutely never, a motorbike has started and a train is crossing;G((house_is_open & motorbike_has_started) -> G!(motorbike_has_started & train_is_crossing));['house_is_open', 'train_is_crossing', 'motorbike_has_started'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
under no condition both a car stops and the elevator falls after both the motorbike is driven and the bar is up;G((bar_is_up & motorbike_is_driven) -> G!(car_stops & elevator_falls));['bar_is_up', 'motorbike_is_driven', 'car_stops', 'elevator_falls'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever an elevator falls and the bar is up then at no time the engine starts and the semaphore is broken;G((bar_is_up & elevator_falls) -> G!(engine_starts & semaphore_is_broken));['bar_is_up', 'elevator_falls', 'engine_starts', 'semaphore_is_broken'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a bridge opens and an elevator is blocked, at no time the bar is up and a motorbike has stopped;G((bridge_opens & elevator_is_blocked) -> G!(bar_is_up & motorbike_has_stopped));['bar_is_up', 'bridge_opens', 'motorbike_has_stopped', 'elevator_is_blocked'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a house is built and a motorbike has stopped, it should not happen that the motorbike catches fire and the bridge opens;G((house_is_built & motorbike_has_stopped) -> G!(bridge_opens & motorbike_catches_fire));['house_is_built', 'bridge_opens', 'motorbike_catches_fire', 'motorbike_has_stopped'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it never happens that the engine breaks and the bar is closing after a house is open and the motorbike has started;G((house_is_open & motorbike_has_started) -> G!(bar_is_closing & engine_breaks));['house_is_open', 'bar_is_closing', 'engine_breaks', 'motorbike_has_started'];G((prop & prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a semaphore is broken and the elevator is blocked then absolutely never, the bar has to be repaired or the motorbike falls down;G((elevator_is_blocked & semaphore_is_broken) -> G!(bar_has_to_be_repaired | motorbike_falls_down));['motorbike_falls_down', 'bar_has_to_be_repaired', 'semaphore_is_broken', 'elevator_is_blocked'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after both the house is built and a motorbike has stopped, it is never the case that the semaphore is green or the motorbike falls down;G((house_is_built & motorbike_has_stopped) -> G!(motorbike_falls_down | semaphore_is_green));['house_is_built', 'motorbike_falls_down', 'motorbike_has_stopped', 'semaphore_is_green'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the sensor captures data and the brake is released then at no time either a semaphore is green or the bar is up;G((brake_is_released & sensor_captures_data) -> G!(bar_is_up | semaphore_is_green));['bar_is_up', 'sensor_captures_data', 'brake_is_released', 'semaphore_is_green'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always both a bridge opens and the engine starts implies that it is never the case that the engine breaks or the sensor gathers information;G((bridge_opens & engine_starts) -> G!(engine_breaks | sensor_gathers_information));['bridge_opens', 'engine_starts', 'sensor_gathers_information', 'engine_breaks'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if both the constructor creates instances and the engine breaks then it will not happen that the bar is up or the sensor retrieves data;G((constructor_creates_instances & engine_breaks) -> G!(bar_is_up | sensor_retrieves_data));['bar_is_up', 'constructor_creates_instances', 'sensor_retrieves_data', 'engine_breaks'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always both a constructor instantiate objects and the escalator speeds up implies that under no circumstances either the semaphore is green or the bar is up;G((constructor_instantiate_objects & escalator_speeds_up) -> G!(bar_is_up | semaphore_is_green));['bar_is_up', 'escalator_speeds_up', 'constructor_instantiate_objects', 'semaphore_is_green'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the car stops and an elevator falls then absolutely never, the brake is released or a train has been launched;G((car_stops & elevator_falls) -> G!(brake_is_released | train_has_been_launched));['car_stops', 'elevator_falls', 'train_has_been_launched', 'brake_is_released'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after both the engine starts and a semaphore is broken, it should not happen that a table is brown or the car stops;G((engine_starts & semaphore_is_broken) -> G!(car_stops | table_is_brown));['table_is_brown', 'car_stops', 'engine_starts', 'semaphore_is_broken'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the motorbike falls down and a semaphore is red then never, the house is open or a manager collect claims;G((motorbike_falls_down & semaphore_is_red) -> G!(house_is_open | manager_collect_claims));['house_is_open', 'semaphore_is_red', 'motorbike_falls_down', 'manager_collect_claims'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a car stops and a constructor instantiate objects then under no circumstances the bar is down or a house is open;G((car_stops & constructor_instantiate_objects) -> G!(bar_is_down | house_is_open));['house_is_open', 'constructor_instantiate_objects', 'car_stops', 'bar_is_down'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the motorbike catches fire and the bridge opens then it should not happen that either the train derails or a motorbike falls down;G((bridge_opens & motorbike_catches_fire) -> G!(motorbike_falls_down | train_derails));['train_derails', 'motorbike_falls_down', 'bridge_opens', 'motorbike_catches_fire'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it will not happen that the escalator is blocked or the motorbike has started after both the sensor captures data and the escalator is blocked;G((escalator_is_blocked & sensor_captures_data) -> G!(escalator_is_blocked | motorbike_has_started));['sensor_captures_data', 'motorbike_has_started', 'escalator_is_blocked'];G((prop & prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the escalator speeds up and a motorbike catches fire, eternally, both a semaphore is red and the brake is released;G((escalator_speeds_up & motorbike_catches_fire) -> G(brake_is_released & semaphore_is_red));['semaphore_is_red', 'escalator_speeds_up', 'motorbike_catches_fire', 'brake_is_released'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the engine stops and the bar is up then eternally, a motorbike has stopped and the elevator falls;G((bar_is_up & engine_stops) -> G(elevator_falls & motorbike_has_stopped));['bar_is_up', 'elevator_falls', 'motorbike_has_stopped', 'engine_stops'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the train has been launched and a motorbike is driven then in any case both a constructor creates instances and a car stops;G((motorbike_is_driven & train_has_been_launched) -> G(car_stops & constructor_creates_instances));['motorbike_is_driven', 'car_stops', 'constructor_creates_instances', 'train_has_been_launched'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after both an elevator falls and the engine starts, always, the car starts and a manager collect claims;G((elevator_falls & engine_starts) -> G(car_starts & manager_collect_claims));['car_starts', 'manager_collect_claims', 'elevator_falls', 'engine_starts'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a semaphore is green and an elevator falls then always, the brake is released and the bar has to be repaired;G((elevator_falls & semaphore_is_green) -> G(bar_has_to_be_repaired & brake_is_released));['bar_has_to_be_repaired', 'elevator_falls', 'brake_is_released', 'semaphore_is_green'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after both a train stops and a train has arrived, it is always the case that both a table has been moved and the motorbike has stopped;G((train_has_arrived & train_stops) -> G(motorbike_has_stopped & table_has_been_moved));['table_has_been_moved', 'motorbike_has_stopped', 'train_stops', 'train_has_arrived'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
in any case a motorbike has started and a constructor instantiate objects after both the bar has to be repaired and the bar is down;G((bar_has_to_be_repaired & bar_is_down) -> G(constructor_instantiate_objects & motorbike_has_started));['constructor_instantiate_objects', 'bar_has_to_be_repaired', 'bar_is_down', 'motorbike_has_started'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a train stops and the sensor gathers information then in any case both the bar is down and the semaphore is red;G((sensor_gathers_information & train_stops) -> G(bar_is_down & semaphore_is_red));['semaphore_is_red', 'sensor_gathers_information', 'bar_is_down', 'train_stops'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both the brake is pressed and the bar is down then all the time both the sensor retrieves data and the engine breaks;G((bar_is_down & brake_is_pressed) -> G(engine_breaks & sensor_retrieves_data));['brake_is_pressed', 'sensor_retrieves_data', 'bar_is_down', 'engine_breaks'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the sensor retrieves data and the engine breaks then it is always the case that the elevator falls and the escalator speeds up;G((engine_breaks & sensor_retrieves_data) -> G(elevator_falls & escalator_speeds_up));['escalator_speeds_up', 'elevator_falls', 'sensor_retrieves_data', 'engine_breaks'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both a semaphore is broken and the house is built then eternally, both the semaphore is red and the brake is released;G((house_is_built & semaphore_is_broken) -> G(brake_is_released & semaphore_is_red));['semaphore_is_red', 'house_is_built', 'brake_is_released', 'semaphore_is_broken'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a car starts and a manager collect claims, eternally, the elevator is blocked and the escalator is blocked;G((car_starts & manager_collect_claims) -> G(elevator_is_blocked & escalator_is_blocked));['car_starts', 'manager_collect_claims', 'elevator_is_blocked', 'escalator_is_blocked'];G((prop & prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the train has arrived and the sensor gathers information, always, either the engine starts or a train is crossing;G((sensor_gathers_information & train_has_arrived) -> G(engine_starts | train_is_crossing));['train_is_crossing', 'engine_starts', 'sensor_gathers_information', 'train_has_arrived'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the bridge opens and the constructor creates instances then eternally, a semaphore is green or the house collapses;G((bridge_opens & constructor_creates_instances) -> G(house_collapses | semaphore_is_green));['constructor_creates_instances', 'house_collapses', 'bridge_opens', 'semaphore_is_green'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the bridge opens and a constructor creates instances then it is always the case that the motorbike has started or the escalator speeds up;G((bridge_opens & constructor_creates_instances) -> G(escalator_speeds_up | motorbike_has_started));['escalator_speeds_up', 'constructor_creates_instances', 'bridge_opens', 'motorbike_has_started'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a train stops and a sensor gathers information then forever, the motorbike falls down or the house collapses;G((sensor_gathers_information & train_stops) -> G(house_collapses | motorbike_falls_down));['motorbike_falls_down', 'house_collapses', 'sensor_gathers_information', 'train_stops'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after both the escalator speeds up and the motorbike catches fire, always, either the engine stops or the car enters;G((escalator_speeds_up & motorbike_catches_fire) -> G(car_enters | engine_stops));['escalator_speeds_up', 'car_enters', 'motorbike_catches_fire', 'engine_stops'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the bar is down and the semaphore is red then it is always true that a motorbike has stopped or the escalator speeds up;G((bar_is_down & semaphore_is_red) -> G(escalator_speeds_up | motorbike_has_stopped));['semaphore_is_red', 'escalator_speeds_up', 'motorbike_has_stopped', 'bar_is_down'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the brake is released and the bar has to be repaired then in any case the brake is pressed or the elevator is blocked;G((bar_has_to_be_repaired & brake_is_released) -> G(brake_is_pressed | elevator_is_blocked));['brake_is_pressed', 'bar_has_to_be_repaired', 'brake_is_released', 'elevator_is_blocked'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, the manager handles requests or a table is old after both the table is brown and the car starts;G((car_starts & table_is_brown) -> G(manager_handles_requests | table_is_old));['car_starts', 'table_is_brown', 'table_is_old', 'manager_handles_requests'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the escalator moves and the bar is closing, forever, either a bridge closes or the bridge opens;G((bar_is_closing & escalator_moves) -> G(bridge_closes | bridge_opens));['bar_is_closing', 'bridge_opens', 'escalator_moves', 'bridge_closes'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever both the sensor retrieves data and the engine breaks then at any time the bar is up or the elevator rises;G((engine_breaks & sensor_retrieves_data) -> G(bar_is_up | elevator_rises));['bar_is_up', 'elevator_rises', 'sensor_retrieves_data', 'engine_breaks'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the brake is pressed and the bar is down then it is always the case that a sensor captures data or a train has been launched;G((bar_is_down & brake_is_pressed) -> G(sensor_captures_data | train_has_been_launched));['brake_is_pressed', 'sensor_captures_data', 'train_has_been_launched', 'bar_is_down'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
