Index,Requirement,Ground Truth,Response
604,In the case ( prop_3 ) or ( prop_1 ) then all of the following conditions are true : ( prop_2 ) and then consistently this condition needs to keep in the future till the end of the simulation .,G((prop_1 | prop_3) -> G prop_2),(prop_3 | prop_1) -> F(prop_2 & G prop_2)
605,"first, in the future a bridge closes, and then, it will happen that either the manager handles requests or the manager collect claims",G!bridge_closes | F(bridge_closes & F(manager_collect_claims | manager_handles_requests)),F(bridge_closes & F(manager_handles_requests | manager_collect_claims))
606,"Whatever happens, (prop_1).",F prop_1,G(prop_1)
607,whenever ( prop_1 ) can infer that ( prop_2 ),F prop_1 -> prop_2,G(prop_1 -> prop_2)
608,"If ( prop_3 ) , and ( prop_2 ) then all of the following conditions are true : for every moment in the future till the execution ends , there shall be sometime within the first 19 time units , at which ( prop_1 ) .",G((prop_2 & prop_3) -> GF prop_1),(prop_3 & prop_2) -> G F prop_1
609,forever ( prop_1 ) and whenever ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & G(prop_2 -> prop_2)
611,"Until (prop_3) or (prop_2) happens, keep (prop_1) being false .",!prop_3 U (prop_1 | prop_2),(!prop_1) U (prop_3 | prop_2)
613,enter the yellow_room through either the red or or blue_rooms,F((blue_room | red_room) & F yellow_room),F(yellow_room & (X(red_room | blue_room)))
618,The system must Please get_help and then change light_south yellow.,get_help U change_light_south_yellow,F(get_help & F change_light_south_yellow)
623,"Whenever the event that ( prop_1 ) gets observed , then all of the following conditions are true : there should be a certain time point in the future before the execution ends , at which ( prop_2 ) , till then consecutively ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3)),G(prop_1 -> (prop_3 U prop_2))
627,never ( prop_1 ) or at some time ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1) | F(prop_2)
631,"If either (prop_1) or (prop_3) is true, then either (prop_4) or (prop_2) should also be true .",(prop_1 | prop_3) -> (prop_2 | prop_4),G((prop_1 | prop_3) -> (prop_4 | prop_2))
632,"If both (prop_2) and (prop_3) happen, then make sure (prop_1) is always true .",(prop_2 & prop_3) -> G prop_1,G((prop_2 & prop_3) -> G prop_1)
634,every time both a house is built and the motorbike has stopped then under no condition the escalator moves or a table is old,G((house_is_built & motorbike_has_stopped) -> G!(escalator_moves | table_is_old)),G((house_is_built & motorbike_has_stopped) -> !(escalator_moves | table_is_old))
635,"You should reach a state where (prop_3) is true, and this should be equivalent to the state where either (prop_1) or (prop_2) is true .",(prop_1 | prop_2) <-> F prop_3,F(prop_3 <-> (prop_1 | prop_2))
637,"For all time make sure that (prop_1), or (prop_2) and (prop_3) are both true .",(prop_2 & prop_3) | G prop_1,G(prop_1 | (prop_2 & prop_3))
638,go_to orange can infer that at any time procure orange,go_to_orange -> F procure_orange,G(go_to_orange -> F procure_orange)
642,"first, eventually, a sensor gathers information, and then, eventually, both the train has arrived and the elevator falls",G!sensor_gathers_information | F(sensor_gathers_information & F(elevator_falls & train_has_arrived)),F(sensor_gathers_information & F(train_has_arrived & elevator_falls))
645,"when whenever bring pear , venture_towards house",F bring_pear -> venture_towards_house,G(bring_pear -> venture_towards_house)
646,"In this task, deliver the clock to the loading_dock, then idle.",deliver_clock_loading_dock U idle,F(deliver_clock_loading_dock & F idle)
647,"Globally , whenever the scenario that ( prop_3 ) is detected then all of the following conditions hold : promptly ( prop_2 ) , or at the same time instant ( prop_1 ) .",G(prop_3 -> (prop_1 | prop_2)),G(prop_3 -> (X prop_2 | prop_1))
648,"when at any time ( prop_1 ) , ( prop_2 )",F prop_1 -> prop_2,G(prop_1 -> prop_2)
649,at some time ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),(prop_1 U !prop_2)
652,whenever ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),G((prop_1 | prop_2) -> (prop_1 | prop_2))
653,when possible make_your_way flag or take apple,take_apple | F make_your_way_flag,F(make_your_way_flag | take_apple)
657,never drop pear and whenever going_to house,G!drop_pear & F going_to_house,G(!drop_pear & (going_to_house -> G(!drop_pear)))
658,( prop_1 ) until whenever ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2
662,"In this task, record the person on west_8th_street, then record the cyclist on east_10th_avenue.",record_person_west_8th_street U record_cyclist_east_10th_avenue,F(record_person_west_8th_street & F(record_cyclist_east_10th_avenue))
663,"It is always the case that when ( prop_3 ) , and ( prop_4 ) , then all of the following conditions are true : instantly ( prop_1 ) and starting without any delay ( prop_2 ) .",G((prop_3 & prop_4) -> (prop_1 & prop_2)),G((prop_3 & prop_4) -> (prop_1 & X prop_2))
664,forever ( prop_1 ) or whenever ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | G(prop_2 -> prop_2)
665,sooner or later the sensor captures data after the escalator is blocked and a manager collect claims,G((escalator_is_blocked & manager_collect_claims) -> F sensor_captures_data),F(escalator_is_blocked & manager_collect_claims & F sensor_captures_data)
666,"If (prop_1), then do (prop_3), or else keep (prop_2) all the time .",(prop_1 -> prop_3) | G prop_2,G(prop_1 -> prop_3) & G(!prop_1 -> prop_2)
668,"eventually, both the car starts and the table is brown after a house is open or a train is crossing",G((house_is_open | train_is_crossing) -> F(car_starts & table_is_brown)),F((house_is_open | train_is_crossing) -> F(car_starts & table_is_brown))
669,"It is required that at the end of the simulation either ( prop_3 ) or ( prop_2 ) should have happened , and also ( prop_1 ) .",prop_1 & F(prop_2 | prop_3),F((prop_2 | prop_3) & prop_1)
675,Ensure that (prop_1),F prop_1,G(prop_1)
676,"If (prop_4), then (prop_3), and if (prop_2), then (prop_1), these two should be equivalent .",(prop_4 -> prop_3) <-> (prop_2 -> prop_1),G((prop_4 -> prop_3) <-> (prop_2 -> prop_1))
682,"first, sooner or later the train has arrived, and then, eventually, both a manager collect claims and the semaphore is broken",G!train_has_arrived | F(train_has_arrived & F(manager_collect_claims & semaphore_is_broken)),F(train_has_arrived & F(manager_collect_claims & semaphore_is_broken))
684,"Globally , in case that ( prop_3 ) or the event that ( prop_1 ) occurs then for each moment in the future ( prop_2 ) .",G((prop_1 | prop_3) -> GF prop_2),G((prop_3 | prop_1) -> G prop_2)
685,"Talk to the safe_rescuer should always hold, with at most a two-step grace period for recovery.",!G!(communicate_safe_rescuer & X communicate_safe_rescuer),G(communicate_safe_rescuer | X communicate_safe_rescuer | XX communicate_safe_rescuer)
688,"If (prop_3), then (prop_2), or else keep (prop_1) all the time .",(prop_3 -> prop_2) | G prop_1,G((prop_3 -> prop_2) & (!prop_3 -> prop_1))
693,venture_towards house and never drop apple,venture_towards_house & G!drop_apple,F(venture_towards_house) & G(!drop_apple)
695,"in the future a table is old and the bar has to be repaired and, sooner or later the engine breaks or the car enters afterwards",G!(bar_has_to_be_repaired & table_is_old) | F(bar_has_to_be_repaired & table_is_old & F(car_enters | engine_breaks)),F(table_is_old & bar_has_to_be_repaired) & F(engine_breaks | X car_enters)
696,"Everytime when ( prop_1 ) and ( prop_3 ) , then all of the following conditions are true : at a certain time point in the future before the execution ends , the transition action that ( prop_4 ) ought to take place ultimately , and until then ( prop_2 ) .",G((prop_1 & prop_3) -> (prop_4 U prop_2)),G((prop_1 & prop_3) -> (prop_2 U prop_4))
697,forever ( prop_1 ) or at any time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2)
698,"(prop_4) is the same as (prop_1), and when (prop_3), implying (prop_2) happens .",(prop_1 <-> prop_4) & (prop_3 -> prop_2),(prop_4 <-> prop_1) & G(prop_3 -> prop_2)
699,"If (prop_3) or (prop_1), then eventually (prop_2) .",(prop_1 | prop_3) -> F prop_2,G((prop_3 | prop_1) -> F prop_2)
702,"If at some point ( prop_4 ) then ( prop_2 ) happens and this scenario will hold until ( prop_3 ) is detected , and ( prop_1 ) .",prop_1 & ((prop_4 -> prop_2) U prop_3),F(prop_4 -> (prop_2 U prop_3)) & prop_1
704,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2)
705,it will happen that the motorbike is driven or the elevator falls after a sensor captures data,G(sensor_captures_data -> F(elevator_falls | motorbike_is_driven)),F(sensor_captures_data -> F(motorbike_is_driven | elevator_falls))
706,"( prop_3 ) or ( prop_1 ) should happen , or else ( prop_2 ) does not happen .",prop_1 | !prop_2 | prop_3,F(prop_3 | prop_1) | G(!prop_2)
708,at any time ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),prop_1 U prop_2
712,at any time grab flag or repeatedly grab tree,F grab_flag | GF grab_tree,GF(grab_flag | grab_tree)
714,take apple means that at some time journey_to house,take_apple -> F journey_to_house,G(take_apple -> F journey_to_house)
715,"If photo the car on northeast_3rd_avenue ever holds, record the motorcycle on east_9th_street must have held beforehand.",F photo_car_northeast_3rd_avenue -> (!photo_car_northeast_3rd_avenue U (!photo_car_northeast_3rd_avenue & record_motorcycle_east_9th_street)),G(photo_car_northeast_3rd_avenue -> (F record_motorcycle_east_9th_street V photo_car_northeast_3rd_avenue))
716,Ensure you pick up package 2 from house 4 and deliver it to warehouse 5,F(house_4 & F(p_package_2 & F(pd & warehouse_5))),F(p_package_2 & house_4 & pd) & F(p_package_2 & warehouse_5 & pd)
717,"as both the motorbike has stopped and the elevator rises, at a certain moment the bar is down and an elevator is open",G((elevator_rises & motorbike_has_stopped) -> F(bar_is_down & elevator_is_open)),(motorbike_has_stopped & elevator_rises) -> F(bar_is_down & elevator_is_open)
720,"at some point the bar has to be repaired or the table is old and, at a certain moment the house is open and the bar is up afterwards",G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(bar_is_up & house_is_open)),F(bar_has_to_be_repaired | (table_is_old & F(house_is_open & F bar_is_up)))
722,Pick up bottle_3 from bedroom_2 and deliver it to kitchen_4,F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),F(p_bottle_3 & bedroom_2 & F(pd & kitchen_4))
723,"If (prop_1) occurs and continues until (prop_4), then if (prop_3) occurs, (prop_2) should occur .",(prop_1 U prop_4) -> (prop_3 -> prop_2),G((prop_1 & (prop_1 U prop_4)) -> (prop_3 -> F prop_2))
726,"It is always the case that ( prop_2 ) , or ( prop_1 ) , or else ( prop_3 ) .",prop_1 | prop_3 | G prop_2,G(prop_2 | prop_1 | prop_3)
727,enter the yellow_room through either the red or or blue_rooms,F((blue_room | red_room) & F yellow_room),F(yellow_room & (X(red_room | blue_room)))
729,never ( prop_1 ) or don't ( prop_2 ),G(!prop_1 | !F prop_2),G(!prop_1) | G(!prop_2)
730,"If (prop_1) happens, then (prop_2) should also happen, otherwise, (prop_3) should always be true.",(prop_1 -> prop_2) | G prop_3,G(prop_1 -> F prop_2) | G prop_3
731,"If at some point ( prop_2 ) or ( prop_1 ) is detected and this scenario continues until at some other point ( prop_4 ) is detected , then ( prop_3 ) .",((prop_1 | prop_2) U prop_4) -> prop_3,F((prop_2 | prop_1) & ((prop_2 | prop_1) U prop_4)) -> prop_3
732,Stay within locality 2 as you pick up document 5 from office 4 and deliver it to office 9,G locality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd))),G(locality_2) & F(p_document_5 & office_4 & F(office_9))
733,"when ( prop_1 ) , ( prop_2 )",prop_1 -> prop_2,G(prop_1 -> prop_2)
737,"first, it will happen that either a car stops or a motorbike has started, and then, it is going to happen that either the engine stops or the train is crossing",G!(car_stops | motorbike_has_started) | F((car_stops | motorbike_has_started) & F(engine_stops | train_is_crossing)),F((car_stops | motorbike_has_started) & F(engine_stops | train_is_crossing))
741,forever ( prop_1 ) or at some time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2)
743,"at a certain moment the table has been moved and a train derails and, eventually, the bridge closes afterwards",G!(table_has_been_moved & train_derails) | F(table_has_been_moved & train_derails & F bridge_closes),F(table_has_been_moved & train_derails & F bridge_closes)
744,gather orange until whenever withold apple,gather_orange U F withold_apple,gather_orange U withold_apple
745,In the case the scenario that ( prop_1 ) does not happen or the transition action that ( prop_3 ) does n't occur then all of the following conditions are true : in the future before the execution ends ( prop_2 ) .,G((prop_1 | prop_3) -> G prop_2),(!prop_1 | !prop_3) -> F prop_2
746,"if move_to trash can , approach tree",move_to_trash_can -> approach_tree,G(move_to_trash_can -> approach_tree)
749,"It is always the case that everytime when ( prop_1 ) or ( prop_2 ) then all of the following conditions hold : for every time instant in the future until the end of the simulation , there needs to exist sometime during the first 1 to 3 time units , at which the transition action that ( prop_3 ) must be finally detected .",G((prop_1 | prop_2) -> GF prop_3),G((prop_1 | prop_2) -> F prop_3)
750,Keep photographing monument 8 while ensuring you do not visit monument 8 before reaching park 4,GF(monument_8 & photo) & (!monument_8 U park_4),G(photo) & (!monument_8 U park_4)
751,at any time present_at flag can infer that venture_towards house,F present_at_flag -> venture_towards_house,G(present_at_flag -> venture_towards_house)
755,"Once get_help has occurred, deliver the refrigerator to the shelf will never occur again.",G(get_help -> XG!deliver_refrigerator_shelf),G(get_help -> G(!deliver_refrigerator_shelf))
756,"It is required that at some future point the scenario in which ( prop_1 ) and ( prop_2 ) are equivalent should hold , and also ( prop_3 ) should be true .",prop_3 & F(prop_1 <-> prop_2),F((prop_1 <-> prop_2) & prop_3)
757,"Ensure you repeatedly move crate 4 from warehouse 3 to store 9, and also periodically revisit charger 3",GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GF charger_3,GF(warehouse_3 & p_crate_4 & store_9) & GF(charger_3)
760,"If (prop_3) finally happens, then make sure both (prop_1) and (prop_2) happen .",F prop_3 -> (prop_1 & prop_2),F prop_3 -> (F prop_1 & F prop_2)
762,the robot has to go through the green or red_room to get to the blue_room,F((green_room | red_room) & F blue_room),(!blue_room) U (green_room | red_room)
763,If ( prop_1 ) or ( prop_3 ) then ( prop_2 ) is equivalent to ( prop_4 ) .,prop_4 <-> ((prop_1 | prop_3) -> prop_2),G((prop_1 | prop_3) -> (prop_2 <-> prop_4))
764,do not pick_up anything or whenever go_to peach,!F pick_up_anything | F go_to_peach,G(!pick_up_anything | (go_to_peach -> !pick_up_anything))
765,always hold_on pear means that at some time get_to flag,G hold_on_pear -> F get_to_flag,G(hold_on_pear -> F get_to_flag)
766,always ( prop_1 ) and at some time ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & F(prop_2)
767,if both the engine breaks and the semaphore is yellow then at a certain moment both the brake is released and a semaphore is yellow,G((engine_breaks & semaphore_is_yellow) -> F(brake_is_released & semaphore_is_yellow)),(engine_breaks & semaphore_is_yellow) -> F(brake_is_released & semaphore_is_yellow)
769,"It is always the case that everytime when ( prop_3 ) or ( prop_2 ) , then the following condition is true : ( prop_1 ) .",G((prop_2 | prop_3) -> F prop_1),G((prop_3 | prop_2) -> prop_1)
770,"At some point ( prop_1 ) happens , and in the same time ( prop_2 ) and ( prop_3 ) should happen .",prop_2 & prop_3 & F prop_1,F(prop_1 & prop_2 & prop_3)
771,"If at some point ( prop_3 ) happens and continues to happen until ( prop_4 ) is detected , and also ( prop_1 ) , or else ( prop_2 ) .",prop_2 | (prop_1 & (prop_3 U prop_4)),F(prop_3 U (prop_4 & prop_1)) | prop_2
773,"after both a motorbike has stopped and a car starts, absolutely never, both the bridge opens and the sensor retrieves data",G((car_starts & motorbike_has_stopped) -> G!(bridge_opens & sensor_retrieves_data)),F(motorbike_has_stopped & car_starts) -> G(!(bridge_opens & sensor_retrieves_data))
774,when possible ( prop_1 ) can infer that at any time ( prop_2 ),F prop_1 -> F prop_2,G(prop_1 -> G prop_2)
775,"as both the escalator speeds up and a motorbike falls down, it is going to happen that a sensor retrieves data or a car enters",G((escalator_speeds_up & motorbike_falls_down) -> F(car_enters | sensor_retrieves_data)),(escalator_speeds_up & motorbike_falls_down) -> F(sensor_retrieves_data | car_enters)
777,"first, at some point in time the engine stops or an elevator is open, and then, sooner or later a car enters and the table is brown",G!(elevator_is_open | engine_stops) | F((elevator_is_open | engine_stops) & F(car_enters & table_is_brown)),F((engine_stops | elevator_is_open) & F(car_enters & table_is_brown))
778,"For each time instant in the future if ( prop_2 ) then ( prop_3 ) , and also ( prop_1 ) .",prop_1 & G(prop_2 -> prop_3),G((prop_2 -> prop_3) & prop_1)
779,at any time ( prop_1 ) or forever ( prop_2 ),F(prop_1 | G prop_2),F prop_1 | G prop_2
781,"absolutely never, either a sensor captures data or the table has been moved after the table is old and the house is built",G((house_is_built & table_is_old) -> G!(sensor_captures_data | table_has_been_moved)),G !((table_is_old & house_is_built) -> F (sensor_captures_data | table_has_been_moved))
783,never ( prop_1 ) until never ( prop_2 ),G(!prop_1 U G!prop_2),(!prop_1) U (!prop_2)
